登記案號,序號,職稱,姓名
093法登他000001,1,董事長,郭進財
093法登他000001,2,"董  事",郭彥廷
093法登他000001,3,"董  事",鄭振國
093法登他000001,4,"董  事",簡壽宏
093法登他000001,5,"董  事",李素真
093法登他000001,6,"董  事",張蕙芳
093法登他000001,7,"董  事",白美滿
093法登他000003,1,董事長,蔡宏圖
093法登他000003,2,常務董事,吳東昇
093法登他000003,3,常務董事,李茂生
093法登他000003,4,常務董事,徐小波
093法登他000003,5,常務董事,陳傳岳
093法登他000003,6,常務董事,翁岳生
093法登他000003,7,常務董事,羅昌發
093法登他000003,8,"董  事",李達夫
093法登他000003,9,"董  事",徐璧湖
093法登他000003,10,"董  事",馬英九
093法登他000003,11,"董  事",詹森林
093法登他000003,12,"董  事",陳水扁
093法登他000003,13,"董  事",曾有田
093法登他000003,14,"董  事",黃崑虎
093法登他000003,15,"董  事",葉俊榮
093法登他000003,16,"董  事",蔡明忠
093法登他000003,17,"董  事",蔡明誠
093法登他000003,18,"董  事",蔡英文
093法登他000003,19,"董  事",謝在全
093法登他000003,20,"董  事",謝忠弼
093法登他000003,21,"董  事",戴東雄
093法登他000004,1,董事長,陳錦煌
093法登他000004,2,"董  事",王芬芳
093法登他000004,3,"董  事",呂木琳
093法登他000004,4,"董  事",李榮昌
093法登他000004,5,"董  事",高李麗珍
093法登他000004,6,"董  事",翁修恭
093法登他000004,7,"董  事",許應深
093法登他000004,8,"董  事",張炎憲
093法登他000004,10,"董  事",陳儀深
093法登他000004,12,"董  事",陳河東
093法登他000004,13,"董  事",歐陽文
093法登他000004,14,"董  事",黃文雄
093法登他000004,15,"董  事",黃秀政
093法登他000004,16,"董  事",鍾逸人
093法登他000004,18,"董  事",薛化元
093法登他000004,19,"董  事",謝文定
093法登他000004,20,"監  事",俞邵武
093法登他000004,21,"監  事",吳水源
093法登他000004,22,"監  事",吳清平
093法登他000005,1,董事長,盛天麟
093法登他000005,2,董　事,盛平麟
093法登他000005,3,"董  事",熊慶華
093法登他000005,4,"董  事",毛漢光
093法登他000005,5,"董  事",俞文英
093法登他000005,6,"董  事",彭雪玲
093法登他000005,7,"董  事",王淑宜
093法登他000005,8,"董  事",王森臺
093法登他000005,9,"董  事",楊光磊
093法登他000006,1,董事長,曹奮平
093法登他000006,2,"董  事",徐淵靜
093法登他000006,3,"董  事",柯鄉黨
093法登他000006,4,"董  事",方蘭生
093法登他000006,5,"董  事",張偉斌
093法登他000006,6,"董  事",王靜雯
093法登他000006,7,"董  事",夏惠汶
093法登他000007,1,"董 事 長",吳建國
093法登他000007,2,"董　  事",荊溪暠
093法登他000007,3,"董　  事",黃隆洲
093法登他000007,4,"董　  事",黃博治
093法登他000007,5,常務董事,陳介山
093法登他000007,6,常務董事,高惠雪
093法登他000007,7,常務董事,顏平和
093法登他000007,8,"監 察 人",蕭國輝
093法登他000007,9,"董　  事",許如欽
093法登他000007,11,"董 　 事",谷家恆
093法登他000007,12,常務董事,洪敏雄
093法登他000007,13,"董　  事",范光照
093法登他000007,14,董　事,洪銀樹
093法登他000007,15,"董　  事",鄭國華
093法登他000007,16,"董　  事",彭宗平
093法登他000007,17,常務董事,陳興時
093法登他000007,18,"董　  事",于樹偉
093法登他000007,19,常務董事,蘇慶陽
093法登他000007,21,"董　  事",程一麟
093法登他000007,22,"董  　事",朱明昭
093法登他000007,23,"監 察 人","孫  弘"
093法登他000007,24,"監 察 人",李錫東
093法登他000008,1,董事長,葉耀星
093法登他000008,2,"董  事",林章銓
093法登他000008,3,"董  事",周桐明
093法登他000008,4,"董  事",陳文瑞
093法登他000008,6,"董  事",張?文
093法登他000008,7,"董  事",楊靜如
093法登他000008,9,"董  事",黃玉霞
093法登他000008,10,"董  事",廖英芳
093法登他000008,11,"董  事",王炎山
