登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
108法登他000001,2,2,楊雅淇,360,1080104,1080318,1080329,9冊21頁,2,8,鄒金玉,社團法人宜蘭縣博物館家族協會,1010430,宜蘭縣宜蘭市新興路１７０號,本會為依法設立非以營利為目的之社會團體，為推動本縣博物館事業之發展，整合博物館資源，以保存維護地方文化及自然資產為宗旨。,1.入會費。2.常年會費。3.事業費。4.會員捐款。5.委託及補助收益。6.基金及其孳息。7.其他收入,宜蘭縣政府中華民國101年3月16日府社區合字第1010038830號函,永久,1831513.00,1,1080318,1080510,1080409,賴寶華,宜蘭縣蘇澳鎮蘇南路160號3樓之2,270,,,270,,,,,,,,,
108法登他000003,1,2,楊雅淇,8,1080107,1080218,1080305,1冊33頁,2,9,楊欽年,財團法人慈林教育基金會,0790621,宜蘭縣五結鄉二結路339號,提倡文教活動，培養優良社會風氣，造就高品質的文明國民,由創立人林義雄、方素敏捐助,宜蘭縣政府中華民國79年5月29日府教社字第41602號函,永久,10000000.00,1,1080218,1080924,1080307,陳啟祥,宜蘭縣五結鄉二結路339號,268,,,,,,,,"第9屆董事任期屆滿，改選產生第10屆。姓名及住所如下：
代表法人之董事：楊欽年。
第10屆董事之印鑑。",,,,
108法登他000006,2,2,楊雅淇,375,1080107,1080218,1080221,9冊36頁,2,2,李貞遉,社團法人宜蘭縣渡安居女性關懷協會,1020123,宜蘭縣宜蘭市南津里8鄰縣政三街91號,為協助違反毒品危害防制條例施用毒品之女性更生人或經收容女性之人，並施予適當之照顧及心理輔導，以獲得身心、人格之健全發展，復歸家庭社會生活，維護社會安全。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息及其他收入,宜蘭縣政府中華民國102年1月3日府社區合字第1010201493號函,永久,137000.00,1,1080218,1080510,1080312,朱玉萍,宜蘭縣宜蘭市健康路2段50號,260,,,260,,,260,,"第2屆董、監事任期屆滿，改選產生第3屆，姓名及住所如下：
代表法人之董事：李貞遉。
第三屆董、監事印鑑。",,,,
108法登他000007,1,2,楊雅淇,133,1080107,1080219,1080403,3冊44頁,1,7,簡婉麗,財團法人陳振茂教育基金會,0861015,宜蘭縣宜蘭市宜中路79巷23號7樓,本會以「立足蘭陽，胸懷世界」自勉，積極推動蘭陽地區文教活動，舉辦文化、科學、生活講座，及獎助清寒優秀學子為成立宗旨。,由陳振茂先生等人捐助。,宜蘭縣政府中華民國86年9月25日86府教社字第113361號函,永久,2000000.00,1,1080221,1080510,1080411,建鴻聯合會計師事務所鍾瑞五會計師,台北市大安區羅斯福路2段75之1號11樓,106,,,,,,260,,主事務所地址變更為宜蘭縣宜蘭市宜中路79巷23號7樓。,,,,
108法登他000009,1,2,楊雅淇,202,1080109,1080308,1080322,5冊22頁,2,5,陳金德,財團法人蘭陽農業發展基金會,0910314,宜蘭縣宜蘭市縣政北路1號,本會以促進蘭陽地區農、林、漁、牧、糧食、農村發展及其他有關農業事務並增進農民福祉為宗旨，不以營利為目的，惟提供服務時得酌收服務費用。,本會由宜蘭縣政府以及宜蘭縣各級農、漁會等捐助成立，捐助金額為新台幣壹仟壹佰伍拾萬元整。前項基金得由捐助人，或其他國內外之個人、法人或機關團體繼續捐助之。,行政院農業委員會中華民國91年3月4日農輔字第0910050194號函,永久,11500000.00,1,1080308,1080814,1080328,,,260,,,,魏慧瑜,宜蘭縣宜蘭市縣政北路1號,260,,"第5屆董監事任期屆滿，改選產生第6屆
代表法人之董事:陳金德。
第6屆董、監事印鑑登記。
董(監)事林金龍、黃明杰、黃佑任、林听洲、范美玲、沈德茂、許建泰、余聯興等人印鑑變更。",,,,
108法登他000012,1,2,楊雅淇,415,1080130,1080306,1080312,10冊26頁,1,1,吳美霖,財團法人聯合國際教育基金會,1040507,宜蘭縣壯圍鄉功勞路12－3號,本會以推廣英語教育、提升國際視野、接軌國際為宗旨。,"本會設立基金共新臺幣2,000,000元整，由吳美霖女士與陳義承先生等2人捐助。",宜蘭縣政府中華民國104年4月24日府教終字第1040061842號函,永久,2000000.00,1,1080306,1080510,1080321,羅纍墀,臺北市中山區敬業一路137號6樓,104,,,,,,,,"第1屆董事任期屆滿，改選產生第2屆。
代表法人之董事：吳美霖。
第2屆董事印鑑。",,,,
108法登他000013,1,2,楊雅淇,435,1080130,1080417,1080423,10冊47頁,2,1,蕭惠文,財團法人臺灣冬山慈濟祖宮保生大帝吳真人教育基金會,1050119,宜蘭縣羅東鎮羅莊街498號2樓之2,以經由協助、贊助等方式達成推展教育為宗旨。,由蕭惠文捐助新臺幣貳佰萬元整。,宜蘭縣政府中華民國104年12月9日府教多字第1040193309號函,永久,2000000.00,1,1080417,1080814,1080503,,,,,,,林秀榛,桃園市中壢區文智路86號,330,,,,,,
108法登他000014,1,2,楊雅淇,437,1080131,1080306,1080322,10冊48頁,2,1,林家琦,財團法人宜蘭縣私立經訓社會福利慈善事業基金會,1050127,宜蘭縣宜蘭市中山路5段159號,"一、關於捐助學童生活、教育事項。
二、關於捐助老人生活、教育事項。
三、關於獎掖貧寒子弟勵學事項。
四、關於獎助與舉辦兒童福利事項。
五、接受主管機關指導辦理事項。
六、其他有關社會福利慈善事業事項。",由凱安藥業股份有限公司、華安藥品股份有限公司、愛卓利股份有限公司等捐助新臺幣壹仟萬元整。,宜蘭縣政府中華民國104年12月28日府社區合字第1040216054號函,永久,10000000.00,1,1080306,1080924,1080328,葉至芬,台北市松山區敦化北路311號1樓,105,,,,,,103,,"修改捐助章程第五、六、八、九、十、十一、二十、二十一、二十四條條文。
第一屆董事期滿，改選第二屆董事",,,,
108法登他000018,1,2,楊雅淇,12,1080219,1080308,1080325,1冊5頁,2,5,莊金若,財團法人天主教救主會,0600209,宜蘭縣宜蘭市泰山路95號,"一、辦理社會、教育、宗教技藝訓練補習，公益福利等事業。
二、培植本會新會士，訓練初學生，以及年高病患會士妥善獲得贍養。",捐助,台灣省政府中華民國60年2月8日,永久,8003356.00,1,1080308,1080924,1080327,潘培鑫,宜蘭縣宜蘭市新民路92號2樓,260,,,,,,,,"原捐助及組織章程第2條、第14條、第16條變更。
財產總額原為新台幣12,973,456元，變更為新台幣8,003,356元",,,,
108法登他000019,1,2,楊雅淇,406,1080219,1080306,1080312,10冊17頁,2,4,郭銓慶,財團法人宜蘭縣私立力麗社會福利慈善事業基金會,0941013,宜蘭縣五結鄉中正路3段21號1樓,本會以辦理社會福利慈善事業為目的。辦理下列各項目的事業：一、關於兒童福利、青少年福利、婦女福利等事項。二、關於身心障礙福利、急難救助事項。三、關於提供長期照顧服務、安養及其他老人服務與福利事項。四、關於志願服務及其他社會公益事項。五、接受主管機關指導辦理事項。六、其他有關社會福利慈善事業事項。,捐助,桃園縣政府中華民國94年10月5日府社助字第0940264280號函,永久,10000000.00,1,1080306,1080924,1080326,蔡雅蘋,臺北市吉林路99號6樓,,,,,,,,,"第5屆董事、監察人印鑑
四、監察人林鈐蒨地址變更。",,,,
108法登他000020,1,2,楊雅淇,2,1080225,1080313,1080322,1冊21頁,2,8,吳奇鴻,財團法人宜蘭縣私立五結美德社會福利慈善事業基金會,0771004,宜蘭縣五結鄉福興村仁五路1段100巷52號,老人福利、兒童福利、殘障福利、低收入戶照顧、貧困病患之醫療補助、育英事業。,由捐助人出資購買土地全部捐助基金會。,宜蘭縣政府九十二年一月七日府社福字第0910150600號。,永久,51447800.00,1,1080314,1080510,1080327,,,268,,,,,,,,"第9屆董、監事之印鑑。
董事劉麗華印鑑變更。",,,,
108法登他000022,2,2,楊雅淇,409,1080305,1080318,1080403,10冊20頁,2,1,江育同,社團法人宜蘭縣育人關懷協會,1040121,宜蘭縣羅東鎮純精路3段32號,為身心障礙者創造就醫、就業、就學、就養及復建的資源，並爭取其應有之權益與福利，以改善其生活品質為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,宜蘭縣政府中華民國103年9月29日府社區合字第1030151725號函,永久,0.00,1,1080318,1080510,1080409,謝英蘭,宜蘭縣羅東鎮純精路3段32號,265,,,,,,,,第一屆理監事任期屆滿，改選產生第二屆。,,,,
108法登他000024,1,2,楊雅淇,392,1080311,1080318,1080326,10冊3頁,2,1,陳浩賢,財團法人綠產業發展教育基金會,1030115,宜蘭縣宜蘭市文化路79-1號2樓之3,"本會為依法設立，以公益性非營利為目的之財團法人，董事成員以國立中央大學學術界校友為骨幹，有感於環境氣候變遷快速， 實需以整體觀，進行完整系統化分析;經討論後，決定以發揚中央大學「松」的歲寒精神，取其在嚴酷環境下仍保常「綠」，表示無論環境如何變化，只要保持「敬天愛人」之精神，儘其所能研究及教育眾人，仍有機會回復環境之一絲生機;故倡導「清潔生產、再生、再利用、低耗、減污、保育」之友善環境，將綠色知識經由教育融入一般產業。未來計畫研究教育之產業範圍包括：工程（土木、結構、建築、水利、水保、都市計畫、通訊、網路、道路、交通等）、製造（能源、電子、電機、機械、食品、紡織等）、有限資源（空氣、水、土地、礦產、原物料、空間、氣液態資源等）、控制（管理、冷暖空調、儀控、智慧化、資訊、消防、法律等）及生態（農業、環保、生技、景觀、休閒、音樂、藝術、人文等）之綠色永續化研訂、審議、調查、規劃、計畫、研究、教育、訓練、設計、分析、實驗、操作（認證、驗證、評價、鑑定、實作、試作、監造、測試、示範性工作）、諮詢等相關知識性服務工作、以結合國家永續綠產業發展目標為宗旨。",委託收益、捐助、基金及孳息、其他收入,宜蘭縣政府中華民國103年1月3日府教終字第1020199495號函,永久,6550000.00,1,1080319,1080510,1080328,,,260,,,,,,,,"財產變更增加為新台幣6,550,000元整。
章程第4條修正。
事務所地址變更為「宜蘭縣宜蘭市文化路79-1號2樓之3」。",,,,
108法登他000025,2,2,楊雅淇,264,1080315,1080426,1080510,7冊25頁,2,11,嚴靖淼,社團法人宜蘭縣鴻毅志願服務協會,0951114,宜蘭縣蘇澳鎮成功路1號,本會以培養熱心公益，關懷社會之善良風氣，塑造助人最樂，服務最榮之利他精神，擴大民眾參與層面，激勵民眾貢獻心智，相互策勉，踴躍投入志願服務行列，協助推動社會福利服務為宗旨。,入會費、常年會費、政府機關之補助、捐助收入、辦理福利服務活動之收入、基金及其孳息、其他收入。,宜蘭縣政府中華民國95年5月8日府社合字第0950054390號函,永久,2117208.00,1,1080426,1080924,1080517,,,,,,,邱美麗,宜蘭縣蘇澳鎮長安東巷35號,270,,,,,,
108法登他000026,1,2,楊雅淇,250,1080315,1080417,1080430,7冊11頁,2,4,黃榮享,財團法人生命傳播文化志業基金會,0950210,宜蘭縣三星鄉三星路2段20號,以宣導愛護一切眾生，體認生命平等教育為宗旨,"由黃榮享先生捐助成立，捐助金額：現金部分為新臺幣3,000,000元整，土地及建物折值新臺幣7,000,000元整，合計基金為新臺幣10,000,000元整。",行政院新聞局94年12月28日新廣一字第0940626797號函,永久,10000000.00,1,1080418,1080924,1080507,吳昀真,宜蘭縣三星鄉三星路2段20號,266,,,,,,266,,,,,,
108法登他000027,1,2,楊雅淇,224,1080320,1080401,1080409,6冊4頁,2,5,郭煌宗,財團法人微龍教育基金會,0930115,宜蘭縣宜蘭市崇聖街167號6樓,本會以促進兒童身心發展，加強雙親親職功能，健全家庭動力，凝聚社區活力和關懷弱勢教育為宗旨。,由郭煌宗先生捐助。,宜蘭縣政府教育局92年12月30日府教終字第0920160011號,永久,2000000.00,1,1080402,1080924,1080416,楊小評,台中市西區民權路312巷4號地下室,403,,,,,,,,"第5屆董事任期屆滿，改選產生第6屆
四、第6屆董事印鑑",,,,
108法登他000028,1,2,楊雅淇,105,1080321,1080401,1080411,3冊14頁,1,17,許國文,醫療財團法人羅許基金會,0580121,宜蘭縣羅東鎮博愛路110號,從事醫療事業辦理醫療機構及辦理社會福利慈善事業。,由創辦人許文政、羅文堂及博愛醫院捐助,內政部中華民國58年7月11日台內社字第323770號函,永久,1025477417.00,1,1080401,1080924,1080421,邱素貞,宜蘭縣羅東鎮南昌街83號,265,,,,,,,,,,,,
108法登他000029,2,2,楊雅淇,165,1080325,1080417,1080424,4冊30頁,2,20,黃素月,社團法人宜蘭縣生命線協會,0880809,宜蘭縣宜蘭市縣政七街1號4樓,基於博愛精神，結合社會熱心人士，藉著生命線之專業工作，以服務社會，增進人群身心健康與幸福為宗旨。,一、會員繳納會費。二、事業費。三、會員捐款。四、委託收益。五、基金及其孳息。六、其他收入。,宜蘭縣政府82年5月6日八二府社行字第047532號,永久,13086920.00,1,1080417,1080924,1080425,,,260,,,,,,,,,,,,
108法登他000030,1,2,楊雅淇,213,1080325,1080508,1080528,5冊44頁,2,4,簡水同,財團法人宜蘭縣九龍山白鵝湖玉清宮,0920616,宜蘭縣礁溪鄉白鵝村柴圍路48之8號,本會以維護中華文化，宣揚道教教義，淨化世道人心，促進社會敦風勵俗祥和為宗旨。,由宜蘭縣九龍山白鵝湖玉清宮及信徒捐助。,宜蘭縣政府92年3月31日府民禮字第0920035282號,永久,54020000.00,1,1080508,1080924,1080528,,,,,,,,,,,,,,,
108法登他000031,1,2,楊雅淇,97,1080328,1080417,1080524,3冊6頁,1,9,林義豐,財團法人宜蘭縣東興國民小學教育基金會,0840808,宜蘭縣冬山鄉東城路316號,本會以協助宜蘭縣東興國民小學改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學為目的。,由校友、家長、公司行號、社團及熱心教育人士捐助、本會依法完成財團法人登記後繼續接受捐助,宜蘭縣政府中華民國84年3月7日84府教社字第23291號函,永久,2200000.00,1,1080417,1080924,1080515,吳淑菁,宜蘭縣冬山鄉東城路316號,269,,,,,,269,,,,,,
108法登他000032,1,2,楊雅淇,253,1080329,1080423,1080503,7冊14頁,2,4,楊熾昌,財團法人雪儒教育基金會,0950418,宜蘭縣員山鄉尚惠路136號,本會以闡揚固有儒釋道三家教育理念，倡導閱讀經典，提昇國語文能力，進而潛移社會淫逸欺罔惡風，匡正人心，重整倫理道德秩序為目的。,由捐助人徐金蘭、楊晴雲、林美華、林芳雅、林妍華、陳英仁等人共同捐助。,宜蘭縣政府中華民國95年3月28日府教終字第0950037951號,永久,2000000.00,1,1080425,1080924,1080503,,,260,,,,趙貴春,宜蘭縣宜蘭市弘志路13-2號,260,,,,,,
108法登他000033,2,2,楊雅淇,153,1080403,1080418,1080504,4冊17頁,2,16,林錫欽,社團法人宜蘭縣肢體障礙者協會,0870622,宜蘭縣宜蘭市北津路5巷3號,一、協助、輔導肢障同胞自立，以達人盡其才、殘而不廢之目的。二、辦理肢障者藝文、康樂等各項活動，促進身心健全發展。三、辦理肢障者各項服務工作，配合政府共同推動身心障礙保護法。四、籌設肢障者重建基金。五、辦理身心障礙者職業訓練。六、提供求職、就業服務。,一、會員入會費。二、會員常年會費。三、自由樂捐。四、有關機構補助。五、其他收入。,宜蘭縣政府中華民國75年11月2日(75)府社字第93884號函,永久,500000.00,1,1080419,1090114,1080510,林育仁,宜蘭縣宜蘭市新興路172巷21號,260,,,,,,260,,,,,,
108法登他000034,1,2,楊雅淇,181,1080409,1080417,1080426,4冊46頁,2,6,江文傑,財團法人宜蘭縣立復興國民中學教育基金會,0890609,宜蘭縣宜蘭市復興路2段77號,本會以協助宜蘭縣立復興國民中學（以下簡稱本校）改善環境、發展校務、獎勵教師研究進修、推展教學活動、促進學生敦品勵學、提昇教育品質為目的,由本校教職員、校友、家長、公司行號、社團及熱心教育人士捐助,宜蘭縣政府中華民國94年1月6日府教終字第0940002008號,永久,4000000.00,1,1080418,1080924,1080430,吳映雪,宜蘭縣宜蘭市軍民路11巷27號,260,,,,,,,,,,,,
108法登他000035,2,2,楊雅淇,246,1080410,1080425,1080513,7冊7頁,2,23,楊永安,社團法人宜蘭縣藥師公會,0941012,宜蘭縣宜蘭市女中路3段102號6樓,聯絡藥師、增進藥學及發展事業及協助政府法令推行與社會服務，維護會員權益、增進共同利益為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及利息、其他收入。,宜蘭縣政府中華民國69年2月2日六九府社行字第4890號函,永久,1831109.00,1,1080426,1080924,1080515,李如玉,宜蘭縣宜蘭市女中路3段102號6樓,260,,,,,,,,,,,,
108法登他000036,2,2,楊雅淇,420,1080411,1080430,1080509,10冊31頁,2,1,任許英妹,社團法人宜蘭縣康德人文關懷協會,1040716,宜蘭縣宜蘭市雪峰一路331號3樓,本會之籌設，係為法定弱勢者(尤以身心障礙者為主)提供支持性就業媒合及職業訓練服務，以個案為中心，必要時，服務擴及家屬，使有效幫助個案脫離弱勢困境，滿足人生目標為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,宜蘭縣政府中華民國104年6月23日府社區合字第1040085626號函,永久,0.00,1,1080501,1090114,1080513,陳璟農,宜蘭縣宜蘭市雪峰一路331號,260,,,,,,260,,,,,,
108法登他000037,1,2,楊雅淇,329,1080411,1080430,1080514,8冊40頁,1,1,金恒正,財團法人宜蘭縣基督徒蘭陽禮拜堂,0991028,宜蘭縣宜蘭市和睦路107號3樓,本於神愛世人之精神，以聖經教導人使人學義、信徒獲得靈性長進並以傳揚基督的愛與救世福音，增進社會福祉、推動公益慈善事業為宗旨。,由信徒捐助,宜蘭縣政府中華民國99年10月18日府民禮字第0990147094號函,永久,8375523.00,1,1080501,1080924,1080521,,,,,,,,,,,,,,,
108法登他000038,1,2,楊雅淇,164,1080417,1080506,1080625,4冊29頁,1,6,張優理,財團法人私立佛光大學,0880614,宜蘭縣礁溪鄉林尾路160號,遵照國家教育政策暨現行教育法令之規定，辦理佛光大學，並謀其健全發展。,由星雲等人捐助,教育部中華民國85年8月6日(85)高(3)字第85514687號函,永久,4912721550.00,1,1080506,1090114,1080603,黃暉娟,"宜蘭縣礁溪鄉林尾路160號  光雲館",262,,,,,,262,,"財產總額原登記「新臺幣4,900,934,322元整」，變更為「新臺幣4,912,721,550元整」。
董、監事印鑑
章程第6條變更",,,,
108法登他000039,2,2,楊雅淇,481,1080421,1080508,1080528,11冊43頁,1,1,劉梅英,社團法人宜蘭縣曙光關懷協會,1070613,宜蘭縣宜蘭市嵐峰路3段462巷2號,結合社會熱心人士，期望藉由協會，喚起大眾關懷宜蘭縣弱勢族群，藉此發揮博愛服務之精神，提昇個人生命的價值與意義，促進社會祥和發展。,入會費、常年會費、會員捐款、社會捐款、補助款、基金及其孳息、其他收入。,宜蘭縣政府中華民國107年2月6日府社區合字第1070000471號函,永久,0.00,1,1080509,1080924,1080605,李垣靜,宜蘭縣宜蘭市嵐峰路3段462巷2號,260,,,,,,,,"第2屆理監事印鑑
第1屆理、監事屆滿改選，改選產生第2屆",,,,
108法登他000040,1,2,楊雅淇,278,1080425,1080603,1080612,7冊39頁,2,4,曾麗美,財團法人善導教育基金會,0961225,宜蘭縣冬山鄉太和路591號,推動社會公益及協助教育文藝發展為宗旨。,"由鄭深池捐助2,000,000元整",宜蘭縣政府96年12月11日府教終字第0960160300號函,永久,2000000.00,1,1080603,1080814,1080617,林順男,宜蘭縣冬山鄉太和路591號,269,,,,,,,,,,,,
108法登他000041,2,2,楊雅淇,346,1080429,1080508,1080524,9冊7頁,2,2,蔡惠珠,社團法人宜蘭縣普達關懷協會,1000920,宜蘭縣羅東鎮四育路155號,協助身心障礙者及結合各界善心人士從事相關社會救助、公益慈善事業，照顧弱勢為宗旨。,會費及捐助,宜蘭縣政府中華民國100年8月16日府社區合字第1000121565號函,永久,284400.00,1,1080509,1080814,1080528,劉宣和,宜蘭縣羅東鎮羅東鎮四育路155號,265,,,,,,,,主事務所地址變更為宜蘭縣羅東鎮四育路155號。,,,,
108法登他000042,2,2,楊雅淇,234,1080430,1080513,1080529,6冊12頁,2,4,楊碧村,社團法人宜蘭縣頭城鎮中元祭典協會,0930730,宜蘭縣頭城鎮開蘭路1號2樓,本會為依法設立，非以營利為目的之社會團體，以辦理中元祭典事宜為宗旨。,會員繳納之入會費及常年費或其他捐款,宜蘭縣政府中華民國九十二年四月二十八日府社合字第四七一八七號,永久,322756.00,1,1080514,1080924,1080605,賴淑真,宜蘭縣頭城鎮開蘭路1號2樓,261,,,,,,,,"會址變更為宜蘭縣頭城鎮開蘭路1號2樓
第5屆理、監事之印鑑
劉榮華、甘錫賢、鄒榮富印鑑變更",,,,
108法登他000043,1,2,楊雅淇,202,1080502,1080520,1080529,5冊22頁,1,6,陳金德,財團法人蘭陽農業發展基金會,0910314,宜蘭縣宜蘭市縣政北路1號,本會以促進蘭陽地區農、林、漁、牧、糧食、農村發展及其他有關農業事務並增進農民福祉為宗旨，不以營利為目的，惟提供服務時得酌收服務費用。,本會由宜蘭縣政府以及宜蘭縣各級農、漁會等捐助成立，捐助金額為新台幣壹仟壹佰伍拾萬元整。前項基金得由捐助人，或其他國內外之個人、法人或機關團體繼續捐助之。,行政院農業委員會中華民國91年3月4日農輔字第0910050194號函,永久,11500000.00,1,1080521,1080814,1080603,魏慧瑜,宜蘭縣宜蘭市縣政北路1號,260,,,,,,260,,第6屆董事余聯興辭任，繼任董事為邵治綺；董事邵治綺印鑑。,,,,
108法登他000044,1,2,楊雅淇,434,1080508,1080520,1080530,10冊45頁,2,1,王信豐,財團法人王金木教育基金會,1050112,宜蘭縣冬山鄉大安路451號,以推動技職教育，培養技術專業，提升榮譽感，打造學以致用的教育環境，提倡師徒制，協助宜蘭縣青年培養一技之長為宗旨。,由宜聯鋼鐵股份有限公司捐助新臺幣参百萬元整,宜蘭縣政府中華民國104年12月28日府教多字第1040208764號函,永久,3000000.00,1,1080521,1080814,1080605,邱林池,宜蘭縣冬山鄉大安路451號,269,,,,,,269,,"第一屆董事任期屆滿，改選產生第二屆。
第二屆董事印鑑。",,,,
108法登他000045,1,2,楊雅淇,265,1080510,1080520,1080529,7冊26頁,2,4,賴榮秋,財團法人國立宜蘭高商教育基金會,0960125,宜蘭縣宜蘭市延平路50號,本會以協助國立宜蘭高商改善教學環境、發展校務、獎勵教師研究進修、推展教學活動、促進學生敦品勵學、提升教育品質為目的,由校友、家長、現職及退休教職員工、公司行號、社團、及熱心教育社會人士捐助,宜蘭縣政府民國96年1月2日府教終字第0950163023號函,永久,4100000.00,1,1080521,1080814,1080530,葉秀萍,宜蘭縣宜蘭市延平路50號,260,,,,,,,,"第4屆董事任期屆滿，改選產生第5屆。姓名及住所如下：
代表法人之董事：賴榮秋。
第5屆董事之印鑑。",,,,
108法登他000046,1,2,楊雅淇,76,1080513,1080520,1080530,2冊14頁,2,8,蔡碧娘,財團法人天主教靈醫修女會,0821028,宜蘭縣羅東鎮北成路1段17號,本法人以宣揚天主教教義，舉辦社會福利事業為宗旨,社會人士捐助,宜蘭縣政府中華民國82年9月22日府民禮字103438號函,永久,378042501.00,1,1080521,1080814,1080603,林玉萍,宜蘭縣羅東北成路1段17號,265,,,,,,,,"主事務所變更為宜蘭縣羅東北成路1段17號。
財產總額變更為378,042,501元整。",,,,
108法登他000047,1,2,楊雅淇,133,1080521,1080611,1080625,3冊44頁,1,7,簡婉麗,財團法人陳振茂教育基金會,0861015,宜蘭縣宜蘭市宜中路79巷23號7樓,本會以「立足蘭陽，胸懷世界」自勉，積極推動蘭陽地區文教活動，舉辦文化、科學、生活講座，及獎助清寒優秀學子為成立宗旨。,由陳振茂先生等人捐助。,宜蘭縣政府中華民國86年9月25日86府教社字第113361號函,永久,2000000.00,1,1080611,1080814,1080709,建鴻聯合會計師事務所鍾瑞五會計師,台北市大安區羅斯福路2段75之1號11樓,106,,,,,,260,,主事務所地址變更為宜蘭縣宜蘭市宜中路79巷23號7樓。,,,,
