登記案號,序號,職稱,姓名
097法登他000001,1,董事長,黃美華
097法登他000001,2,董　事,李清昭
097法登他000001,3,董　事,劉雅瑜
097法登他000001,4,董　事,林中雯
097法登他000001,5,董　事,施春成
097法登他000001,6,董　事,李庚霈
097法登他000001,7,董　事,林宏毅
097法登他000002,1,董事長,游祥容
097法登他000002,2,常務董事,李振邦
097法登他000002,3,常務董事,張新銅
097法登他000002,4,常務董事,簡榮朝
097法登他000002,5,常務董事,江峰山
097法登他000002,6,董　事,李清祈
097法登他000002,7,董　事,鄭金美
097法登他000002,8,董　事,林文耀
097法登他000002,9,董　事,林尚宏
097法登他000002,10,董　事,蕭東原
097法登他000002,11,董　事,徐英豪
097法登他000002,12,董　事,楊弘旻
097法登他000002,13,董　事,賴耀南
097法登他000002,14,董　事,游書崇
097法登他000002,15,董　事,簡榮國
097法登他000002,16,董　事,黃裕榮
097法登他000002,17,董　事,劉肇榮
097法登他000002,18,董　事,藍枝地
097法登他000002,19,董　事,林阿騫
097法登他000002,20,董　事,尤靜宜
097法登他000002,21,董　事,游逸將
097法登他000003,1,董事長,姜郁青
097法登他000003,2,董　事,唐雪貞
097法登他000003,3,董　事,鄧燊昌
097法登他000003,4,董　事,陳尚義
097法登他000003,5,董　事,章齊茂
097法登他000004,1,董事長,呂若瑟
097法登他000004,2,董　事,黃浩然
097法登他000004,3,董　事,高國卿
097法登他000004,4,董　事,李大川
097法登他000004,5,董　事,韓國乾
097法登他000005,3,董事長,洪山川
097法登他000005,6,董　事,黃東昇
097法登他000005,7,董　事,姚宗鑑
097法登他000005,8,董　事,聶增榮
097法登他000005,12,董　事,歐晋德
097法登他000005,14,董　事,戴志成
097法登他000005,16,董　事,金毓瑋
097法登他000005,17,董　事,呂若瑟
097法登他000005,18,董　事,陳金發
097法登他000006,1,董事長,林鴻忠
097法登他000006,2,董　事,蘇金章
097法登他000006,3,董　事,陳再雄
097法登他000006,4,董　事,魏俊欽
097法登他000006,5,董　事,廖淑貞
097法登他000006,6,董　事,游煚智
097法登他000006,7,董　事,林忠義
097法登他000006,8,董　事,藍纘豊
097法登他000006,9,董　事,謝正道
097法登他000006,10,董　事,李威震
097法登他000006,11,董　事,林卓立
097法登他000006,12,董　事,李家耀
097法登他000006,13,董　事,賴木成
097法登他000006,14,董　事,李桂蘭
097法登他000006,15,董　事,簡燦煇
097法登他000007,1,董事長,陳繼錫
097法登他000007,2,"董  事",詹照傳
097法登他000007,3,"董  事",林錫池
097法登他000007,4,"董  事",王天民
097法登他000007,5,"董  事",周仁宗
097法登他000007,6,"董  事",林坤全
097法登他000007,7,"董  事",林志全
097法登他000007,8,"董  事",黃仲民
097法登他000007,9,"董  事",許啟芳
097法登他000007,10,"董  事",李枝茂
097法登他000007,11,"董  事",林朝昆
097法登他000007,12,"董  事",林福二
097法登他000007,13,"董  事",陳建川
097法登他000007,14,"董  事",羅文杰
097法登他000007,15,"董  事",蕭維武
097法登他000007,17,"董  事",連明智
097法登他000007,19,"董  事",林嗣輝
097法登他000007,20,"董  事",黃家怡
097法登他000007,21,"董  事",藍榮華
097法登他000008,1,董事長,潘仁修
097法登他000008,2,董　事,潘仁俊
097法登他000008,3,董　事,潘仁佑
097法登他000008,4,董　事,吳俊雄
097法登他000008,5,董　事,李耀麟
097法登他000008,6,董　事,林慶貴
097法登他000008,7,董　事,李揆暐
097法登他000008,8,董　事,鄭信真
097法登他000008,9,董　事,林清庸
097法登他000008,11,董　事,林坤淑
097法登他000008,12,董　事,李居仁
097法登他000008,13,董　事,柯榮貴
097法登他000008,14,董　事,李惠娥
097法登他000009,2,董　事,楊金郎
097法登他000009,3,董事長,葉信寬
097法登他000009,4,董　事,黃林煌
097法登他000009,5,董　事,陳昭忠
097法登他000009,6,董　事,周明輝
097法登他000009,7,董　事,游正明
097法登他000009,8,董　事,許重九
097法登他000010,2,副董事長,林光義
097法登他000010,3,董事長,李界木
097法登他000010,4,董　事,陳錫南
097法登他000010,5,董　事,王信豐
097法登他000010,6,董　事,陳振茂
097法登他000010,7,董　事,陳金芳
097法登他000010,8,董　事,林宏裕
097法登他000010,9,董　事,江淳信
097法登他000010,10,董　事,李武平
097法登他000010,11,董　事,吳清鏞
097法登他000010,12,董　事,黃建興
