登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
087法登他000001,1,2,林國泰,68,0870113,0870209,0870210,2冊68頁,1,3,釋證嚴,財團法人私立慈濟護理專科學校,0780407,花蓮市建國路二段八八０號,為遵照國家教育政策暨現行教育法令之規定，辦理慈濟護理專科學校，並謀其健全發展。,由財團法人佛教慈濟慈善事業基金會全額捐助。,教育部七十八年二月二十七日台０八六００號函核准設立,永久,1191753296.00,1,0870209,0870307,0870307,羅秀琴,花蓮市國富九街四十二巷二號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xwwqszMiIVkp-ikz1DPGHadqKxXXFCKG9D-Xfcu64_jiJwDASFCBSLbKnQ==
087法登他000002,1,2,朱光仁,15,0870123,0870212,0870213,1冊15頁,1,9,吳旺枝,財團法人臺灣省花蓮縣私立中華高級工商職業學校,0620602,花蓮縣吉安鄉吉安村吉興四街一０一號,培養工商事業人才並謀其發展。,依照捐助章程所載,六十二年五月二十九日臺灣省政府教育廳六二教三字第０七六六九號,永久,180387354.00,1,0870212,0870213,0870213,吳慶豐,花蓮市國民一街三十二號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mXdk8Z2QVy_29bqrxNhlNxjEcqEhY_QYNlBApoM0PzJnSAeYsovvJDGYOA==
087法登他000003,1,2,蔡聰明,49,0870213,0870218,0870219,1冊49頁,2,4,釋證嚴,財團法人佛教慈濟綜合醫院,0740206,花蓮市中央路三段七０七號,本院以佛教慈濟精神辦理醫療服務，不以營利為宗旨，提高地區醫療水準，培養優秀醫事人才及照顧低收入民眾就醫，以服務社會為目的。,由財團法人台灣省私立佛教慈濟慈善事業基金會及其他個人或團體隨時捐助之。,行政院衛生署七十三年十二月二十七日衛署醫字第五０一八四三號函,永久,100000000.00,1,0870218,0870219,0870219,曹淑華,花蓮市中央路三段七０七號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/s3welrw5lPeOQRknAW1egqLkTgAwHoPv_B4fnDwEI0GqNPUuFQtx_xvvEA==
087法登他000004,1,2,蔡聰明,24,0870220,0870302,0870303,1冊24頁,2,5,釋證嚴,財團法人中華民國佛教慈濟慈善事業基金會,0690130,花蓮縣新城鄉康樂村二十一號,辦理社會福利，公益等事業。,由佛教慈濟功德會捐助，並由社會熱心人士樂捐納入本會。,台灣省政府社會處，中華民國六十九年一月十六日。,永久,1927609120.00,1,0870302,0870303,0870303,曹淑華,花蓮市中央路三段七０七號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/h-_aeUl8tlYFvEcYgyiahs4cM-72LDx-xc23DyzD4ttRhM3Umr6wROodGQ==
087法登他000005,2,2,林國泰,128,0870319,0870330,0870331,3冊128頁,,4,彭錦堂,社團法人台灣省山難搜救協會,0850621,花蓮縣吉安鄉永興村復興六十四之十三號,本會為依法設立，非以營利為目的之社會團體，以響應政府全民健康活動，發揚冒險犯難之精神，培訓急難救護人員，增進救護知識及技術、瞭解山區山難狀況，適時協助警方，達到救災救人之目的為宗旨。,會員會費及捐款,台灣省政府社會處八十一年七月十七日社二立字第三二七０二號,永久,7002.00,1,0870330,0870331,0870331,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/o-nc2EmYpeLTTnV0HusYBTYm1Z0PjomZpPwB2uEQvhxalGvJZQ4DLOWpLEE=
087法登他000007,1,2,林國泰,70,0870421,0870508,0870511,2冊70頁,2,3,鍾志林,財團法人私立精鍾商業專科學校,0780529,花蓮縣壽豐鄉豐山村精鍾路一號,為響應政府獎勵私人興學，適應社會需要，以發展商業教學，培育商業專技人才為目的。,由鍾志林、宋藍秀琴等共同捐助,中華民國七十八年三月六日教育部七八技０九六二０號函,永久,763364333.00,1,0870508,0870511,0870511,關榮慶,花蓮縣壽豐鄉豐山村精鍾路一號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AfEHH4i6LRcQCBm4EfB9fJmoAsXj2CDLAD0ZWkFMeYIRzlOx1c-v1huPgA==
087法登他000008,1,2,蔡聰明,119,0870424,0870427,0870428,3冊119頁,2,2,王國明,財團法人大漢工商教育基金會,0830712,花蓮縣新城鄉北埔村樹人街一號,協助並推廣花東地區工商教育為宗旨,由廖繼誠先生等人捐助。,教育部八十三年七月一日，台八三社０三四三六五號,永久,10000000.00,1,0870427,0870428,0870428,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/scvR5w3VK0ELx_TEywbHtKMgCgDdYSo1lEsNYaoEpEfbQBoRS-eu4cz1aog=
087法登他000009,1,2,林國泰,8,0870508,0870512,0870513,1冊8頁,,10,王曉風,財團法人花蓮縣私立海星國民小學,0620607,花蓮市永興路二一號,發展東部教育，培植優良國民。,由天主教聖吳甦樂羅馬聯合修女會捐助。,台灣省政府教育廳四十九年十一月七日教四字第五六七三七號函,永久,58198545.80,1,0870512,0870513,0870513,林金蘭,花蓮縣吉安鄉仁里村南埔十一街九巷五號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3b01p1uI0TxPTiX8h5LmWskMPcOz7jdGdje1E6NZ5BvM_0r8SNHSky04
087法登他000010,1,2,蔡聰明,24,0870515,0870611,0870612,1冊24頁,2,6,釋證嚴,財團法人中華民國佛教慈濟慈善事業基金會,0690130,花蓮縣新城鄉康樂村二十一號,辦理社會福利，公益等事業。,由佛教慈濟功德會捐助，並由社會熱心人士樂捐納入本會。,台灣省政府社會處，中華民國六十九年一月十六日。,永久,1927609120.00,1,0870611,0870612,0870612,曹淑華,花蓮市中央路三段七０七號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/D61xmtEEslAF2iO2Pgx4tKU5U1W4JTHl2Rtf8Nfbw2R5pz7r_xRfoIDQXw==
087法登他000011,1,2,朱光仁,106,0870512,0870615,0870616,3冊106頁,,2,古桂村,財團法人台灣省玉里高級中學文教基金會,0820316,花蓮縣玉里鎮中華路四二四號,協助台灣省立玉里高級中學改善環境，發展校務，獎勵教師教學及服務研究，促進學生敦品勵學，推展山地文化活動。,自願捐助,花蓮縣政府八十二年二月八日(82)社教字第一二五七五號,自許可之日起至解散日,2000000.00,1,0870615,0870616,0870616,林顯宗,花蓮縣玉里鎮中華路七十三號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5A-ZCE-jvXuMPwqecon7knxCSp3KjggbkpPtgwxyV9F-WjlnxQY5sYQPydI=
