登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
087法登他000001,1,2,謝怜聰,162,0870102,0870102,0870103,7冊1頁,,0,陳本源,財團法人臺灣省臺中縣私立致用高級商工職業學校,0560626,臺中縣大甲鎮東陽新村七十一號,創辦私立致用高級商工職業學校並謀其發展。,由周楨等捐助,"臺灣省政府教育廳     中華民國五十六年五月一日","永  久",348647592.00,1,0870102,,,,,,,,,,,,,,,,,
087法登他000002,1,2,謝怜聰,211,0870102,0870102,0870103,8冊4頁,,0,羅文貴,財團法人臺灣省臺中縣私立弘文高級中學,0610229,臺中縣潭子鄉中山路三段二二一巷九十六號,以創辦私立弘文高級中學並謀其發展為目的。,董事捐助,"臺灣省政府教育廳     中華民國六十年八月六日","永  久",226423082.90,1,0870102,,,,,,,,,,,,,,,,,
087法登他000003,1,2,謝怜聰,119,0870109,0870109,0870112,5冊3頁,,0,王福來,財團法人台灣省台中縣私立明道高級中學,0500301,台中縣烏日鄉中山路一段四九七號,以舉辦教育事業為目的,由王福來、汪廣平捐助,"台灣省政府教育廳  四十九年七月二十二日",永久,1072142443.00,1,0870109,,,,,,,,,,,,,,,,,
087法登他000004,1,2,謝怜聰,104,0870109,0870109,0870112,4冊18頁,2,14,許炎墩,財團法人臺中市私立慈光圖書館,0461005,臺中市中區柳川西路三段十二號,復興中華文化，增進國民知識，發揚佛教大乘精神輔翊我國固有道德，辦理社會教育、兒童福利、文教公益救濟慈善事業，助成社會淳厚風俗為目的。,由李炳南老師及許克綏、朱炎煌等居士共同發起捐助。,"臺中市政府    中華民國四十六年九月六日","永  久",185981564.00,1,0870109,,,,,,,,,,,,,,,,,
087法登他000005,1,2,謝怜聰,538,0870113,0870113,0870114,15冊21頁,,0,莊國欽,財團法人精密機械研究發展中心,0820618,台中市工業十四路八號,"為促進我國精密機械業升級、開拓新市場,以從事產品之試驗、診斷         與關鍵技術之研究發展,提升產品品級,及協助精密機械業者研究發展        及產品檢測,俾改進產品品質,以競爭性售價創造高附加價值為目的。",由台灣區機器工業同業公會之工具機發展基金委員會等捐助。,八十二年六月一日經濟部,永久,67856163.00,1,0870113,,,,,,,,,,,,,,,,,
087法登他000006,1,2,謝怜聰,399,0870113,0870113,0870114,12冊30頁,,0,張溫鷹,財團法人臺中市文教基金會,0780222,臺中市英才路六００號,宏揚中華文化，提昇生活素質為宗旨。,由陳一平等人捐助,"臺中市政府  中華民國七十八年一月二十六日",永　久,101005000.00,1,0870113,,,,,,,,,,,,,,,,,
087法登他000007,1,2,謝怜聰,609,0870114,0870114,0870115,16冊42頁,2,2,楊天發,財團法人興農臺灣農業圖書教育文化基金會,0831024,臺中市梅川西路一段二十三號三樓,為介紹農業新知，推廣農業教育研究農業技能，培養農業專業人才，促進農業交流，提高農業水準，改善農民生活品質，增進社會公益。,由興農股份有限公司捐助,"臺中市政府    　中華民國八十三年十月十五日　","永  久",2000000.00,1,0870114,,,,,,,,,,,,,,,,,
087法登他000008,1,2,謝怜聰,128,0870116,0870116,0870117,5冊12頁,2,13,林德彰,財團法人臺灣省臺中市城隍廟,0500629,臺中市南區合作街九十四巷五十號,以崇奉城隍尊神為主神，宣揚道教教義，重整道德，並辦理慈善公益事業，促進社會和諧民眾福祉為宗旨。,由林雨禎等捐助。,"臺中市政府　   中華民國五十年六月九日",永　久,635941.89,1,0870116,,,,,,,,,,,,,,,,,
087法登他000009,1,2,謝怜聰,282,0870119,0870119,0870120,10冊11頁,2,5,王金爐,財團法人臺灣省臺中縣大甲鎮瀾宮,0671030,臺中縣大甲鎮順天路一五八號,宣揚媽祖懿德，倡行尊聖孝道，興辦育樂活動中心、圖書館、貧民救濟、各種體育運動等社會公益事業。,由原大甲鎮瀾宮捐助,"臺中縣政府   　中華民國六十七年七月十四日",永　久,291634678.00,1,0870119,,,,,,,,,,,,,,,,,
087法登他000010,1,2,謝怜聰,106,0870119,0870119,0870120,4冊20頁,2,6,劉國榮,財團法人臺灣省臺中市佛教蓮社,0470417,臺中市南區民生路二十三巷十四號,闡揚大乘佛教專修淨土法門提倡國民道德輔助社會福利慈善事業。,由李炳南居士捐助,"臺中市政府     中華民國四十七年三月二十五日","永  久",43513276.00,1,0870119,,,,,,,,,,,,,,,,,
087法登他000011,1,2,謝怜聰,636,0870121,0870121,0870122,17冊19頁,2,2,陳阿水,財團法人臺中市南屯區文山國民小學學校教育發展基金會,0840621,臺中市南屯區忠勇路九十七號,以提升學校教育品質為宗旨，充分運用社會資源協助臺中市南屯文山國小改善學校環境，充實教學設備，推動教育研究，發展教育建設。,陳阿水等人捐助,臺中市政府　　中華民國八十四年三月十七日,永　久,3650000.00,1,0870121,,,,,,,,,,,,,,,,,
