登記案號,序號,職稱,姓名
087法登他000015,1,理事長,"唐 兆 虞"
087法登他000015,2,副理事長,"時 良 木"
087法登他000015,3,常務理事,"賴 偉 光"
087法登他000015,4,常務理事,"張 智 亮"
087法登他000015,5,常務理事,"陳    淼"
087法登他000015,6,"理  事","虎 嘯 華"
087法登他000015,7,"理  事","馬 之 德"
087法登他000015,8,"理  事","許 復 華"
087法登他000015,9,"理  事","陳 文 齡"
087法登他000015,10,"理  事","任 懷 宏"
087法登他000015,11,"理  事","徐 良 才"
087法登他000015,12,"理  事","林 江 洲"
087法登他000015,13,"理  事","劉 鐵 生"
087法登他000015,14,"理  事","鄢 民 治"
087法登他000015,15,"理  事","卜 憲 武"
087法登他000019,1,董事長,劉振忠
087法登他000019,2,"董  事",郭維夏
087法登他000019,3,"董  事",陳鍚洵
087法登他000019,4,"董  事",溫安東
087法登他000019,5,"董  事",郭正利
087法登他000019,6,"董  事",張懷顏
087法登他000019,7,"董  事",呂文健
087法登他000019,8,"董  事",吳友梅
087法登他000019,9,"董  事",薛保綸
087法登他000019,10,"董  事",柯博識
087法登他000019,11,"董  事",萬　廉
087法登他000019,12,"董  事",朱秉文
087法登他000019,13,"董  事",林思伶
087法登他000020,1,董事長,黃蔡阿瓊
087法登他000020,2,常務董事,"陳 奏 壎"
087法登他000020,3,常務董事,"邱    勳"
087法登他000020,4,常務董事,"彭 寶 樹"
087法登他000020,5,常務董事,"蔡 昭 治"
087法登他000020,6,"董  事",邱朱豐美
087法登他000020,7,"董  事","王 嘉 雄"
087法登他000020,8,"董  事","陳    敬"
087法登他000020,9,"董  事","陳 良 善"
087法登他000020,10,"董  事","方 櫻 珍"
087法登他000020,11,"董  事","陳 柏 村"
087法登他000020,12,"董  事","李 淑 女"
087法登他000020,13,"董  事","蔡 璧 珍"
087法登他000030,1,董事長,"沈 文 三"
087法登他000030,2,常務董事,"林 亮 平"
087法登他000030,3,常務董事,"侯 連 茂"
087法登他000030,4,常務董事,"蔡 金 賜"
087法登他000030,5,常務董事,"呂 水 湶"
087法登他000030,6,"董  事","黃 鴻 烈"
087法登他000030,7,"董  事","柯 瓊 文"
087法登他000030,8,"董  事","柯 威 成"
087法登他000030,9,"董  事","陳 世 賢"
087法登他000030,10,"董  事","周 福 山"
087法登他000030,11,"董  事",柯　廣
087法登他000030,12,"董  事","許 丙 丁"
087法登他000030,13,"董  事","陳 炎 明"
087法登他000030,14,"董  事","李 本 現"
087法登他000030,15,"董  事","陳 長 興"
087法登他000032,1,"理 事 長","葉 再 樹"
087法登他000032,2,常務理事,"李 慧 雅"
087法登他000032,3,常務理事,"林 鴻 賓"
087法登他000032,4,常務理事,"侯 金 江"
087法登他000032,5,常務理事,"林 春 廷"
087法登他000032,6,"理    事","吳 秋 嬌"
087法登他000032,7,"理    事","施 登 進"
087法登他000032,8,"理    事","洪 崑 福"
087法登他000032,9,"理    事","涂    爐"
087法登他000032,10,"理    事","陳 國 榮"
087法登他000032,11,"理    事","黃 星 亮"
087法登他000032,12,"理    事","黃 柏 鏞"
087法登他000032,13,"理    事","蔡 世 民"
087法登他000032,14,"理    事","蔡 梅 桂"
087法登他000032,15,"理    事","戴 榮 生"
087法登他000032,16,常務監事,"張 銘 堅"
087法登他000032,17,"監    事","夏 順 晉"
087法登他000032,18,"監    事","陳 嘉 喜"
087法登他000032,19,"監    事","蔡 明 勇"
087法登他000032,20,"監    事","謝 天 賜"
087法登他000035,1,"理 事 長","陳 弘 毅"
087法登他000035,2,副理事長,"郭 明 火"
087法登他000035,3,常務理事,"蔡 來 儀"
087法登他000035,4,常務理事,"張 克 平"
087法登他000035,5,常務理事,"莊 順 一"
087法登他000035,6,"理  事","許 文 貞"
087法登他000035,7,"理  事","林 聰 敏"
087法登他000035,8,"理  事","張 顯 爵"
087法登他000035,9,"理  事","錢 維 守"
087法登他000035,10,"理  事","陳 信 茂"
087法登他000035,11,"理    事","施 獻 隆"
087法登他000050,1,董事長,"柯 登 錄"
087法登他000050,2,"董  事","柯 蘭 亭"
087法登他000050,3,"董  事","柯 栢 陰"
087法登他000050,4,"監  事","莊 永 定"
087法登他000057,1,董事長,劉振忠
087法登他000057,2,"董  事",金振聲
087法登他000057,3,"董  事",陳建中
087法登他000057,4,"董  事",郭儒文
087法登他000057,5,董　事　　,林祖耀
087法登他000057,6,"董  事",趙士儀
087法登他000057,7,"董  事",張懷顏　
