登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
110法登他000001,1,2,簡慧瑛,682,1100104,1100106,1100106,15冊15頁,1,4,柯文昌,財團法人台灣好文化基金會,0971210,桃園市龜山區復興三路63號3樓,以將台灣的美好從在地紮根為宗旨，希望台灣成為美好的家園，不論在人文素養、文化內涵、生活環境都是華人之最。,由財團法人融悟文教基金會捐助,桃園縣政府文化局中華民國97年12月1日桃縣文行字第0971007514號函,永久,13000000.00,1,1100106,,,陳怡嫺,台北市中山區中山北路二段26巷2號6樓,114,,,,,,,,,,,,
110法登他000002,2,2,簡慧瑛,689,1100104,1100112,1100112,15冊29頁,2,4,陳敬吾,社團法人桃園市社會服務關懷協會,0980216,桃園市龜山區文三三街5巷5號,以社會服務為出發點，關懷社區之弱勢族群，協助發展社區資源，並落實社會福利之推動，進而促進社區家庭之和諧為宗旨。,會費等,桃園縣政府中華民國97年12月22日府社發字第0970432720號函,永久,0.00,1,1100112,,,,,333,,,,,,,,變更章程第5、36條。,,,,
110法登他000003,1,2,簡慧瑛,1168,1100104,1100624,1100624,25冊37頁,1,1,吳清彥,財團法人吳許原住民衛福基金會,1050331,桃園市中壢區志廣路119號,秉持城鄉均衡發展、扶持弱勢、照顧失能者暨回饋社會之理念與精神，並發展原鄉及偏鄉地區之衛生文教、生技、養生等宣導及推廣長期照護等相關社會福利慈善事業為目的。,捐助,桃園市政府中華民國105年3月18日府社團字第1050046987號函,永久,5000000.00,1,1100624,,1100705,,,,,,,,,,,變更捐助章程第3、5、6、8、9、10、12、16、17條（經本院110年度法字第6號裁定確定）。,,,,
110法登他000004,1,2,簡慧瑛,708,1100104,1100106,1100106,15冊67頁,2,5,許金屯,財團法人桃園市許金屯教育事務基金會,0980610,桃園市中壢區定寧路31號,獎勵內定國小成績優異學生並協助清寒學生順利完成學業。,捐助,桃園縣政府中華民國98年4月8日府法濟字第0980071003號函,永久,4000000.00,1,1100106,,,黃冠菱,桃園市中壢區定寧路31號,320,,,,,,,,,,,,
110法登他000005,1,2,簡慧瑛,1555,1100104,1100118,1100118,35冊25頁,2,9,王家麟,社團法人中華民國環境分析學會,0890608,桃園市中壢區中大路300號國立中央大學科三館3樓307室,以一、提倡環境分析學術之研究。二、促進環境分析技術之研發與改進。三、加強國內外環境分析人員之交流為宗旨,會費等,內政部中華民國86年5月20日台(86)內社字第8615170號函,永久,103285.00,1,1100118,1100309,1100128,陳萱如,桃園市平鎮區復旦路二段150巷273號8樓,330,,,,,,,,,,,,
110法登他000006,1,2,簡慧瑛,97,1100104,1100106,1100106,3冊31頁,1,10,陳日紅,財團法人台灣省私立景仁殘障教養院,0611113,桃園市八德區長興路850號,為收容罹患智能不足之智障者，使其獲得妥善之教育。,捐贈,台灣省政府社會處中華民國61年11月13日社四字第43341號,永久,146408325.00,1,1100106,,,徐璟媗,桃園市八德區長興路850號,330,,,,,,,,變更捐助章程條文全文（其中第2、4至10、16至18條准予變更如附件「修正條文」欄第2、4條至13條所示，經本院109年度法字第84號裁定確定）。,,,,
110法登他000007,1,2,簡慧瑛,1502,1100104,1100111,1100111,33冊181頁,1,1,蔡建豪,社團法人良緣國際婚姻媒合協會,1071008,桃園市八德區長興路22號4樓,協助社會大眾對跨國(境)婚姻媒合之正確認識，及建立合法管道。,會費等,內政部中華民國107年5月31日台內團字第1070035883號函,永久,5000.00,1,1100111,,,,,,,,,,,,,,,,,
110法登他000008,2,2,簡慧瑛,1519,1100104,1100106,1100106,34冊43頁,1,1,林毅志,社團法人桃園市星芽關懷協會,1090708,桃園市中壢區忠孝里25鄰忠孝路246巷19號,以關懷弱勢國中小學生為宗旨並施以獎助學金與緊急急難救助。,會費等,桃園市政府中華民國109年5月7日府社團字第1090109071號函,永久　,1581906.00,1,1100106,,,,,,,,,,,,,變更法人印信（圖記）。變更章程第1、2條。,,,,
110法登他000009,1,2,簡慧瑛,84,1100106,1100107,1100107,3冊5頁,1,16,莊德森,財團法人警察學術研究基金會,0770513,桃園市龜山區大崗里樹人路56號中央警察大學,促進警察學術交流，提振警察學術研究風氣。,捐助,教育部中華民國77年4月6日台(77)高字第14103號函許可,永久,10000000.00,1,1100107,,,,,,,,,,,,,,,,,
110法登他000010,2,2,簡慧瑛,548,1100107,1100108,1100108,12冊47頁,2,9,莊贊靈,社團法人桃園市宣愛社區關懷協會,0950103,桃園市中壢區延平路98號2樓,本會為依法設立，非以營利為目的之社會團體，係結合基督徒的知識與專業，從事重視生命、傳播真愛及社區關懷的研究與互動、以促進社區祥和、提昇社區文化為目的，以俾成為地方社區的力量。,會費等,桃園縣政府中華民國93年9月14日府社行字第0930239181號,永久,6000.00,1,1100108,,,,,320,,,,,,320,,變更章程第5條。,,,,
110法登他000011,2,2,簡慧瑛,1176,1100107,1100108,1100108,25冊61頁,2,9,陳美芳,社團法人桃園市營養師公會,1050506,桃園市平鎮區廣泰路77號,以研討營養專業學術，宣導營養教育，提升營養服務品質，藉以促進國民健康，維護營養師權益，並謀營養事業之發展為宗旨。,會費等,桃園縣政府中華民國85年1月23日府社政字第002278號函,永久,1670191.00,1,1100108,,,楊佩玲,桃園市中壢區莊敬路829巷75號4樓,320,,,,,,,,,,,,
110法登他000012,1,2,簡慧瑛,1322,1100107,1100111,1100111,29冊25頁,2,2,鄭文燦,財團法人桃園市原住民族發展基金會,1070403,桃園市大溪區員林路一段29巷101號3樓,以傳承與深耕原住民族語言、教育及文化，繁榮原住民族產業，推動原住民事務為宗旨。,桃園市政府原住民族行政局捐助,桃園市政府中華民國107年3月29日府原秘字第1070073086號函,永久,30000000.00,1,1100111,,,黃獻,桃園市大溪區員林路一段29巷101號3樓,330,,,,,,,,,,,,
110法登他000013,1,2,簡慧瑛,1361,1100108,1100108,1100108,30冊25頁,2,2,陳進財,財團法人桃園市利晉工程社會福利慈善事業基金會,1070907,桃園市桃園區經國路838號10樓之1,本會以辦理社會福利慈善事業為目的。,捐助。,桃園市政府中華民國107年8月20日府社團字第1070197332號函,永久,5000000.00,1,1100108,,,,,330,,,,張淑芬,桃園市桃園區經國路838號10樓之1,330,,變更捐助章程第16條。,,,,
