登記案號,序號,職稱,姓名
110法登他000001,1,常務理事,陳清喜
110法登他000001,6,理　事,康福財
110法登他000001,7,監　事,侯順火
110法登他000001,8,理　事,莊文忠
110法登他000001,9,理　事,吳衍慶
110法登他000001,10,常務監事,蔡金木
110法登他000001,11,理　事,林錦清
110法登他000001,12,理　事,郭採珠
110法登他000001,13,理　事,楊沛慈
110法登他000001,14,理事長,陳憲鵬
110法登他000001,15,監　事,盧秀霞
110法登他000001,16,常務理事,蔡世民
110法登他000001,17,,
110法登他000001,18,,
110法登他000002,1,"董  事",林清味
110法登他000002,2,"董  事",包玉玲
110法登他000002,3,"董  事",吳雅雯
110法登他000002,4,"董  事",楊豐和
110法登他000002,5,"董  事",鄭欣婷
110法登他000002,6,"董  事",楊明義
110法登他000002,7,董事長,蕭如娟
110法登他000002,8,"董  事",莊秀月
110法登他000002,9,"董  事",鄭秋玲
110法登他000002,10,,
110法登他000002,11,,
110法登他000003,1,董事長,陳美惠
110法登他000003,2,"董  事",李佳白
110法登他000003,3,"董  事",鍾瑞容
110法登他000003,4,董　事,蔡文德
110法登他000003,5,"董  事",張淑德
110法登他000003,6,"董  事",華淑芳
110法登他000003,7,"董  事",林鶯嬌
110法登他000003,8,"董  事",陳美足
110法登他000003,9,"董  事",趙瑛琳
110法登他000003,10,監察人,林秀玲
110法登他000003,11,,
110法登他000003,12,,
110法登他000003,13,,
110法登他000004,1,董　事,葉蔡傳
110法登他000004,2,董　事,黃日忠
110法登他000004,3,董　事,蘇信華
110法登他000004,4,董事長,盤振詮
110法登他000004,5,董　事,羅仕烘
110法登他000004,6,董　事,黃獻樟
110法登他000004,7,董　事,羅美玉
110法登他000004,8,董　事,古建國
110法登他000004,9,董　事,鄭武德
110法登他000004,10,董　事,陳昭宏
110法登他000004,11,董　事,楊雪鳳
110法登他000004,12,,
110法登他000004,13,,
110法登他000005,1,董事長,何明宗
110法登他000005,2,"董  事",許玉櫻
110法登他000005,3,"董  事",簡俊生
110法登他000005,4,"董  事",吳思慧
110法登他000005,6,"董  事",蔡東榮
110法登他000005,7,"董  事",王素貞
110法登他000005,8,"董  事",何騰坤
110法登他000005,9,"董  事",何明哲
110法登他000005,10,"董  事",蘇興傑
110法登他000005,11,董　事,吳淑芳
110法登他000005,12,"董  事",張英洲
110法登他000005,13,"董  事",林俊德
110法登他000005,15,董　事,郭素薇
110法登他000005,16,監察人,張振葉
110法登他000005,17,監察人,何經
110法登他000005,18,,
110法登他000005,19,,
110法登他000006,1,董事長,黃雲駒
110法登他000006,6,董　事,辜士陞
110法登他000006,7,董　事,李振龍
110法登他000006,8,董　事,魏宏達
110法登他000006,9,董　事,洪錦鈺
110法登他000006,10,董　事,張榮華
110法登他000006,11,董　事,姜淑華
110法登他000006,12,監察人,黃克恭
110法登他000006,13,,
110法登他000006,14,,
110法登他000007,1,董　事,林益源
110法登他000007,2,董　事,葉明義
110法登他000007,3,董　事,蕭士洲
110法登他000007,4,董　事,江恭為
110法登他000007,5,董事長,黃金城
110法登他000007,6,監　事,何皆德
110法登他000007,7,董　事,石義煌
110法登他000007,9,常務監事,蕭品文
110法登他000007,10,監　事,黃顯琳
110法登他000007,12,董　事,林義丞
110法登他000007,13,,
110法登他000007,14,,
110法登他000008,1,常務理事,王淑華
110法登他000008,2,常務理事,賴凱宏
110法登他000008,3,理事長,黃智鴻
110法登他000008,4,常務理事,賴奕澐
110法登他000008,5,理　事,黃月春
110法登他000008,6,理　事,李伊平
110法登他000008,7,理　事,吳斯凱
110法登他000008,8,常務理事,温初光
110法登他000008,9,理　事,王連賜
110法登他000008,10,理　事,賴建宏
110法登他000008,11,理　事,戴乃宣
110法登他000008,12,理　事,買雅芬
110法登他000008,13,監　事,劉曉華
110法登他000008,14,理　事,蔡芳蘭
110法登他000008,15,理　事,賴榮璋
110法登他000008,16,監　事,黃子恩
110法登他000008,17,監　事,徐鈺定
110法登他000008,18,理　事,李佳容
110法登他000008,19,監　事,吳美紅
110法登他000008,20,常務監事,李俊道
110法登他000008,21,,
110法登他000008,22,,
110法登他000009,1,董　事,曹正烜
110法登他000009,2,董事長,姚維仁
110法登他000009,3,董　事,陳明晃
110法登他000009,4,董　事,饒大衛
110法登他000009,5,董　事,李佳玲
110法登他000009,6,董　事,高堂恩
110法登他000009,7,董　事,廖彥琦
110法登他000009,8,,
110法登他000009,9,,
110法登他000010,1,董事長,李泰賢
110法登他000010,2,"董  事",黃欽祥
110法登他000010,3,董　事,王美惠
110法登他000010,4,"董  事",楊漢東
110法登他000010,5,"董  事",翁芳姫
110法登他000010,6,,
110法登他000010,7,,
110法登他000011,1,董事長,莊士賢
110法登他000011,2,董　事,莊馮秀金
110法登他000011,3,董　事,莊嘉惠
110法登他000011,4,董　事,詹英杰
110法登他000011,5,董　事,鄭順仁
110法登他000011,6,董　事,張鴻鈞
110法登他000011,7,董　事,黃秋男
110法登他000011,8,董　事,劉明易
110法登他000011,9,董　事,楊珮玉
110法登他000011,10,董　事,姚依綺
110法登他000011,11,董　事,溫舜名
110法登他000011,12,,
110法登他000011,13,,
110法登他000012,1,董事長,陳玠甫
110法登他000012,2,"董  事",邱柏璋
110法登他000012,3,"董  事",林惠珠
110法登他000012,4,"董  事",陳吳芳招
110法登他000012,5,"董  事",陳冠霖
110法登他000012,6,"董  事",蕭佩玲
110法登他000012,7,"董  事",許添桓
110法登他000012,8,"董  事",邱春梅
110法登他000012,9,"董  事",廖秀津
110法登他000012,10,,
110法登他000012,11,,
110法登他000013,1,董事長,陳蔡美惠
110法登他000013,2,董　事,張炳文
110法登他000013,3,董　事,陳嘉星
110法登他000013,5,董　事,陳彬田
110法登他000013,6,董　事,涂晁綜
110法登他000013,7,董　事,陳森木
110法登他000013,8,董　事,施秀琴
110法登他000013,9,董　事,蔡瑞國
110法登他000013,10,董　事,蔡瑞安
110法登他000013,11,,
110法登他000013,12,,
110法登他000014,1,"董  事",徐珠鸞
110法登他000014,2,"董  事",馬包蒂妮
110法登他000014,4,"董  事",吳以莉
110法登他000014,5,"董  事",何素華
110法登他000014,6,"董  事",蔡英子
110法登他000014,7,"董  事",蔡得恩
110法登他000014,8,"董  事",李志大
110法登他000014,9,董事長,謝郭金美
110法登他000014,10,"董  事",洪桂
110法登他000014,11,,
110法登他000014,12,,
110法登他000015,1,董事長,黃俊傑
110法登他000015,2,常務董事,邵冰瑩
110法登他000015,3,常務董事,洪坤山
110法登他000015,4,常務董事,劉麗吟
110法登他000015,5,常務董事,嚴春財
110法登他000015,6,常務董事,黎萬元
110法登他000015,7,常務董事,楊登閎
110法登他000015,8,常務董事,李宗洲
110法登他000015,9,常務董事,鄭秀津
110法登他000015,10,常務董事,曾月照
110法登他000015,11,常務董事,賴耀男
110法登他000015,12,董　事,何炎錕
110法登他000015,13,董　事,賴政友
110法登他000015,15,董　事,曾培炤
110法登他000015,16,董　事,賴秋生
110法登他000015,17,董　事,張枋霖
110法登他000015,18,董　事,郭銘淇
110法登他000015,19,,
110法登他000015,20,,
110法登他000016,1,董　事,陳天臨
110法登他000016,2,董　事,張哲碩
110法登他000016,3,董　事,何昱孚
110法登他000016,4,監察人,黃岳禎
110法登他000016,5,常務董事,陳明聰
110法登他000016,7,"董 事 長",甘宗本
110法登他000016,8,董　事,楊文俊
110法登他000016,9,常務董事,蕭堯焜
110法登他000016,11,常務董事,黃振男
110法登他000016,12,董　事,范文林
110法登他000016,13,監察人,馮永添
110法登他000016,14,常務董事,林忠毅
110法登他000016,15,董　事,王明和
110法登他000016,16,監察人,邱振城
110法登他000016,17,常務監事,謝登源
110法登他000016,18,董　事,沈泰輝
110法登他000016,19,董　事,邱耀章
110法登他000016,20,董　事,劉品聰
110法登他000016,21,董　事,黃一展
110法登他000016,22,,
110法登他000016,23,,
110法登他000017,1,董事長,胡宗鑫
110法登他000017,2,董　事,楊敦和
110法登他000017,3,董　事,李肖梅
110法登他000017,4,董　事,"韓  乾"
110法登他000017,5,董　事,蔡享珠
110法登他000017,6,董　事,郭金龍
110法登他000017,7,董　事,劉秀琴
110法登他000017,8,董　事,楊德本
110法登他000017,9,董　事,李硯琴
110法登他000017,10,監察人,蔡碧秀
110法登他000017,11,,
110法登他000017,12,,
110法登他000018,1,董　事,柏殿宏
110法登他000018,2,董事長,張日亮
110法登他000018,3,董　事,李雅娟
110法登他000018,4,董　事,郭立志
110法登他000018,5,董　事,郭正利
