登記案號,序號,職稱,姓名
094法登他000001,1,理事長,呂俊溝
094法登他000001,2,常務理事,呂金和
094法登他000001,3,常務理事,呂存德
094法登他000001,4,"理  事",呂金日
094法登他000001,5,"理  事",呂俊富
094法登他000001,6,"理   事",呂贊生
094法登他000001,7,"理   事",呂漢民
094法登他000001,8,"理  事",呂文輝
094法登他000001,9,"理  事",呂世全
094法登他000001,10,常務監事,呂水根
094法登他000001,11,"監  事","呂  掽"
094法登他000001,12,"監  事",呂世杰
094法登他000002,1,理事長,王天進
094法登他000002,2,常務理事,王金溪
094法登他000002,3,常務理事,王添發
094法登他000002,4,常務理事,王能山
094法登他000002,5,常務理事,王志願
094法登他000002,6,"理  事",王全福
094法登他000002,7,"理   事",王成器
094法登他000002,8,"理  事",王來成
094法登他000002,9,"理   事",王明理
094法登他000002,10,"理  事",王富山
094法登他000002,11,"理  事",王能堅
094法登他000002,12,"理  事",王萬能
094法登他000002,13,"理  事",王泉發
094法登他000002,14,"理  事",王雋爵
094法登他000002,15,"理  事",王國泰
094法登他000002,16,常務監事,王東興
094法登他000002,17,"監  事",王添丁
094法登他000002,18,"監   事",王振昌
094法登他000002,19,"監  事",王能樹
094法登他000002,20,"監  事",王鴻福
094法登他000003,1,理事長,蕭文圓
094法登他000003,2,常務理事,蕭永厚
094法登他000003,3,常務理事,蕭國鎮
094法登他000003,4,"理  事",蕭志清
094法登他000003,5,"理  事",蕭天沛
094法登他000003,6,"理  事",蕭天民
094法登他000003,7,"理  事",蕭偉權
094法登他000003,8,"理  事",蕭文卿
094法登他000003,9,"理  事",蕭永奇
094法登他000003,10,"理  事",蕭永平
094法登他000003,11,"理  事",蕭子華
094法登他000003,12,常務監事,蕭永吉
094法登他000003,13,"監  事",蕭宗宇
094法登他000003,14,"監  事",蕭天詩
094法登他000004,1,理事長,陳炳焜
094法登他000004,2,常務理事,陳宗勇
094法登他000004,3,常務理事,陳宗元
094法登他000004,4,"理  事",陳宗孟
094法登他000004,5,"理  事",陳金鑫
094法登他000004,6,"理  事",陳天仁
094法登他000004,7,"理  事",陳信勇
094法登他000004,8,"理  事",陳森木
094法登他000004,9,"理  事",陳佳欽
094法登他000004,10,常務監事,陳贊書
094法登他000004,11,"監  事",陳振和
094法登他000004,12,"監  事",陳根陣
094法登他000005,1,董事長,林玲玉
094法登他000005,3,常務董事,李錫榮
094法登他000005,4,常務董事,顏達仁
094法登他000005,5,常務董事,楊清國
094法登他000005,6,"董  事",王添富
094法登他000005,7,"董  事",李光明
094法登他000005,8,"董  事",林水綠
094法登他000005,9,"董  事",李國銘
094法登他000005,10,"董  事",陳善茂
094法登他000005,11,"董  事",蔡隴菊
094法登他000005,12,常務監察人,戴國亮
094法登他000005,13,監察人,"李   秀"
094法登他000005,14,監察人,徐錫祥
094法登他000005,15,常務董事,陳文正
094法登他000006,1,理事長,李迺瓊
094法登他000006,2,常務理事,黃水英
094法登他000006,3,常務理事,毛雲龍
094法登他000006,4,"理  事",符文敏
094法登他000006,5,"理  事",李錫盛
094法登他000006,6,"理  事",呂惠珠
094法登他000006,7,"理  事",許木友
094法登他000006,8,"理  事",梁長明
094法登他000006,9,"理  事",黃汀看
094法登他000006,10,"理  事",吳金山
094法登他000006,11,"理  事",翁永回
094法登他000006,12,常務監事,張惠民
094法登他000006,13,"監  事",莊碧齡
094法登他000006,14,"監  事",王素惠
094法登他000007,1,理事長,陳金泉
094法登他000007,2,常務理事,陳神護
094法登他000007,3,常務理事,陳水員
094法登他000007,4,"理  事",陳錫琛
094法登他000007,5,"理  事",陳世良
094法登他000007,6,"理  事",陳國興
094法登他000007,7,"理  事",陳金塔
094法登他000007,8,"理  事",陳德執
094法登他000007,9,常務監事,陳金國
094法登他000007,10,"監  事",陳火炎
094法登他000007,11,"監  事",陳德忠
094法登他000008,1,理事長,李金輝
094法登他000008,2,常務理事,陳春庭
094法登他000008,3,常務理事,王瑞商
094法登他000008,4,常務理事,張瑞心
094法登他000008,5,常務理事,劉紹軍
094法登他000008,6,"理  事",黃水英
094法登他000008,7,"理  事",陳文傑
094法登他000008,8,"理  事",陳聰泉
094法登他000008,9,"理  事",陳順德
094法登他000008,10,"理  事",黃春華
094法登他000008,11,"理  事",張福原
094法登他000008,12,"理  事",張峰杞
094法登他000008,14,"理  事",陳佳忠
094法登他000008,15,理事,朱國華
094法登他000008,16,常務監事,呂絲金
094法登他000008,17,"監  事",張國財
094法登他000008,18,"監  事",楊金水
094法登他000008,19,"監  事",李昭福
094法登他000008,20,"監  事",陳篤疊
094法登他000008,21,"理  事",陳麗寶
094法登他000009,1,理事長,林登注
094法登他000009,2,常務理事,林登培
094法登他000009,3,常務理事,林堅培
094法登他000009,4,常務理事,林長固
094法登他000009,5,常務理事,林長遠
094法登他000009,6,"理  事",林順早
094法登他000009,7,"理  事",林長用
094法登他000009,8,"理  事",林水木
094法登他000009,9,"理  事",林長斌
094法登他000009,10,"理  事",林德恭
094法登他000009,11,"理  事",林長禮
094法登他000009,12,"理  事",林恩德
094法登他000009,13,"理  事",林志學
094法登他000009,14,"理  事",林世明
094法登他000009,15,"理  事",林耀光
094法登他000009,16,常務監事,林登回
094法登他000009,17,"監  事",林根陣
094法登他000009,18,"監  事",林金量
094法登他000009,19,"監  事",林福德
094法登他000009,20,"監  事",林建來
094法登他000010,1,理事長,李國平
094法登他000010,2,常務理事,李文塊
094法登他000010,3,常務理事,李國偵
