登記案號,序號,職稱,姓名
094法登他000001,1,董　事,沈政棋
094法登他000001,2,董　事,宋狄慶
094法登他000001,3,董　事,戴德滿
094法登他000001,4,董　事,范彙全
094法登他000001,5,董　事,鄭宏輝
094法登他000001,6,董　事,李欽漢
094法登他000001,7,董　事,陳俊生
094法登他000001,8,董　事,林天生
094法登他000001,9,董　事,馬啟晃
094法登他000001,10,董　事,游祥隆
094法登他000001,11,董　事,邱坤政
094法登他000001,12,董　事,謝銘津
094法登他000001,13,董　事,劉正雄
094法登他000001,14,董事長,呂於台
094法登他000001,15,董　事,鄭正鈐
094法登他000001,16,董　事,莊慈宇
094法登他000001,17,董　事,蘇國原
094法登他000002,1,常務理事,梁　樾
094法登他000002,2,理事長,林志棟
094法登他000002,3,常務理事,李泰明
094法登他000002,4,理　事,陳政漢
094法登他000002,5,理　事,陳吉輝
094法登他000002,6,理　事,邱垂德
094法登他000002,7,理　事,陳偉全
094法登他000002,8,理　事,陳茂雄
094法登他000002,9,監　事,周家蓓
094法登他000002,10,理　事,楊松隆
094法登他000002,11,理　事,鄭貫地
094法登他000002,12,理　事,徐登文
094法登他000002,13,常務理事,謝應得
094法登他000002,14,理　事,賴耀星
094法登他000002,15,理　事,林民治
094法登他000002,16,常務監事,沈得縣
094法登他000002,17,監　事,陳建旭
094法登他000002,18,監　事,陳順興
094法登他000002,19,理　事,林文雄
094法登他000002,20,監　事,宋嵐君
094法登他000003,1,董事長,王紹堉
094法登他000003,2,董　事,劉昌平
094法登他000003,3,董　事,朱堅章
094法登他000003,4,董　事,郎萬法
094法登他000003,5,董　事,陳朝傳
094法登他000003,6,董　事,鎮天錫
094法登他000003,7,董　事,古嘉諄
094法登他000003,8,董　事,曹肇揆
094法登他000003,9,董　事,張守易
094法登他000003,10,董　事,楊大器
094法登他000003,11,董　事,黃湘陽
094法登他000003,12,董　事,林穆嚴
094法登他000003,13,董　事,吳禮端
094法登他000003,14,董　事,徐政訏
094法登他000003,15,董　事,帥化民
094法登他000004,1,董事長,方海龍
094法登他000004,2,董　事,陳烏瑞珍
094法登他000004,3,董　事,閔耀祖
094法登他000004,4,董　事,李復甸
094法登他000004,5,董　事,王清雲
094法登他000004,6,董　事,武大筠
094法登他000004,7,董　事,雷　倩
094法登他000004,8,董　事,丁亞雯
094法登他000004,9,董　事,蘇明宗
094法登他000006,1,理事長,林崑明
094法登他000006,2,常務理事,詹彥麟
094法登他000006,3,理　事,何國泰
094法登他000006,4,理　事,張梅秋
094法登他000006,5,理　事,胡惠芳
094法登他000006,6,理　事,蔡文園
094法登他000006,7,理　事,陳金棠
094法登他000006,8,常務理事,呂桂蘭
094法登他000006,9,理　事,李台林
094法登他000006,10,常務監事人,余兆強
094法登他000006,11,監察人,竺再霏
094法登他000006,12,監察人,鄭有福
094法登他000007,1,董事長,簡　等
094法登他000007,2,常務董事,游武男
094法登他000007,3,常務董事,謝忠賜
094法登他000007,4,董　事,黃正茂
094法登他000007,5,董　事,江忠明
094法登他000007,6,董　事,王　上
094法登他000007,7,董　事,石文桐
094法登他000007,8,董　事,許兩旺
094法登他000007,9,董　事,謝碧陵
094法登他000007,10,董　事,吳楊梅
094法登他000007,11,董　事,黃仲恭
094法登他000007,12,常務監事,邱文輝
094法登他000007,13,監　事,蕭清波
094法登他000007,14,監　事,林志雄
094法登他000008,1,董事長,李興緯
094法登他000008,2,董　事,胡裕同
094法登他000008,3,董　事,鄭毓珊
094法登他000008,4,董　事,楊宗裕
094法登他000008,5,董　事,楊正華
094法登他000008,6,董　事,金循洋
094法登他000008,7,董　事,江聰麟
094法登他000008,8,董　事,陳友旺
