登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
049法登000034,1,1,鄭忠仁,34,0490209,0490209,0490212,3冊24頁,,0,董事長,財團法人新竹縣天主教烏蘇拉聖心會,0490209,設:新竹縣湖口鄉愛勢村民族街八十四號,協助中國當地主教辦理宗教慈善、教育、社會福利各種產業,由總會撥付,四十九年二月七日新竹縣政府,無期限,150000.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/teZYdDbHriUs59QZYIvFfGzHFGjCIvYzFC3A_r8nuo1-7gfPlt1cUw==
049法登000036,1,1,鄭忠仁,36,0490311,0490311,0490314,3冊27頁,,0,董事長,財團法人台灣省苗栗縣石觀音寺財團,0490311,苗栗縣苗栗鎮青苗里建臺街九號,宣揚教義興辦公益慈善事業促進社會福利擴充佛教基礎及其他育英事業,原石觀音寺所有土地房屋等更名為本財團,四十九年三月九日苗栗縣政府,無限期,50000.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_tM9P7np6qJjgryKA4Ug7lRDv2yU9KLnUsWOxDAsbzhr7Up6e1pJEQ==
049法登000037,1,1,鄭忠仁,37,0490419,0490419,0490422,3冊28頁,,0,董事長,財團法人新竹獅頭山海會庵,0490419,新竹縣峨眉鄉蕂坪村五四號,宏揚佛法教化尼眾,捐助,四十九年三月十七日新竹縣政府,無期限,157000.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5rZtZnX4eXb-EJeejO1jn0eH6vaJvIECTu0MW-NaW1nW6Sn76sgYJg==
049法登000039,1,1,鄭忠仁,39,0490523,0490523,0490526,4冊1頁,,0,董事長,財團法人苗栗縣私立大成高中學,0490523,設:苗栗縣頭份鎮新華里二鄰六十五號,創辦私立大成中學並謀其發展為目的,由本會董事及地方熱心教育人士籌資購買及建築房屋捐獻為本會財產,四十九年五月十九日苗栗縣政府,無限期,42280861.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BGSFKLcz5XdaBCeiuZHvY8nGpTldZklUegD82t1dImN-tlKOAVaLvQ==
049法登000040,2,1,鄭忠仁,40,0490727,0490727,0490730,4冊5頁,,0,董事長,社團法人新竹縣汽車客運商業同業公會,0490727,新竹縣新竹市中華路二二六號,以維持增進同業之公共利益及矯正弊害為目的,會費徵收方法應經會員大會通過後交董事會執行之,四十八年七月四日新竹縣政府,無期限,0.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7T9TA6wJpvez1ZwuRuuC7jJujdsp5npQ1ADcNENothAhDq4NMce7UQ==
049法登000041,2,1,鄭忠仁,41,0490727,0490727,0490730,4冊7頁,,0,理事長,社團法人新竹縣汽車貨運商業同業公會,0490727,新竹縣新竹市中華路貳貳陸號,維持增進同業之公共利益及矯正弊害為目的,會費徵收方法應經會員大會通過後交董事會執行之,四十八年七月四日新竹縣政府,無期限,0.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/K7mEY-Ii2JOeKwdjFagPNfFq0Sen_lVB68ALZFqVXsemGDiS-kSitQ==
049法登000042,2,1,鄭忠仁,42,0490819,0490819,0490822,4冊9頁,,0,理事長,社團法人新竹縣汽車司機業職業工會,0490819,新竹市三民里民權路貳陸號,為同業聯絡感情增進智識技能發達生產維持並改善勞動條件及生活進而協助政府建設三民主義新台灣之目的,依章程所定及會員大會決議方法征收會費,四十九年七月十二日新竹縣政府,無期限,0.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/u-JAvXyEx2-_yqdKTDFBWgjDzbNc8VhPpf6EdRrc1IWcLyVXlgEyOQ==
049法登000043,1,1,鄭忠仁,43,0491006,0491006,0491009,4冊13頁,,0,董事長,財團法人台灣省新竹市私立曙光女子高級中學,0491006,設:新竹市北大路六十一號,"辦理私立曙光女子高中學,並謀求其發展",由天主教聖神修女傳教會捐助,四十九年十月四日台灣省政府教育廳,無限期,339837796.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BcyjrjshKXGbaCXZ2GUl9cuJqOZnzNjnrzDIE_7Q8RAMBNiw0djp4w==
049法登000044,1,1,鄭忠仁,44,0491202,0491202,0491205,4冊17頁,2,2,董事長,財團法人基督教新竹聖教會,0491202,新竹市榮光里東門街肆拾叁號,為建設教會會堂管理處分所屬動產、不動產,由基督教信徒自由樂捐,四十九年三月十五日新竹縣政府,無期限,38361000.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xgjgVDcdOsePNefkJAXl1AG7i2DwUkqhB6ruucaICHegpvReLZgSig==
049法登000046,1,1,鄭忠仁,46,0491222,0491222,0491225,4冊25頁,,0,董事長,財團法人新竹縣基督教中華聖潔會,0491222,新竹市延平路七十七號,建設教會堂、所有管理、處分新竹縣基督教中華聖潔會所屬之動產、不動產,由瑞典聖潔會及基督教信徒自由樂捐充之,四十九年三月十五日新竹縣政府,供期限,120000.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BOTfgCrWJ78zO91zH8vrtY8DpHnZjXdxcst8LVckqt02d866DL_-6g==
049法登000047,1,1,鄭忠仁,47,0491222,0491222,0491225,4冊27頁,,0,董事長,財團法人台灣省苗栗縣私立君毅高級中學,0491222,設:苗栗縣竹南鎮山佳里一鄰公義路二四五號,發展地方教育,由董事出資及捐贈收入,四十七年十二月九日台灣省政府教育廳,無限期,74632278.00,1,0870220,0921224,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JhAhNadamw26pC8mWfx7PR2uVORgH8OUAA_KG7W2bmXVUxuFWgZS2Q==
