登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
092法登他000001,1,2,吳永崑,342,0920102,0920106,0920106,7冊21頁,2,2,李無惑,財團法人李氏宗祠祭祀公業,0830216,高雄縣鳥松鄉大竹村長春路二十二號,為發揚承先啟後、敦親睦族、教孝勵忠、同舟共濟之精神。,捐助,八十三年二月四日高雄縣政府八三府禮字第四四九八號,永久,6272875.00,1,0920106,0920114,0920114,,,,,,,,,,,,,,,
092法登他000002,2,2,吳永崑,607,0920103,0920107,0920107,11冊273頁,2,2,莊大山,社團法人高雄縣殘障自強協會,0881002,高雄縣鳳山市鳳松路一號,服務身心殘障者創業及就業且規劃各項有關增進殘障福利措施。,會費及捐助,高雄縣政府八十八年九月廿八日八八府社行字第一八三五二七號,永久,50000.00,1,0920107,0920113,0920113,,,,,,,,,,,,,,,
092法登他000003,1,2,吳永崑,525,0920108,0920108,0920108,10冊143頁,1,1,蕭鴻川,財團法人高雄縣私立淨覺社會福利慈善事業基金會,0870618,高雄縣阿蓮鄉港後村七六號,舉辦社會福利慈善事業為宗旨,捐助,高雄縣政府、民國八十七年六月十二日,永久,38925500.00,1,0920108,0920116,0920116,,,,,,,,,,,,,,,
092法登他000004,1,2,吳永崑,94,0920108,0920110,0920110,3冊38頁,1,15,孫建行,財團法人高雄市私立復華高級中學,0611212,高雄市苓雅區民權一路42號,以創辦私立復華中學並謀其發展為目的。,由創辦人孫永慶等捐助,台灣省政府教育廳、中華民國六十一年十一月三十日,永久,139089038.00,1,0920110,0920116,0920116,,,,,,,,,,,,,,,
092法登他000005,1,2,吳永崑,129,0920110,0920113,0920113,4冊24頁,2,8,董事長,財團法人高雄縣私立建德社會福利慈善事業基金會,0670112,高雄縣鳳山市五甲三路10巷3號,舉辦社會福利慈善事業,捐助,高雄縣政府六十七年元月七日府社福字第九八八號,永久,1618097.00,1,0920113,0920116,0920116,,,,,,,,,,,,,,,
092法登他000006,1,2,吳永崑,160,0920115,0920115,0920115,4冊54頁,1,6,吳嘉南,財團法人台灣基督長老教會高雄中會,0750206,高雄市新興區復橫一路一二五號五樓,為謀基督教健全之發展而幫助台灣基督長老教會高雄中會之傳道事工、社會公益、慈善及育英事業。,捐助,高雄市政府民政局、民國七十五年一月六日七四高市民政三字第００四０號,永久,2230000.00,1,0920115,0920123,0920123,,,,,,,,,,,,,,,
092法登他000007,1,2,吳永崑,64,0920115,0920120,0920120,3冊8頁,2,13,林孟丹,財團法人高雄市私立三信高級家事商業職業學校,0571203,高雄市苓雅區三多一路186號,創辦三信高級家事商業職業學校並謀其發展,由高雄市第三信用合作社捐助,臺灣省教育廳、民國四十七年九月五日高市教育一字第三二四Ｏ四號,永久,685409003.00,1,0920120,0920211,0920211,,,,,,,,,,,,,,,
092法登他000008,1,2,吳永崑,533,0920116,0920117,0920117,10冊175頁,1,2,陳慶男,財團法人陳水來文教基金會,0870727,高雄市鼓山區濱海一路六九號一樓,本會以獎助文化事業服務人群為宗旨。,捐助,高雄市政府教育局、民國八十七年七月十五日,永久,52300000.00,1,0920117,0920122,0920122,,,,,,,,,,,,,,,
092法登他000009,1,2,吳永崑,60,0920116,0920129,0910129,3冊4頁,1,13,單國璽,財團法人高雄市明誠高級中學,0561127,高雄市中華一路九十七號,創辦高雄市私立明誠中學並圖謀其發展為目的。,捐助,高雄市政府、中華民國六十九年八月八日,永久,395625145.00,1,0920129,0920214,0930109,,,,,,,,,,,,,,,
092法登他000010,1,2,吳永崑,45,0920116,0920128,0920128,2冊19頁,2,8,董事長,財團法人台灣省高雄縣私立普門高級中學,0531020,高雄縣大樹鄉興田路一五三號,以創辦普門中學並謀其發展為目的,捐助,台灣省政府教育廳、民國五十二年八月三十日,永久,124474065.00,1,0920128,0920206,0920206,,,,,,,,,,,,,,,
