登記案號,序號,職稱,姓名
054法000006,1,董事長,黃宗焜
054法000006,2,"董  事",賴松輝
054法000006,3,"董  事",陳敏卿
054法000006,4,"董  事",陳鉛筆
054法000006,5,"董  事",江炳焜
054法000006,6,"董  事",劉銖藏
054法000006,7,"董  事",陳鄭坤範
054法000006,8,"董  事",賴炳文
054法000006,9,"董  事",陳炳尹
054法000011,1,董事長,彭加德
054法000011,1,董事長,彭加德
054法000011,2,"董  事",蔣百鍊
054法000011,2,"董  事",蔣百鍊
054法000011,3,"董  事",萬德華
054法000011,3,"董  事",萬德華
054法000011,4,"董  事",楊士豪
054法000011,4,"董  事",楊士豪
054法000011,5,"董  事",艾文
054法000011,5,"董  事",艾文
054法000011,6,"董  事",英由義
054法000011,6,"董  事",英由義
054法000011,7,"董  事",閔明義
054法000011,7,"董  事",閔明義
054法000014,1,理事長,張進通
054法000014,2,常務理事,張宏源
054法000014,3,常務理事,廖承維
054法000014,4,"理  事",張江北
054法000014,5,"理  事",廖金龍
054法000014,6,"理  事",張謙能　
054法000014,7,"理  事",張賡堯
054法000014,8,"理  事",張海尚
054法000014,9,"理  事",張木旺
054法000014,10,常務監事,張南球
