登記案號,序號,職稱,姓名
071法登000003,1,董事長,"趙  登"
071法登000003,2,"董  事",廖丁旺
071法登000003,3,"董  事",簡梧銘
071法登000003,4,"董  事",劉進興
071法登000003,5,"董  事",顏春諒
071法登000003,6,"董  事",簡梧賜
071法登000003,7,"董  事",張清圳
071法登000003,8,"董  事",簡其松
071法登000003,9,"董  事",陳萬福
071法登000003,10,"董  事",鄭藍埤
071法登000003,11,"董  事","吳  生"
071法登000003,12,"董  事",林慶福
071法登000003,13,"董  事","簡  樟"
071法登000003,14,"董  事","王  益"
071法登000003,15,"董  事",簡德源
071法登000007,1,董事長,余明善
071法登000007,2,"董  事",柯瑪莉
071法登000007,3,"董  事",陳振亞
071法登000007,4,"董  事",劉美芬
071法登000007,5,"董  事",寶來恩
071法登000009,1,董事長,林崇智
071法登000009,2,"董  事",林柏壽
071法登000009,3,"董  事",林宗賢
071法登000009,4,"董  事",林子畏
071法登000009,5,"董  事",邱榮隆
071法登000009,6,"董  事",林平賜
071法登000009,7,"董  事",徐雨壽
071法登000009,8,"董  事",林信成
071法登000009,9,"董  事",王三元
071法登000009,10,"董  事",江欽銘
071法登000009,11,"董  事",朱茂陽
071法登000010,1,董事長,"吳  勇"
071法登000010,2,"董  事",鄭家常
071法登000010,3,"董  事",王洪範
071法登000010,4,"董  事",王長淦
071法登000010,5,"董  事",林道亮
071法登000010,6,"董  事",漆南智
071法登000010,7,"董  事",邱志健
071法登000010,8,"董  事",周神助
071法登000010,9,"董  事",徐鴻模
071法登000012,1,董事長,何縱炎
071法登000012,2,"董  事",田可高
071法登000012,3,"董  事",徐有庠
071法登000012,4,"董  事",高明敏
071法登000012,5,"董  事",徐旭東
071法登000012,6,"董  事",徐旭松
071法登000012,7,"董  事",應鶴山
071法登000012,8,"董  事",柏舜如
071法登000012,9,"董  事",黃應沖
