登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
095法登他000001,1,2,梁元生,175,0950109,0950124,0950124,12冊21頁,2,6,林隆義,財團法人統一企業股份有限公司職工福利委員會,0790529,台南縣永康市中正路301號,"謀求職工之合法福利外並擴及於一般社會救助之公益公益活動為主要        目的。",依基金捐助辦法暨組織章程第五條之規定捐助者,七十七年十月二十四日台南縣政府，府勞福字第一二二八０五號,永久,3279595.00,1,0950124,0950223,0950214,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/H-UTwJhke8Ue_FGXq9FBhYsBHWaKM7hiC7hMSbtzfna55CVjioyHPseqj1w=
095法登他000002,1,2,梁元生,59,0950109,0950113,0950116,3冊4頁,1,12,胡惠美,財團法人台灣省台南縣私立陽明高級工商職業學校,0570405,台南縣官田鄉官田村４２３號,遵照政府規定各私立中等學校應辦理財團法人登記以健全學校組織謀學校之發展為目的。,由董事會籌募,五十一年七月二十七日台灣省政府教育廳教二字第０二九八０號,無限期,214583999.00,1,0950113,0950223,0950126,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/39PN8EDQYH9vGyE2W6FORNRb6b65371o5yXiuDp2xRd8YCEGVZ_Syryu3Q==
095法登他000003,2,2,梁元生,504,0950109,0950112,0950113,34冊6頁,2,11,周福興,社團法人台南縣復健青年勵進會,0900221,台南縣西港鄉慶安路237之1號,會員諮詢服務、職技訓練、殘障福利公益活動,政府補助、社會人士捐助,台南縣政府八十九年八月四日府社行字第一二四三七七號函,永久,1277103.00,1,0950112,0950223,0950126,,,,,,,,,,,組織章程第十七條、第十八條更正如對照表。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/V5tf6ym08S1uPwxBdvIXgw_X8HHnlrheQ1xWOdNejWuGEZrzcQCyvH_5J50=
095法登他000004,1,2,梁元生,83,0950111,0950113,0950116,5冊9頁,1,12,施文琮,財團法人台灣省台南縣私立新榮高級中學,0620612,台南縣柳營鄉光福村１３２之１２號,為遵照國家教育政策暨現行教育法令之規定辦理中等學校，並謀其健全發展。,由各董事捐獻,台灣省政府教育廳民國五十八年八月十二日教三字第五六三四九號函,無限期,432658886.00,1,0950113,0950320,0950203,,,,,,,,,,,董事王惠蘭、陳俊男印鑑變更。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JSt2qPdeZqGKwemCEuQNeHdRNq2ROnxB1FcF0CsJ4J0KC-w5ugQHh5vWow==
095法登他000005,2,2,梁元生,483,0950112,0950112,0950113,32冊6頁,2,3,官大紳,社團法人台南市腦性麻痺之友協會,0890703,台南市勝利路421號5樓,本會以促進提昇腦性麻痺患者福利為宗旨。,個人入會費、團体會員入會費、事業費、捐款、委託收益、基金及孳息、其他收入。,台南市政府八十九年六月二十九日八九南市社行字第四三五四二號函,永久,217690.00,1,0950112,0950320,0950216,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dxYCE24EYcDRsdU3sge5nStT3tk__e1Lmj5meo5uyrfet801bu6BZmEszxI=
095法登他000006,1,2,梁元生,94,0950113,0950113,0950116,6冊10頁,1,11,林蒼生,財團法人高清愿紀念慈母文教公益基金會,0631118,台南縣永康市鹽行里中正路３０１號,本會以贊助教育文化及慈善公益事業為宗旨，依有關法令規定辦理左列業務：一、奬學金。二、留學奬助金。三、研究奬助金。四、發展教育文化事業之機關或個人。五、救濟貧困殘障同胞。六、贊助公益事業。七、自創公益事業。八、其他與本會創立宗旨有關的事業。,由創辦高清愿先生捐助,六十三年七月十二日台南縣政府南府教學字第六四七五五號,無限期,404650492.00,1,0950113,0950223,0950126,賴富榮,台南縣永康市塩行里中正路三０一號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/y_e789pRTkATtdyA746WYJanFLU2ixw2VhzrViYtWf80z85U2-N6_pOOgw==
095法登他000008,2,2,李春法,190,0950117,0950126,0950126,12冊36頁,2,14,柯海永,社團法人台南市火炬殘障勵進會,0800509,台南市南門路２６３號,本會以實踐仁愛精神，培養殘障者發揮堅強意志，舉辦各種技藝訓練，助予謀生從事有益與互助活動為宗旨。,接受政府機關及各界人士捐助,七十九年十二月一日台南市政府，南市社行字第九六二０二號,永久,161390.00,1,0950126,0950223,0950214,,,,,,,,,,,理事謝昆福印鑑變更。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/56OX6aQm4GVXbpepOhX8eaEIxfZUiZOY5Kcav8oxWKyb_KbiAgrFFxjL9Og=
095法登他000009,1,2,李春法,341,0950117,0950118,0950118,22冊12頁,1,3,林吉男,財團法人天主教台南縣私立蘆葦啟智中心,0860225,台南縣新市鄉中正路１６９─１、１６９─２號,以辦理身心障礙者福利相關慈善事業為宗旨。,由康文榮等人捐助,台南縣政府八十五年十二月廿四日,無限期,11465000.00,1,0950118,0950223,0950126,,,,,,,,,,,修訂捐助章程第四條，修訂內容如對照表。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4rpF749_lz76QEjICte6XL5sQisXJKvnhrdZIynhDnZ5Yt-ZJquzRdLNE7c=
095法登他000010,1,2,李春法,599,0950118,0950118,0950118,44冊1頁,1,1,魏正宗,財團法人朝陽文化藝術基金會,0930818,台南縣永康市大灣路７９８巷４８號,以辦理文化藝術交流、文化藝術學術專題研究、培育獎助文化藝術學術人才、推動各項文化藝術學術公益活動為宗旨。,由魏正宗捐助。,台南縣政府九十三年八月十日府文發字第○九三○一四九○八一號函,永久,2000000.00,1,0950118,0950223,0950203,,,,,,,,,,,"繼任董事莊明仁、王宏寶、楊文財、陳永祥、馬景清變更登記
繼任董事印鑑",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8Q6BoCX1uhzsqpGKeeo-GmWxB1OW--9HVsXHyC5_2DhMFV7Mc5G8Bs6HAzY=
095法登他000011,1,2,李春法,21,0950118,0950124,0950124,1冊21頁,1,15,王朱東,財團法人台灣省台南市私立瀛海高級中學,0480917,台南市安南區安慶里長溪路一段７６號,為創辦私立瀛海高級中學並謀發展,自由籌集,台灣省政府教育廳民國四十八年六月十八日教字第三四００一號,不定期,476530709.00,1,0950124,0950223,0950214,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UW7zKih9Dz32xf7zrjkQ5Za_lQ4kKGGiE8Bp35j5s1ekWtMegAvbFeXUzA==
