登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
095法登他000001,2,2,羅培昌,256,0950102,0950103,0950103,5冊57頁,2,36,高茂霖,社團法人彰化縣員林國際青年商會,0910718,彰化縣員林鎮大仁南街8之4號5樓,"本會宗旨為發展青年之才智並結有志青年之力量，以促進人類生活、社會、經濟及精神文明之進展。一、啟發並促使每一國民承擔其應盡之責任。二、透過會務活動，以發展並提高青年人之領導潛能。三、藉參加與計劃及執行會務活動，以訓練發展個人、繁榮社會。四、促進經濟發展。 五、促進全人類瞭解、親善與合作。",會員入會費及常年會費、國內外公私團體及個人之捐贈、資深會員聯誼會之贊助款、基金之利息、其他,"彰化縣政府六十年二月二十一日 彰府社政字第八七Ｏ三二號",永久,4098706.00,1,0950103,0950512,0950111,,,510,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rDsSNxggfuz1BgTKvUg4dewSM6nH-JHth-u4UG0i7x01bAAt_FFew3_vJhA=
095法登他000002,1,2,羅培昌,216,0950102,0950116,0950116,4冊103頁,1,0,湯振鶴,財團法人明道管理學院,0890803,彰化縣埤頭鄉文化路369號,一響應政府鼓勵私人捐資興學之既定政策，興辦明道管理學院，並發展成立綜合大學。二充實高等教育資源，均衡教育發展。三培育地區產業管理人才。四造福地區學子就近享受教育資源。五加強產業諮詢服務及建教合作。六提供地區民眾進修高等教育機會，實現高等教育全民化及終身學習理想。七注重社會人文關懷，培育明道學子淑世濟民之胸懷，以為明道建校之一貫理想。,由創辦人汪廣平、劉福壽、汪大永等人捐助。,"教育部中華民國89年 4月7日台(八九)高(三)字第八九０四０一五七號函核准籌設。",永久,1640774602.00,1,0950116,0950512,0950123,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UdtcBIbF_Ie0-MQ3dwv8JDz_R-rLEBnr1tu6xRonbN84zqtkguI9bHst2aY=
095法登他000003,1,2,羅培昌,49,0950102,0950110,0950110,2冊71頁,2,6,葉育恩,財團法人大葉大學,0780817,彰化縣大村鄉福興村山脚路112號,為提昇工業水準，培育人才，增進學術研究與企業交流。,捐助。,教育部，民國七十七年二月二十四日,永久,3733818007.00,1,0950110,0950512,0950118,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/b5EduZA46qO1awqRZXjuxTsgKgX6Cnxw4YXhxSiwjCPrWs50bhK-ax1elQ==
095法登他000004,1,2,羅培昌,324,0950103,0950306,0950306,5冊183頁,2,4,張俊雄,財團法人彰化縣私立尚欽社會福利慈善事業基金會,0820803,彰化縣埔心鄉瓦南村中山路311號,老人福利殘障福利急難救助低收入補助醫療補助獎助學金災害(變)救濟接受主管機關指導辦理事項。,洪阿分等捐助,台中市政府中華民國83年7月19日,永久,10000000.00,1,0950306,0950512,0950313,楊麗雪,彰化縣埔心鄉瓦南村中山路311號,513,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v7dKv-NFGuW7qgy6oqn-75TPJ_c0K70s6HPbpq14PPv12jRK019JW3d4-2I=
095法登他000005,1,2,羅培昌,153,0950111,0950113,0950113,3冊181頁,1,4,卓伯源,財團法人彰化縣公益頻道基金會,0851024,彰化市中山路二段四一六號三樓,本會以推行社會教育，贊助公益活動，改善社會風氣，增進全民福祉為宗旨。,由彰化縣之有線播送系統及彰化縣政府共同捐助，並接受各界捐助。,中華民國八十五年九月九日八五彰府社教字第一五一六六五號,無限期,2000000.00,1,0950113,0950512,0950120,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lM1LSL3DOIIomaR7bFYRZZMYhGnzMfrbV1-BdYfsNCPlR3a1t9zJRBXHw0Q=
095法登他000006,1,2,羅培昌,45,0950116,0950213,0950213,2冊63頁,2,5,洪祖持,財團法人彰化縣私立廣成社會福利慈善事業基金會,0760511,彰化縣員林鎮振興里員水路一段一０二巷七十六號,本會以舉辦並發展各項社會福利慈善事業為宗旨。,全體董事、社會熱心公益人士捐助暨政府單位補助,彰化縣政府民國七十六年四月二十二日,永久,43911802.00,1,0950213,0950717,0950220,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ImUYbgWAH1q7L97u7Sl3XqbEj01nKaMxLcZAD5DoybDPOY3_kNTWBn8fWQ==
095法登他000007,1,2,羅培昌,11,0950123,0950306,0950306,1冊21頁,2,12,蕭松喜,財團法人台灣省彰化縣私立大慶高級商工職業學校,0620524,彰化縣員林鎮振興里山脚路2段206號,教授現代化知識，培養專業人才。,捐助,台灣省政府教育廳民國五十三年八月廿一日,永久,793003188.00,1,0950306,0950717,0950310,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nUrjCJzYDo-pPPLIcekwg1JWR35aXLWQahdE9LnTRetAQj-vBySt8ws-cw==
095法登他000008,1,2,羅培昌,281,0950127,0950207,0950207,5冊107頁,2,2,寇文漢,財團法人中華基督教彰化浸信會,0921223,彰化縣彰化市東興里公園路一段十號,本法人本於耶穌基督之精神，傳揚聖經教訓、牧養信徒、並辦理社會公益、慈善事業為宗旨。,由財團法人美南浸信會台北市事務所捐助,彰化縣政府中華民國九十二年十二月十六日府民宗字第0920238770號,永久,44249739.00,1,0950207,0950717,0950215,,,500,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mJjhIwmYEgYmFFSwU7eJt4A_BMLOrnABb1s_Lr5T0pQ9hXPz8nqvvS-pZOI=
095法登他000009,2,2,羅培昌,248,0950127,0950208,0950208,5冊41頁,2,6,劉美緒,社團法人彰化縣保母協會,0910401,彰化縣彰化市中興路87之6號,以維護並提升保母素質，加強保母專業知識；結合智慧與愛心，發揮團隊精神，關懷兒童回饋社會為宗旨。,會費收入,彰化縣政府中華民國八十四年十一月二十六日彰府社政字第84051號,永久,3110287.00,1,0950208,0950717,0950220,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dlYbI89ATq64PIKA6-JzuKF44d4n569rkI9SEvwChsR4gDytm-OMXcCcp4Y=
095法登他000010,1,2,羅培昌,122,0950206,0950322,0950322,3冊119頁,1,4,鄭永春,財團法人全台鄭姓文教基金會,0830830,彰化縣彰化市成功里中山路二段四十一號,一、興辦宗親福利事業。二、辦理公益慈善事業。三、辦理宗親子弟奬學金。四、辦理宗親急難救助及貧困資助。,由全台鄭姓宗親自由捐助。,台灣省政府教育廳八十三年六月二十八日教五字第０九三九三號,永久設立,14302750.00,1,0950322,0950717,0950328,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NFy8-xs2F6VWNnEqvVTQVSfZV6NaIMCoKi4Fs_5W5yz6uNeWJNEpV6KCBGQ=
