登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
105法登他000001,1,2,陳美月,1301,1050104,1050107,1050111,65冊15頁,2,7,白介宇,財團法人寶來文教基金會,0870903,台北市內湖區新湖二路329號5樓,以提升教育、文化、藝術水準、推動各類學術研究發展為宗旨。,設立基金共新臺幣貳仟零伍拾萬捌仟伍佰元整，由寶來證券股份有限公司捐助；俟依法完成法人登記後，得繼續接受捐贈,教育部中華民國87年8月17日台(87)社(四)字第87091808號函,永久,20508500.00,1,1050107,,,白秀貞,台北市內湖區新湖二路339號5樓,114,,,,,,,,,,,,
105法登他000003,2,2,陳美月,1064,1050104,1050107,1050111,53冊18頁,1,10,楊謹鍹,社團法人台北市彩虹心服務協會,0830510,台北市南港區昆陽街60巷8號2樓,以結合群力、推廣公益、激發愛心、關懷社會服務人群為宗旨。,由社員繳交年費,"臺北市政府社會局中華民國83年1月14日  北市教一字第1570號函",永久,120000.00,1,1050107,,,蘇鳳妍,台北市南港區昆陽街60巷8號2樓,115,,,,,,,,,,,,
105法登他000004,1,2,陳美月,647,1050104,1050107,1050111,32冊58頁,1,13,劉金源,財團法人船舶暨海洋產業研發中心,0651001,新北市淡水區中正東路2段27號14樓,以提供船舶與海運產業、遊艇與水域遊憩產業、海洋能源與工程產業之規劃、設計、研發、技術服務及知識整合之服務，協助國內外船舶、海洋及相關產業之昇級與發展為宗旨,由中船公司等八個單位共同捐助，俟完成法人登記後，得隨時接受各方之捐贈,經濟部民國65年8月24日經（65）技字第23375號,永久,7100000.00,1,1050107,,,羅曼華,新北市淡水區中正東路2段27號14樓,251,,,,,,,,章程第12條、第14條、第16條條文內容變更，業經本院民事庭104年度法字第36號民事裁定確定。,,,,
105法登他000005,1,2,陳美月,751,1050104,1050107,1050111,38冊10頁,2,5,何橈通,財團法人醫學研究倫理基金會,0930611,台北市北投區石牌路2段331巷5之1號,以接受政府及醫療機構等團體之委託推動強化人體試驗受試者保護工作研究發展、建立標準化人體試驗研究審查作業原則、協助專業人才培育、推展國際交流合作，提升人體試驗研究倫理品質，促進全球受試者保護為目的。,由基金會前身聯合人體試驗委員會捐助新台幣壹仟萬元；嗣後並得繼續接受國內外認同本會宗旨之個人或機關團體之捐助,行政院衛生署92年9月17日衛署醫字第0920200998號函,永久,10000000.00,1,1050107,,,龔麗娟,台北市北投區石牌路2段331巷5之1號,112,,,,,,,,,,,,
105法登他000006,1,2,陳美月,670744,1050104,1050107,1050111,3冊71頁,1,19,洪山川,財團法人臺北市私立靜修女子高級中學,0670116,台北市大同區寧夏路59號,為創辦私立靜修女子高級中學暨附設國民中學部並謀其發展為目的。,設立基金新台幣貳億壹仟貳佰零肆萬柒仟捌佰陸拾玖元壹角肆分整，由財團法人台灣省天主教道明傳教修女會捐助；嗣後並得繼續接受國內外之個人、法人或團體之捐贈,台灣省政府教育廳⒋⒕(40)卯寒字第14586號函,永久,777567350.00,1,1050107,,,李佩芳,台北市大同區寧夏路59號,103,,,,,,,,,,,,
105法登他000007,1,2,陳美月,248,1050104,1050107,1050111,12冊35頁,2,7,陳麒文,財團法人新北市汐止區長安國民小學教育發展基金會,0840821,新北市汐止區長興街1段80號,以協助學校改善環境，推展校務及發展教育為宗旨。,設立基金新台幣貳佰參拾萬陸仟伍佰元整，由黃聰明等人捐助；嗣後得繼續接受捐助。,台北縣政府84.8.9八四北府教三字第290113號函,永久,2350000.00,1,1050107,,1050118,,,,,,,,,,,,,,,
105法登他000008,1,2,陳美月,320,1050105,1050107,1050111,16冊19頁,2,5,金榮華,財團法人善同文教基金會,0860606,新北市淡水區水源街2段26巷1號2樓,以獎助學金及文教活動為宗旨。,設立基金共新台幣參佰貳拾肆萬元整，由故徐善同教授遺產捐助；俟完成法人登記後，得繼續接受捐助,台北縣政府86.5.22八六北府教三字第185609號,永久,3240000.00,1,1050107,,1050118,范意卿,新北市板橋區雙十路3段8號8樓,220,,,,,,,,,,,,
105法登他000009,2,2,陳美月,336,1050105,1050108,1050112,17冊11頁,2,10,張淑貞,社團法人台北市佛教正覺同修會,0860917,台北市大同區承德路3段277號9樓,以結合佛教三寶弟子，無相念佛共修，淨化身心，秉持釋迦牟尼佛正法眼，普攝眾生，建立良善之組織與制度，以自利利他之菩薩道，積極廣行福慧資糧，落實正覺的教義，弘揚佛法廣利有緣眾生，使正法久住，法輪常轉，以期到達圓滿的人間淨土為宗旨。,入會費、常年會費、會員捐款、委託收益、基金及其孳息、其他收入,台北市政府社會局⒎⒉北市社一字第8623605400號,永久,37412790.00,1,1050108,,,黃文章,台北市大同區承德路3段277號9樓,103,,,,,,,,,,,,
105法登他000010,2,2,陳美月,1568,1050105,1050108,1050112,79冊2頁,1,15,李三剛,社團法人中華民國醫用超音波學會,1001230,台北市大同區重慶北路2段207號8樓之1,以聯繫全國各公私立醫療院所及研究機構，從事醫用超音波之研究，以促進醫用超音波之學術發展及應用，並加強對國際醫用超音波學會之交流，強化國民之健康為宗旨。,入會費、常年會費、自由捐款、基金之孳息、補助費、其他收入,內政部中華民國100年12月26日台內社字第1000250367號函,永久,26906142.45,1,1050108,,,陳彩勤,台北市大同區重慶北路2段207號8樓之1,103,,,,,,,,章程第5條條文內容變更，業經主管機關內政部中華民國104年11月27日台內團字第1040081445號函。,,,,
105法登他000011,2,2,陳美月,1170,1050106,1050114,1050119,59冊4頁,1,2,陳品蒨,社團法人中華弱勢族群整體美容協會,0990507,台北市士林區文林路764號3樓,以倡導整體美容課程講座、及相關技能之培訓。提供會員或弱勢族群學習成長，提昇美容技術、與技能專業。幫助會員或弱勢族群培養美容與相關技能第二專長，輔導就業創業，提升就業率，善盡社會責任義務，保障會員或弱勢族群權益，促進家庭溫馨和樂為宗旨,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入,內政部中華民國98年8月25日台內社字第0980159098號函,永久,500.00,1,1050114,,,魏立成,台北市士林區文林路764號3樓,111,,,,,,,,,,,,
