登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
105法登他000001,1,2,全國榮,7,1050104,1050104,1050104,1冊7頁,1,17,房徐蕙英,財團法人屏東縣私立美和高級中學,0520715,屏東縣內埔鄉美和村學人路323號,為協助政府發展教育.,由籌措之教育經費捐助、並由徐傍興捐助二佰萬元,84年12月28日台灣省政府教育廳(84教二字第120627號函),永久,109183235.00,1,1050104,,,,,,,,,,,,,監察人印鑑、財產總額變更。,,,,
105法登他000002,1,2,全國榮,159,1050104,1050104,1050104,6冊14頁,1,5,曹啟鴻,財團法人大武山文教基金會,0880831,屏東市德豐街106號1樓,以資源永續利用為基本理念，進行產業發展、藝術文化、鄉土教學、族群與社區發展及生態教育的研究、採集、記錄、保存為基礎教材、透過文字版及宣導活動等，推展民眾教育等為宗旨。,由曹啟鴻捐助新台幣貳佰萬元正,屏東縣政府95年1月27日屏府教設字第0950016511號　,永久,2004849.00,1,1050104,,,,,,,,,,,,,董事印鑑。,,,,
105法登他000003,1,2,全國榮,294,1050104,1050104,1050104,13冊12頁,2,3,黃文局,財團法人南島教育基金會,0960528,屏東市林森路29-8號,以教育事務公益為基本理念，推動環保生態。,黃文局捐助,屏東縣政府中華民國96年5月25日屏府教社字第0960108655號函,永久,2000000.00,1,1050104,,,,,,,,,羅汶欣,高雄市大寮區江山路45-28號4樓,831,,董事印鑑。,,,,
105法登他000004,1,2,全國榮,53,1050106,1050106,1050106,2冊10頁,1,15,蔡文賢,屏榮學校財團法人,0511023,屏東市民學路一ＯＯ號,辦理高級中等學校，並謀其健全發展。,由創辦人蔡江來個人捐助。,台灣省教育廳，中華民國四十六年四月廿九日，四六教三字第二二五四二號,永久,945608056.00,1,1050106,,,,,,,,,,,,,財產總額變更。,,,,
105法登他000005,1,2,全國榮,95,1050107,1050107,1050107,3冊24頁,2,8,涂德和,財團法人屏東縣萬巒國民小學文教基金會,0830331,屏東縣萬巒鄉褒忠路廿八號,協助萬巒國小改善環境、發展校務、奬勵教師研究進修、促進學生敦品勵學、在學清寒學生奬勵為目的。,由各界熱心教育人士捐助。,屏東縣政府，八十三年三月十日，八十三屏府教社字第三一五四九號,永久,2519782.00,1,1050107,,,,,,,,,,,,,董事印鑑。,,,,
105法登他000006,1,2,全國榮,229,1050111,1050111,1050111,10冊7頁,2,12,葉瀛賓,財團法人伊甸社會福利基金會,0930921,台北市文山區萬美街一段五十五號三樓（分事務所：屏東縣東港鎮中正路一段十之一號）,以舉辦社會福利為目的,由劉俠等人繼續捐助,臺北市政府社會局七十二年三月十九日、北市社四字第九六九九號函,永久,683842895.00,1,1050111,,,,,,,,,,,,,董事印鑑。,,,,
105法登他000007,1,2,全國榮,14,1050111,1050111,1050111,1冊15頁,1,15,楊平正,美和學校財團法人,0541021,屏東縣內埔鄉美和村屏光路23號,為協助政府發展教育並培養護理管理人才為宗旨。,由徐傍興捐助,教育部，55年8月11日，55高13292號,永久,2340755964.30,1,1050111,,,,,,,,,,,,,董事地址、財產總額變更。,,,,
105法登他000008,2,2,全國榮,545,1050111,1050111,1050111,26冊4頁,1,,林文獻,社團法人屏東縣五龍家將揚善會,1041020,屏東縣里港鄉潮厝村潮厝路58號,依法設立非以營利為目的之社會團體，以愛心關懷老弱婦孺為宗旨。,入會費、會員捐款、委託收益、其他收入。,屏東縣政府中華民國104年10月7日屏府社政字第10471561900號函,永久,36500.00,1,1050111,,,,,,,,,,,,,圖記。,,,,
105法登他000009,2,2,全國榮,187,1050115,1050115,1050115,8冊5頁,2,8,陳來福,社團法人屏東縣原住民文教協會,0901120,屏東縣霧台鄉霧台村魯凱街200號,本會以熱愛原住民文化為精神，並按有關法令規定，辦理公益性文化及教育事務為宗旨。,會員會費,屏東縣政府，中華民國九十年十月十六日，九十屏府社政字第167440號函,永久,20000.00,1,1050115,,,,,,,,,,,,,理事、監事印鑑。,,,,
105法登他000010,2,2,全國榮,541,1050118,1050118,1050118,25冊20頁,1,1,何素娟,社團法人屏東縣獅子鄉卡露南永續發展協會,1040818,屏東縣獅子鄉楓林村7鄰楓林四巷17號,以提升文化、產業、教育、關懷，促進部落永續發展為宗旨。,入會會費及常年會費,屏東縣政府中華民國104年7月16日屏府社政字第10421714900號函,永久,11100.00,1,1050118,,,,,,,,,,,,,1.圖記。2.理事、監事印鑑。,,,,
105法登他000011,1,2,全國榮,63,1050121,1050121,1050121,2冊21頁,2,10,張英樹,財團法人屏東基督教勝利之家,0771011,屏東縣屏東市大連路十九號,"宏揚基督耶穌救人之愛心、辦理身心障礙者與兒童、青、少年、婦女及老人之養護、教育、復健、職業訓練、就業輔導、福利及庇護工場經營，及其他有  關身心障礙、兒童、青、少年、婦女及老人等社會福利工作之社會公益事業。",由挪威協力教會補助、國內社會捐助。,台灣省屏東縣政府，七十七年八月廿九日屏府社福字第九五二六０號,永久,22319142.00,1,1050121,,,,,,,,,,,,,董事印鑑。,,,,
105法登他000012,2,2,全國榮,452,1050121,1050121,1050121,21冊11頁,1,8,陳錦超,社團法人屏東縣林仔邊自然文史保育協會,1010322,屏東縣林邊鄉仁和村中山路277之1號,1、倡導愛護鄉土觀念2、提供大眾親近自然與文教活動的機會與環境3、培訓自然文史保育人才4、出版刊物5、結合對地方特色文史、環境教育、特色產業具熱忱的個人及單位共同創造開發促進地方永續產業發展。,會員繳交會費及捐款,87年5月17日屏府社政字第101299號函核准立案,永久,7000.00,1,1050121,,,,,,,,,,,,,理事印鑑。,,,,
105法登他000013,2,2,全國榮,295,1050122,1050122,1050122,13冊13頁,2,3,陳維修,社團法人屏東縣竹田鄉社區服務推展協會,0960530,屏東縣竹田鄉西勢村龍門路56號,本會為依法設立非以營利為目的之社會團體，以推動屏東縣竹田鄉社區服務工作，增進社區生活品質為宗旨。,入會費、常年會費、公益捐款、事業費、委託收益、基金及其孳息、其他收入,屏東縣政府中華民國96年5月21日屏府社政字第0960099039號函,永久,6400.00,1,1050122,,,,,,,,,,,,,1.圖記。2.理事、監事印鑑。,,,,
105法登他000014,1,2,全國榮,173,1050126,1050126,1050126,7冊11頁,2,4,黃添坤,財團法人張錦桐教育基金會,0890822,屏東市自立路二五０號三樓,獎勵家境貧苦之在學優秀學生與贊助心智障礙青年就業輔導培訓,張錦桐先生及遺族張龍美、張美美捐贈,屏東縣政府，八十九年七月二十八日，八九屏府教社字第一一九一０八號函,永久,2000000.00,1,1050126,,,,,,,,,,,,,董事任期屆滿改選。,,,,
105法登他000015,1,2,全國榮,29,1050201,1050201,1050201,1冊13頁,2,9,曾勝豐,財團法人台灣省屏東縣屏東中華路基督教會,0600421,主事務所：屏東市端正里中華路95號,傳佈耶穌救世大恩，致力於國內外宣教、社會教化、社會福利、殯葬設施、及婚喪禮儀服務等公益事業及財產管理，造福人群，使社會與國家均蒙裨益。,由信徒捐助。,台灣省屏東縣政府，中華民國六十年三月廿二日，,永久,10430000.00,1,1050201,,,,,,,,,,,,,董事印鑑。,,,,
105法登他000016,2,2,全國榮,180,1050204,1050204,1050204,7冊18頁,2,11,陳仲賢,社團法人屏東縣家長協會,0900628,屏東市中正路219巷13號,推動家長參與教育事務，協助各校家長會運作功能，推動教育改革，參與政府政策,由會員捐助,屏東縣政府，（八九）屏府社政字第170143號,永久,0.00,1,1050204,,,,,,,,,,,,,理監事印鑑、會址變更。,,,,
105法登他000017,2,2,全國榮,81,1050204,1050204,1050204,3冊10頁,2,12,高錦鳳,社團法人屏東縣志願服務協會,0820520,屏東市公德一街17號,發掘及結合志願服務工作人員與社會資源，運用專業方法，建立志願培訓制度，提供資訊服務，健全社會資源需求體系，並協助政府推行社會工作，創造溫馨詳和社會。,社員會費、捐款、補助款、基金及孳息。,屏東縣政府82年4月187日82屏府社政字第54373號,永久,198000.00,1,1050204,,,,,,,,,,,,,理監事印鑑。,,,,
105法登他000018,1,2,全國榮,24,1050204,1050204,1050204,1冊8頁,2,16,劉振忠,財團法人臺灣省屏東縣私立新基高級中學,0580707,屏東縣東港鎮新基街一二八號,遵照教育宗旨創辦綜合中學協助政府發展地方教育為目的,由天主教高雄教區捐贈,台灣省政府教育廳，中華民國五十二年八月十九日核准。,永久,121966243.00,1,1050204,,,,,,,,,,,,,監察人印鑑、財產總額變更。,,,,
105法登他000019,2,2,全國榮,217,1050205,1050205,1050205,9冊15頁,2,5,李清典,社團法人屏東縣東港鎮下中街轎班促進會,0930227,屏東縣東港鎮東隆街六十七之六號,本會為依法設立，非以營利為目的之社會團體，以促進下中街轎班發展及促進社會和諧為宗旨。,信徒自由樂捐,屏東縣政府九十三年二月十六日屏府社政字第0930026399號,永久,139227.00,1,1050205,,,,,,,,,,,,,理事、監事印鑑。,,,,
105法登他000020,2,2,全國榮,385,1050216,1050216,1050216,18冊4頁,2,3,謝介誠,社團法人屏東縣美容美髮技能教育協會,0990415,屏東市莊敬街二段61號,結和政府及民間資源輔導美容美髮第二專長，培訓美容美髮專業師資。,會員出資及捐助,屏東縣政府97年11月14日屏府社字第0970226127號,永久,95000.00,1,1050216,,,,,,,,,,,,,理監事任期屆滿改選。,,,,
105法登他000021,2,2,全國榮,285,1050216,1050216,1050216,13冊3頁,2,4,高瑞森,社團法人屏東縣地磨兒文化產業藝術協會,0960409,屏東縣三地門鄉三地村中正路2段11號,本會以提昇、發揚各族群文化為目的，舉辦各技藝之培訓等公益活動，以提升生活品質。,入會費、常年會費、會員捐助。,屏東縣政府中華民國95年5月26日屏府社政字第0950101766號,永久,14100.00,1,1050216,,,,,,,,,,,,,理事監事印鑑。,,,,
