登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
105法登他000001,2,2,張寅煥,38,1050413,1050413,1050519,2冊25頁,2,6,李婷儀,社團法人澎湖視障者協進會,0900514,澎湖縣馬公市水源路54號,依法設立、非以營利之社會團體，以互助為宗旨，為盲友爭取應有的福利。,政府補助，民間募款。,澎湖縣政府85年3月4日（85）澎府社行字第2439號,永久,600000.00,1,1050418,,1050427,,澎湖縣馬公市三民路42號,880,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jKAbpCD4j_onKfiUd72uXD_6NCY9EESjzezkMo_K-q-J7EYTPJI_FGfHFA==
105法登他000002,2,2,張寅煥,58,1050413,1050425,1050503,2冊45頁,2,6,許惠芝,社團法人澎湖縣慢飛天使服務協會,0990903,澎湖縣馬公市大勇街20號,本會依法設立、非以營利目的之社會團體，以協助發展遲緩兒童及其家庭，進行早期療育之工作和提供早期療育相關人員之訓練課程為宗旨。,"（1）常年會費 （2）補助會 （3）會員捐款 （4）委託收益 （5）基金及孳息 （6）其他收入",澎湖縣政府95年3月27日府社行字第0950014618號函,永久,355919.00,1,1050426,,1050504,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/puHzL-5vDw6hwmvSJCb8zbICAxx-dwkpP0sfMB49uNY4F3mvCKOLpdXMyA==
105法登他000003,2,2,張寅煥,72,1050502,1050502,1050504,4冊11頁,1,1,徐晏文,"社團法人  澎湖縣身心障礙者服務協會",1040414,澎湖縣馬公市林森路106號,（一）增進澎湖縣身心障礙者多元化的服務。（二）促進身心障礙者能力的發揮。（三）提昇專業人員服務的專業技巧與知識。（四）積極参與社會福利服務。（五）營造溫暖與接納的環境。（六）促進身心障礙者就業及提供相關支持服務。,會員入會費、常年會費、捐款。,澎湖縣政府104年3月17日府社行字第1040015257號函。,永久,65777.00,1,1050503,,1050506,,,,,,,,,,,"（一）章程第一章第二條宗旨，增列六、促進身心障礙者就業及提供相關支持服務。
（二）章程第一章第五條本會之任務，增列六、提供身心障礙者就業及相關支持服  務。
（三）章程第二章第七條「本會會員申請資格」修訂為「本會會員入會申請資格」。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Jkg7ebSYVSyVg_hpxpr-MtQ3qqRveLahSgXYQcn9pjFEDzk7i79oQQhQIQ==
105法登他000004,1,2,張寅煥,30,1050502,1050502,1050504,2冊17頁,2,7,藍淞地,財團法人中華基督教澎湖浸信會,0810326,澎湖縣馬公市光復路257號,宣揚基督教教義，發揚宗教仁愛精神，舉辦社會公益或慈善事業。,本教會會友自由奉獻，並接受國內外捐助。,澎湖縣政府87年6月26日87府民禮字第38190號,永久,3667097.00,1,1050503,,1050505,,,880,,,,,,,,　　　　　　　　　　　　　　　　　　　　　　　　　　　　,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8lvXx6v0tzlKSpOAbUD4s8ePgqMrtu9ehnNtfsuRX3Av7da_HtjJn86SLg==
105法登他000005,1,2,張寅煥,8,1050506,1050505,1050510,1冊13頁,1,4,伍俊英,財團法人臺灣省澎湖縣馬公教會,0670717,澎湖縣馬公市樹德路二十六號,傳揚基督引人歸主造福社會,眾信徒捐獻,澎湖縣政府六十七年六月廿七日六七府民行行號第一七二一一號,永久,15270497.00,1,1050506,,1050510,,,,,,,,,,,　　　　　　　　　　　　　　　　　　　　　　　　　　　　,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/na4ov2j0tw2xkhn82Mxo10uJo632uDAFgleZESSGvAiOQF8sJJDgLT-t
105法登他000006,1,2,張寅煥,19,1050616,1050616,1050621,2冊6頁,2,5,顏敏雄,財團法人澎湖馬公城隍廟,0800927,澎湖縣馬公市重慶里光明路20號（城隍廟）,為協助政府推行政令，宣揚教義發展宗教事業，並舉辦慈善事業，福利社會。,募捐或自由樂捐,澎湖縣政府80年9月9日80澎府民禮字第42273號,永久存立,64609895.50,1,1050620,,1050622,,,880,,,,,,880,,修改捐助暨組織章程第三章第5條暨第27條內容。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jazplVP66EeJB10h8DjmRMk0MmNAep2YlbRO1gtD9ndKmpf18XcqDlHxMw==
105法登他000007,2,2,張寅煥,76,1050630,1050706,1050712,4冊15頁,1,2,"蔡 劭瑋",社團法人澎湖縣關懷服務協會,1050520,澎湖縣湖西鄉菓葉村114號,協助政令宣導、聯繫會員情感、關懷弱勢族群，推廣在地產業，創造就業機會，並辦理正當活動。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,澎湖縣政府103年2月26日府社行字第1030011066號函。,永久,49513.00,1,1050707,,1050718,,,,,,,,,,,原印鑑為「澎湖縣關懷服務協會」經澎湖縣政府核備同意後，變更為「社團法人澎湖縣關懷服務協會」。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ap32hy1Ko3cpQKa6DBVMe0LUI44y9fBRAwCs9CwXTDzqZgPy8aV5Y-pmsQ==
105法登他000009,1,2,張寅煥,3,1050802,1050802,1050804,1冊9頁,2,5,吳秀滿,財團法人台灣省澎湖縣基督教會馬公國語禮拜堂,0590107,澎湖縣馬公市貿商街142號,為管理馬公國語禮拜堂所有一切財產，使信徒獲得靈修及廣傳福音。,捐助,五十八年十二月六日澎湖縣政府,永久,8017384.00,1,1050803,,1050805,,,,,,,,,,,（一）事務所變更。（二）章程變更。（三）財產總額變更。（四）第五屆董、監事改選。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/n7eYUgjyVfzTjG-U1cdq_dJAYIu0imJoRAnGTwIS3s80uI2SbV25tOGZ
105法登他000010,1,2,張寅煥,15,1050809,1050809,1050811,2冊2頁,2,8,張端美,財團法人澎湖縣慈善服務基金會,0760205,澎湖縣馬公市治平路28之1號,協助政府推行社會福利政策，辦理急難救助慈善服務事業。,澎湖縣民眾服務社、東南水泥股份有限公司、長榮集團並接受團體及個人之捐助。,澎湖縣政府75年10月6日澎府民社字第40626號函。,永久,25000000.00,1,1050810,,1050818,,,105,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HkMEN35g4sX2ntlri8-M8qOvEaZNOViXEeG-LmVTAqnqbTwsewwwSmwh0g==
105法登他000011,1,2,張寅煥,54,1050923,1050923,1050929,2冊41頁,1,3,林功森,財團法人澎湖縣大關口觀音寺社會福利慈善事業基金會,0971210,澎湖縣馬公市案山里大案山201號,一、社會福利慈善事業。二、興設宗教信仰中心。,捐助,澎湖縣政府97年12月8日府社福字第0970060031號函許可設立。,永久,10000000.00,1,1050923,,1050930,,,880,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QZxeQVb4_hj34tWmZm7Astj518yRWYfW3PhRF1PBDkUOmFCctcs6h9rLtg==
105法登他000012,2,2,張寅煥,14,1050923,1050923,1050929,2冊1頁,2,13,陳雙全,社團法人澎湖縣博愛慈善會,0750813,澎湖縣馬公市啟明里仁愛路61號,為宏揚「人溺已溺」之胸襟，光大行善最樂之美德，秉助人之愛心以服務廣大人群，促進社會福祉，俾達到祥和樂利關愛互助境界之目的。,會員繳會費及樂捐。,澎湖縣政府75年8月4日澎府民社字第31867號,永久,10934763.00,1,1050623,,1050930,盧素華,,880,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CAq9OfimKCW-CvKqNJHi--zR61iahRv0-HgmtUfARoa5ZfJMhwNLQzgqSA==
105法登他000013,1,2,張寅煥,16,1050930,1050930,1051005,2冊3頁,1,10,陳光復,財團法人澎湖縣文化基金會,0770629,澎湖縣馬公市中華路230號縣文化局內,以協助政府推動本縣基層文化活動，獎勵本縣文化學術刊物之出版發行，辦理其他與社會教育有關之事項為目的。,發動民間熱心人士捐助及政府編列預算補助。,77年6月13日澎湖縣政府（77）澎府教社字第24124號函。,永久。,98242540.00,1,1050930,,,,澎湖縣馬公市西衛里47號,880,,,,,,,,一、捐助章程第五條、第十條、第十一條、第二十四條變更。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fmrjVwY7VKajOxHZ3xtcC8i-pQMOv4Bxc2P-Xekoysp-9uYXtKWnzANPOw==
105法登他000014,2,2,張寅煥,59,1051123,1051123,1051125,2冊46頁,2,4,陳秋珍,社團法人澎湖縣保母服務協會,0991208,澎湖縣馬公市東文里文明路79號,"一、提高保母素質增進保母專業知識。二、家庭托育之轉介及媒合。三、增進婦女福利。四、樹立社區家庭托 育典範。 五、積極參與社會福利，創造溫馨祥和社會。",入會費、年會費、事業費、會員捐款，委託收益基金及其孳息。,澎湖縣政府99年11月25日府社行字第0990063074號函,永久,152923.00,1,1051123,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7a7v2cMvvakaeTd1Lv7HSJDgKUrU4N29N_5f9XcHb1BhdUvjt4dYL1Sv8A==
105法登社000001,2,1,張寅煥,75,1050203,1050203,1050222,4冊14頁,,,陳俊成,社團法人澎湖縣社會扶助關懷協會,1050203,澎湖縣馬公市西文里97之55號,（一）、落實及推動政府社會福利政策。（二）、提升健全家庭功能。（三）、服務關懷本縣老人照顧。（四）、促進身心障礙權利事項。（五）、推動並維護婦女、兒童及青少年各項權益。（六）、推動社區弱勢關懷服務。（七）、其他符合本會宗旨事項。,入會費、常年會費、委託收益、孳息等及其他收入。,澎湖縣政府中華民國105年1月20日府社行字第1050004444號函,永久。,30042.00,1,1050216,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_VpmInZw1c7O2C1SA42tdDNi1zdobk01HhCyKL5vVBRXAF7-wgA_grcmtg==
105法登社000002,2,1,張寅煥,76,1050520,1050520,1050526,4冊15頁,,,"蔡 劭瑋",社團法人澎湖縣關懷服務協會,1050520,澎湖縣湖西鄉菓葉村114號,協助政令宣導、聯繫會員情感、關懷弱勢族群，推廣在地產業，創造就業機會，並辦理正當活動。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,澎湖縣政府103年2月26日府社行字第1030011066號函。,永久,49513.00,1,1050520,,1050607,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oGyoel4OlOqjQIPn7azQqROiw6XD0lWc6sF74__t1KdWUJit_VS2VALTQw==
105法登社000003,2,1,張寅煥,77,1050630,1050706,1050712,4冊16頁,,,李文祝,社團法人澎湖縣生命線協會,1050706,澎湖縣馬公市中華路242號,（一）設立生命線服務中心、宣揚本會宗旨。（二）策劃及推展社會服務工作。（三）辦理防治自殺、家庭問題、婚姻問題、青少年問題、人生價值、職業等諮商、輔導等服務工作。（四）擔任守候生命線電話及個案協談或追蹤工作。（五）舉辦或參加有關各種服務項目之社會問題及講習、調查統計、分析及研究工作。（六）其他有關推展本會會務之事項。,理、監事捐款及會員繳交會費。,澎湖縣政府87年2月2日（87）澎府社行字第76943號,永久,266751.00,1,1050706,1050823,1050718,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uO-NCQ9Ehyw-VoLdcRdKAoMgGIv-O1_2fN5t2XFMW4hxfrlwMVfvSnCkBQ==
