登記案號,序號,職稱,姓名
064法登000001,1,董事長,楊春木
064法登000001,2,常務董事,吳在琨
064法登000001,3,常務董事,陳培煦
064法登000001,4,常務董事,吳煜崐
064法登000001,5,"董  事",楊紅綢
064法登000001,6,"董  事",陳火周
064法登000001,7,"董  事",黃秀傳
064法登000001,8,"董  事",賴織昌
064法登000001,9,"董  事",陳　根
064法登000001,10,"董  事",楊長發
064法登000001,11,"董  事",杜錫圭
064法登000001,12,"董  事",陳南山
064法登000001,13,"董  事",鄭添益
064法登000001,14,"董  事",陳　勳
064法登000001,15,"董  事",楊老居
064法登000004,1,董事長,陳碧玉
064法登000004,2,常務董事,郭英珠
064法登000004,3,常務董事,陳碧山
064法登000004,4,"董  事",林永炫
064法登000004,5,"董  事",高秀美
064法登000004,6,"董  事",曾國男
064法登000004,7,"董  事",陳景村
064法登000004,8,"董  事",梁錫銘
064法登000004,9,"董  事",黃清安
064法登000019,1,董事長,陳鐵獅
064法登000019,2,常務董事,吳在琨
064法登000019,3,常務董事,陳培煦
064法登000019,4,常務董事,吳煜崐
064法登000019,5,"董  事",楊紅綢
064法登000019,6,"董  事",陳火周
064法登000019,7,"董  事",黃秀傳
064法登000019,8,"董  事",賴織昌
064法登000019,9,"董  事",陳　根
064法登000019,10,"董  事",楊長發
064法登000019,11,"董  事",杜錫圭
064法登000019,12,"董  事",陳南山
064法登000019,13,"董  事",鄭添益
064法登000019,14,"董  事","陳  勳"
064法登000019,15,"董  事",楊老居
