登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
115法登他000001,2,2,鄭秀美,1665,1150107,1150107,1150107,97冊15頁,1,3,王宥蓁,社團法人中華民國產業永續發展策進會,1050309,臺南市中西區中山路91號四樓,以促進產業永續發展為主旨，配合政府產業發展政策，從事產業之人才培育、學術研究與實務推展為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,內政部中華民國104年11月30日台內團字第1040083407號函。,永久,10000.00,1,1150107,,1150116,,主事務所變更為「臺南市中西區中山路91號四樓」。,,,,
115法登他000002,1,2,鄭秀美,48,1150107,1150107,1150107,2冊18頁,1,18,曾韋龍,財團法人崑山科技大學,0540924,臺南市永康區崑山里崑大路195號,為遵照國家教育政策及現行教育法令，辦理崑山科技大學、附設專科部、興辦幼兒教育及辦理社區大學，並謀其健全發展。,依本會捐助章程第五條由王嘯雲等九位董事自行捐助,教育部民國54年9月18日（54）高字第14498號,永久,9996097626.00,1,1150107,,,,"法人財產總額變更為「新臺幣玖拾玖億玖仟陸佰零玖萬柒仟陸佰貳拾陸元整」。
經教育部114年12月26日臺教技（二）字第1140127058號函准予變更。",,,,
115法登他000003,1,2,鄭秀美,65,1150107,1150107,1150107,3冊10頁,1,16,張信雄,南臺學校財團法人,0581007,臺南市永康區南臺街1號,為遵照國家教育政策暨現行教育法令之規定，辦理南台科技大學及附設幼兒園與附設台南文化創意產業園區，並謀其健全發展。,由環球水泥公司台南紡織公司新和興海洋公司新和興電子公司等捐贈,教育部民國58年7月14日台（58）專字第14370號,無限期,9524147846.60,1,1150107,,,,"法人財產總額變更為「新臺幣玖拾伍億貳仟肆佰壹拾肆萬柒仟捌佰肆拾陸元陸角整」。
經教育部114年12月24日臺教技（二）字第1140132583號函准予備查。",,,,
115法登他000004,2,2,鄭秀美,592,1150107,1150107,1150107,43冊4頁,2,22,張國萍,社團法人台南市盲人福利協進會,0930625,臺南市北區公園路128號三樓之3,以增進盲人智能、福利、保障盲人權利、改善盲人生活並協助政府推行政令為宗旨。,入會費、社會各界及會員捐款、基金及其孳息、政府及上級團體補助。,台南市政府93年6月3日南市社行字第09313545060號函,永久,1931508.00,1,1150107,,,,"第21屆理監事任期屆滿，改選第22屆理監事。
代表法人之理事：張國萍。
新任理監事印鑑。
經臺南市政府社會局中華民國114年12月10日南市社團字第1141680866號函准予備查。",,,,
115法登他000005,2,2,鄭秀美,1333,1150107,1150107,1150107,80冊19頁,2,3,黃偉誠,社團法人中華民國茅營長期照顧關懷協會,1090225,臺南市官田區二鎮里鎮中路97號,以長期照顧服務，整合專業人才，整合照顧服務，整合社區資源為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入,內政部109年1月16日台內團字第1090000331號,永久,1000.00,1,1150107,,,,"第2屆理監事任期屆滿，改選第3屆理監事。
代表法人的理事：黃偉誠。
全體理監事印鑑。
經內政部114年11月27日台內團字第1140041292號函准予備查。",,,,
115法登他000007,1,2,鄭秀美,49,1150107,1150107,1150107,2冊19頁,1,19,薛淑惠,嘉藥學校財團法人,0541222,臺南市仁德區保安里二仁路一段60號,以創辦嘉藥學校財團法人嘉南藥理大學秉持校訓〝真實〞的基本精神，推動健康、關懷、卓越、精緻四大辦學理念，以達成辦學的終極目標-為社會及業界提供身心健康之優秀專業人才。,本財團法人之基金係由創辦人王趁先生捐贈,教育部民國54年9月20日（54）高字第14550號,無限期,12652828827.00,1,1150107,,,,"法人財產總額變更為「新臺幣壹佰貳拾陸億伍仟貳佰捌拾貳萬捌仟捌佰貳拾柒元整」。
經教育部114年12月30日臺教技（二）字第1140136400號函准予辦理。",,,,
115法登他000008,1,2,鄭秀美,70,1150119,1150119,1150119,4冊5頁,1,10,陳清鏗,財團法人火山碧雲寺,0591117,臺南市白河區仙草里火山１號,本法人以宣揚佛教，促進信徒情感，團結合作，改善民俗，佈善濟世，舉辦公益慈善事業，增進社會福利為宗旨。,由火山碧雲寺原有財產捐助外，視業務擴展情形隨時募捐。,五十九年十月二十七日台南縣政府，南府民字第八六０一六號,無限期,65175103.00,1,1150119,,,,"第10屆簡義蒼辭任常務監事及監事職位，由盧振榮遞補監事職位，蘇桑田繼任為常務監事。
新任監事印鑑。
經臺南市政府民政局114年12月15日南市民宗字第1141731632號函准予備查。",,,,
115法登他000009,1,2,鄭秀美,78,1150119,1150119,1150119,5冊4頁,2,7,郭啓文,財團法人台灣省台南市教會聚會所,0610411,臺南市東區裕和路197號,以傳揚基督福音，引人歸主及舉辦社會福利事業為目的，並謀其健全發展。,由眾信徒捐獻，例不具名。,台南市政府61年3月31日南市民字第17501號函,無限期,225350000.00,1,1150119,,,,"第6屆董事任期屆滿，改選第7屆董事。 
代表法人之董事：郭啓文。
全體董事印鑑。
法人捐助章程變更，經臺灣臺南地方法院114年度法字第30號民事裁定准予變更並確定，變更內容詳如章程修正對照表所示。
經臺南市政府民政局114年11月3日南市民宗字第1141506251號函准予備查。",,,,
115法登他000010,1,2,鄭秀美,94,1150119,1150119,1150119,6冊10頁,2,18,高秀玲,財團法人高清愿紀念慈母文教公益基金會,0631118,臺南市永康區鹽行里中正路301號,本會以贊助教育文化及慈善公益事業為宗旨，依有關法令規定辦理左列業務：一、奬學金。二、留學奬助金。三、研究奬助金。四、發展教育文化事業之機關或個人。五、救濟貧困殘障同胞。六、贊助公益事業。七、自創公益事業。八、其他與本會創立宗旨有關的事業。,由創辦高清愿先生捐助,台南縣政府63年7月12日南府教學字第64755號,無限期,1157839187.00,1,1150119,,,,"第17屆董事任期屆滿，改選第18屆董事。
代表法人之董事：高秀玲。
全體董事印鑑。
經臺南市政府教育局115年1月6日南市教社字第1141804836號函准予備查。",,,,
115法登他000011,1,2,鄭秀美,518,1150119,1150119,1150119,35冊10頁,2,8,吳道昌,財團法人台南企業文化藝術基金會,0901101,臺南市東區東門路二段299號1樓,以結合社會賢達菁英，提昇文化藝術，培育優秀人才為宗旨,由台南企業股份有限公司捐助,台南市政府90年10月17日90南市文政字第233791號,永久,6000000.00,1,1150119,,,,"第7屆董事任期屆滿，改選第8屆董事。
代表法人之董事：吳道昌。
全體董事印鑑。
法人捐助章程變更，經臺灣臺南地方法院114年度法字第19號民事裁定准予變更並確定，變更內容詳如章程修正對照表所示。",,,,
