登記案號,序號,職稱,姓名
115法登他000002,1,董事長,劉邦富
115法登他000002,2,常務董事,陳靜夫
115法登他000002,3,常務董事,林文炫
115法登他000002,4,常務董事,鄭麗珍
115法登他000002,5,董事,林永發
115法登他000002,6,常務董事,黃坤益
115法登他000002,7,董事,蕭文龍
115法登他000002,8,董事,鄭碧玉
115法登他000002,9,董事,孫得人
115法登他000002,10,董事,游美貴
115法登他000002,11,董　事,陳志聲
115法登他000002,12,董　事,林條金
115法登他000002,13,董　事,陳虞鎰
115法登他000002,14,常務監察人,何里仁
115法登他000002,15,監察人,謝武吉
115法登他000002,16,監察人,吳書昀
115法登社000001,1,理事長,張元誠
115法登社000001,2,常務理事,謝秉軒
115法登社000001,3,常務理事,王長宏
115法登社000001,4,理　事,張文財
115法登社000001,5,理　事,王建華
115法登社000001,6,理　事,王若蓉
115法登社000001,7,理　事,黃秉益
115法登社000001,8,理　事,王俊豪
115法登社000001,9,理　事,陳星宇
115法登社000001,10,常務監事,曹子平
115法登社000001,11,監　事,陳鈺麟
115法登社000001,12,監　事,王長福
