登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
115法登他000001,1,2,葛羽洪,607,1150105,1150105,1150105,8冊7頁,1,2,董事長林茂賢,財團法人臺灣歌仔戲推廣基金會,0620703,高雄市左營區軍校路51號,本會以推廣臺灣歌仔戲為目的。,由國劇欣賞委員會捐助,教育部文化局中華民國62年5月17日62文2字第03122號函,永久,412052.00,1,1150105,1150421,,,"李國俊辭任第二屆董事，由徐亜湘繼任董事。
第二屆新任董事印鑑登記。",,,,
115法登他000002,2,2,葛羽洪,136,1150109,1150112,1150112,2冊36頁,2,8,理事長藍美雅,社團法人高雄市勞動生活教育促進會,0970109,高雄市仁武區名湖街925巷5號,本會以推廣勞工教育，提昇勞動意識、促進社區發展，推動文化保存、增進勞工法治教育能力，辦理職業技能訓練及社區大學等相關社區學習業務為宗旨。,入會費、常年會費、政府補助款、捐款、委託收益、基金及其孳息、其他收入。,高雄市政府社會局中華民國95年9月26日高市社局一字第0950031764號函,永久,5002.00,1,1150112,,,,"第七屆理、監事任期屆滿；改選第八屆理、監事。
藍美雅、李永祺、林鈴蕙、黃文景、黃淑娟、謝政勳及鄭敏聰等連任第八屆理事；王御風及曾順陽等連任第八屆監事。
第八屆理、監事印鑑登記。
法人章程變更:法人組織章程第5條及第19條於中華民國114年10月13日經法人第七屆第三次會員大會決議修正；並經高雄市政府社會局中華民國114年07月14日高市社人團字第11435528700號函核備。",,,,
115法登他000003,1,2,葛羽洪,165,1150109,1150112,1150112,2冊65頁,1,8,董事長呂文豪,財團法人曹公農業水利研究發展基金會,0840707,高雄市左營區明誠二路332號9樓之2,辦理或協助推行農田水利及相關農業之研究發展，以繁榮農村，增進農民福址為宗旨。,一、原臺灣高雄農田水利會捐助原始基金為新台幣伍億元正。二、政府之補助及社會各界之捐贈。,台灣省政府建設廳，中華民國84年7月4日84建水字第28327號函,永久,500000000.00,1,1150112,,,,"章程變更:法人捐助章程第一條、第七條、第十條、第十一條、第十二條、第十四條、第二十條及第二十二條於中華民國114年07月09日經法人第八屆第七次董事暨監察人會議決議修正；並經農業部中華民國114年09月19日農授水字第1148051892號函核備；業經本院民事庭114年度法字第17號民事確定裁定准予變更第七條、第十一條、第十二條、第十四條、第二十一條及第二十二條在案，其中第一條及第十條非屬於財團法人組織不完全或重要管理方法不具備而為修正，無向法院聲請裁定准予變更之必要。
法人出資及捐助方法更正為一、原臺灣高雄農田水利會捐助原始基金為新台幣伍億元正。二、政府之補助及社會各界之捐贈。",,,,
115法登他000004,1,2,葛羽洪,238,1150112,1150112,1150112,3冊38頁,2,9,董事長理却遜廉而特,財團法人台灣聯合五旬節基督教會,0810128,高雄市杉林區月眉里清水路118號,在台灣及全世界各地努力傳揚耶穌基督的福音,捐助,高雄縣政府民國八十年九月二十七日民禮字第一三六一七號函,永久,641595.00,1,1150112,,,,"第八屆董事任期屆滿，改選為第九屆董事。
第八屆董事全部連任第九屆董事。
第九屆董事印鑑登記",,,,
115法登他000005,1,2,王淑美,434,1150120,1150120,1150120,5冊34頁,1,2,董事長吳燦坤,財團法人高雄市燦坤WU社福基金會,1091027,高雄市旗山區樹人路63之8號,以辦理社會福利慈善事業為目的,由吳燦坤捐助成立,高雄市政府社會局中華民國109年9月29日高市社人團字第10938883300號函,永久,259917524.00,1,1150120,,,,"財產總額由新台幣239,917,524元變更為新台幣259,917,524元。",,,,
115法登他000006,1,2,王淑美,24,1150121,1150121,1150121,1冊24頁,1,9,董事長黃瑞麟,財團法人高雄市私立寶光建德社會福利慈善事業基金會,0820811,高雄市六龜區新寮里三民路81號,以舉辦社會福利慈善事業為宗旨,捐助,82年7月21日高雄縣政府（八二）府社福字第一二二六三三號函,永久,386408781.00,1,1150121,1150421,,,"曾麒祥辭任法人第九屆董事，由宋金生繼任。
第九屆新任董事印鑑登記。",,,,
115法登他000007,2,2,王淑美,582,1150121,1150121,1150121,7冊33頁,1,1,理事長黃柏翰,社團法人中華民國室內設計應用輔導發展協會,1120815,高雄市左營區至聖路239之1號,本會為依法設立、非以營利為目的之公益性社會團體，鑒於室內設計領域之創業及發展不易，同業之間鮮少交流，行業資訊封閉，缺乏客源，難以發展出具有公司規模之團隊。因此藉由本會協助室內設計專業人才及有意投入室內設計行業者，透過專業教育訓練，提升設計能力、學習溝通技巧，進而輔導創業、學習建立公司專業團隊為宗旨。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入,內政部中華民國112年01月06日台內團字第1110061390號函,永久,1000.00,1,1150121,,,,"巫妍蓁辭任法人第一屆常務監事及監事；由陳品丞繼任常務監事季監事。
第一屆新任監事印鑑登記。",,,,
115法登他000008,1,2,王淑美,110,1150123,1150123,1150126,2冊10頁,2,12,董事長林輝政,台鋼學校財團法人,0780311,高雄市路竹區中山路1821號,遵照國家教育政策暨現行教育法令之規定辦理科技大學並謀其健全發展,余陳月瑛等48人共同捐助,教育部78年3月6日台82技058129號函,永久,3406853544.00,1,1150126,,,,"第十一屆董事任期屆滿，改選第十二屆董事。
林輝政、王炯棻、顏慶利、李世光、戴遐齡、鐘明吉、李雅榮及陳政聞等連任第十二屆董事。
第十二屆董事印鑑登記。
章程變更:法人捐助章程新增第十二條之一於中華民國114年07月10日經法人第11屆第29次董事會決議通過，並經教育部中華民國114年08月04日臺教技(二)字第1140075818號函核備；復 法人於中華民國114年10月30日第11屆第30次董事會議決議刪除捐助章程第十二條之一及修正第二十條，經教育部中華民國114年11月12日臺教技(二)字第1140116673號函核備；並經本院114年度法字第18號確定裁定准予變更。",,,,
115法登他000009,2,2,王淑美,150,1150126,1150126,1150126,2冊50頁,2,3,理事長許美如,社團法人高雄市左營區果峰長青社區發展協會,1060927,高雄市左營區果峰里13鄰翠華路551號,促進社區發展，增進居民福利，建設安和融洽，團結互助之現代化社會為宗旨,入會費、年費,高雄市政府社會局中華民國106年8月2日高雄社人團字第10636679500號函,永久,8000.00,1,1150126,,,,"第二屆理、監事任期屆滿，改選第三屆理、監事。
羅清卿、曾瑞水、宋美麗、陳玉貞、韋有萍、方佳美及曾紫羚等人連任第三屆理事；張黃富玉連任第三屆監事。
第三屆理、監事印鑑登記。",,,,
115法登他000010,1,2,王淑美,154,1150130,1150130,1150130,2冊54頁,1,6,董事長陳武聰,財團法人高雄銀行社會福利慈善基金會,0970312,高雄市左營區博愛二路168號,本會為回饋社會，落實關懷弱勢族群理念，以辦理社會福利慈善事業為目的。,由高雄銀行等捐助,高雄市政府社會局97年2月26日高市社局二字第0970008297號函,永久,12500000.00,1,1150130,,,,"第六屆董事徐翠梅、尤宜珍於任期中辭任，由宋同強及凃泰祿繼任。
第六屆新任董事印鑑登記。",,,,
