登記案號,序號,職稱,姓名
115法登他000001,2,董　事,段台民
115法登他000001,3,董　事,吳清平
115法登他000001,6,董　事,劉泰漳
115法登他000001,7,董　事,馬藹屏
115法登他000001,8,董　事,葉文忠
115法登他000001,9,董　事,劉英漢
115法登他000001,10,董　事,任季男
115法登他000001,11,董事長,杜盛德
115法登他000001,12,董　事,呂明遠
115法登他000001,13,董　事,王妃麗
115法登他000001,14,董　事,黃德財
115法登他000001,15,董　事,羅品蓁
115法登他000001,16,董　事,余文琪
115法登他000001,17,董　事,李　璉
115法登他000001,18,監察人,陳泉官
115法登他000001,19,董　事,盧榮芳
115法登他000001,20,（第17屆,任　期
115法登他000001,21,,
115法登他000002,1,理事長,李明全
115法登他000002,2,常務理事,李秀琴
115法登他000002,3,常務理事,江光明
115法登他000002,4,理　事,伍蔚林
115法登他000002,5,理　事,何朝贊
115法登他000002,6,理　事,蕭國卿
115法登他000002,7,理　事,劉永城
115法登他000002,8,理　事,武定蘭
115法登他000002,9,理　事,陳達興
115法登他000002,10,理　事,朱清順
115法登他000002,11,理　事,黃冬鳴
115法登他000002,12,常務監事,鍾兆春
115法登他000002,13,監　事,任齊楚
115法登他000002,14,監　事,謝國昌
115法登他000002,15,,
115法登他000002,16,（第8屆,任　期
115法登他000003,1,常務理事,呂信賢
115法登他000003,2,監　事,陳盈良
115法登他000003,3,理　事,張志賢
115法登他000003,4,常務理事,呂泉鋒
115法登他000003,5,理　事,司金鳳
115法登他000003,6,理　事,林柏妤
115法登他000003,7,理　事,吳宥萱
115法登他000003,8,理　事,鍾哲榮
115法登他000003,9,理　事,汪誼豐
115法登他000003,10,理事長,林子瑜
115法登他000003,11,監　事,林　修
115法登他000003,12,常務監事,林富美
115法登他000003,13,,
115法登他000003,14,（第3屆,任　期
115法登他000004,1,董事長,孫道亨
115法登他000004,2,董　事,靳　蓉
115法登他000004,3,董　事,孫　怡
115法登他000004,4,董　事,談駿嵩
115法登他000004,5,董　事,于祖康
115法登他000004,6,董　事,余範英
115法登他000004,7,董　事,孫道濟
115法登他000004,8,董　事,薛昭信
115法登他000004,9,董　事,李超群
115法登他000004,10,監察人,黃麗樺
115法登他000004,11,,
115法登他000004,12,（第17屆,任　期
115法登他000005,1,董事長,謝文卿
115法登他000005,2,董　事,張月香
115法登他000005,3,董　事,謝文章
115法登他000005,4,董　事,黃木連
115法登他000005,5,董　事,陳志忠
115法登他000005,6,董　事,廖鳳嬌
115法登他000005,7,董　事,陳碧霞
115法登他000005,8,董　事,謝錫福
115法登他000005,9,董　事,徐鎮旺
115法登他000005,10,監察人,陳德源
115法登他000005,11,,
115法登他000005,12,（第5屆,任　期
115法登他000006,1,董事長,黃東榮
115法登他000006,2,董　事,王培槐
115法登他000006,3,董　事,陳國義
115法登他000006,4,董　事,蔡春隆
115法登他000006,5,董　事,紀秀明
115法登他000006,6,董　事,張添洲
115法登他000006,7,董　事,黃劉美玉
115法登他000006,8,監察人,邵忠仕
115法登他000006,9,董　事,許炳煌
115法登他000006,10,董　事,李立泰
115法登他000006,11,,
115法登他000006,12,（第18屆,任　期
115法登他000007,1,董事長,蘇星輝
115法登他000007,2,董　事,許富美
115法登他000007,4,董　事,張雅麗
115法登他000007,5,董　事,蔡國財
115法登他000007,7,董　事,張國泰
115法登他000007,8,董　事,陳錦亮
115法登他000007,9,董　事,王長強
115法登他000007,10,董　事,林麗紋
115法登他000007,11,監察人,林桂卿
115法登他000007,12,董　事,王怡平
115法登他000007,13,,
115法登他000007,14,（第15屆,任　期
115法登他000008,1,董　事,曹麗英
115法登他000008,2,董　事,黃廷合
115法登他000008,3,董　事,韓道昀
115法登他000008,4,董　事,莊　曼
115法登他000008,5,董　事,徐國樹
115法登他000008,6,董　事,莊凱旋
115法登他000008,7,監察人,張大華
115法登他000008,8,董　事,陳之凡
115法登他000008,9,董　事,林聖德
115法登他000008,10,董事長,陳恆中
115法登他000008,11,,
115法登他000008,12,（第17屆,任　期
115法登他000009,1,董　事,張肇殿
115法登他000009,2,董　事,徐雪玲
115法登他000009,3,董　事,温儒珞
115法登他000009,4,董　事,胡榮員
115法登他000009,5,董事長,陳雯玲
115法登他000009,6,董　事,林建宏
115法登他000009,7,董　事,吳立民
115法登他000009,8,董　事,徐塗溪
115法登他000009,9,董　事,陳廣鈺
115法登他000009,10,監察人,周談輝
115法登他000009,11,,
115法登他000009,12,（第17屆,任　期
115法登他000010,1,董事長,吳自益
115法登他000010,2,董　事,陳泓鎰
115法登他000010,3,董　事,陳信賓
115法登他000010,4,董　事,林金章
115法登他000010,5,董　事,黃建中
115法登他000010,6,董　事,何建發
115法登他000010,7,董　事,吳正峯
115法登他000010,8,董　事,楊敏宏
115法登他000010,9,董　事,陳淑如
115法登他000010,10,,
115法登他000010,11,（第7屆,任　期
115法登他000011,1,理　事,曾清祥
115法登他000011,2,監　事,曾春順
115法登他000011,3,理　事,曾進春
115法登他000011,4,理事長,曾廣平
115法登他000011,5,理　事,曾昭淦
115法登他000011,6,理　事,曾志祥
115法登他000011,7,理　事,曾　華
115法登他000011,8,常務監事,曾傳秀
115法登他000011,9,常務理事,曾照涼
115法登他000011,10,理　事,曾昭源
115法登他000011,11,常務理事,曾憲椿
115法登他000011,12,監　事,曾慶煥
115法登他000011,13,,
115法登他000011,14,（第4屆,任　期
115法登他000012,1,董事長,李麗珠
115法登他000012,2,"董  事",許綉如
115法登他000012,3,"董  事",楊銘延
115法登他000012,4,"董  事",劉慧娟
115法登他000012,5,"董  事",陳易喜
115法登他000012,6,,
115法登他000012,7,（第4屆,任　期
115法登他000013,1,常務理事,林淑梨
115法登他000013,3,理事長,林為文
115法登他000013,4,理　事,蘇蕙芬
115法登他000013,5,理　事,陳維宏
115法登他000013,6,理　事,張武誼
115法登他000013,8,理　事,周于凱
115法登他000013,9,常務理事,邱瑞祥
115法登他000013,10,理　事,李宥德
115法登他000013,11,理　事,游敬倫
115法登他000013,12,理　事,林惠珠
115法登他000013,13,常務監事,官瑞珍
115法登他000013,14,理　事,康俊良
115法登他000013,16,監　事,曹爾居
115法登他000013,18,監　事,葉　喬
115法登他000013,19,,
115法登他000013,20,（第13屆,任　期
115法登他000014,3,董　事,張淵欽
115法登他000014,4,董　事,沈榮基
115法登他000014,5,董　事,黃梁玉英
115法登他000014,6,董　事,陳榮光
115法登他000014,8,董　事,朱明川
115法登他000014,9,董　事,蔡正龍
115法登他000014,10,董　事,歐本能
115法登他000014,11,監察人,陳敬順
115法登他000014,13,董事長,黃沈村
115法登他000014,14,常務監察人,王在義
115法登他000014,15,董　事,馬鳳美
115法登他000014,16,常務董事,蔡劉玉英
115法登他000014,17,監察人,黃進成
115法登他000014,18,常務董事,王勝智
115法登他000014,19,,
115法登他000014,20,（第10屆,任　期
115法登他000015,1,董　事,陳鴻福
115法登他000015,2,董事長,林木城
115法登他000015,3,董　事,吳宇軒
115法登他000015,4,董　事,梁秀英
115法登他000015,5,董　事,歐陽靖
115法登他000015,6,,
115法登他000015,7,（第8屆,任　期
115法登他000016,1,理事長,黄志坤
115法登他000016,2,常務理事,古鴻坤
115法登他000016,3,理　事,徐逸凡
115法登他000016,4,常務理事,梁正裕
115法登他000016,5,理　事,陳敬賢
115法登他000016,6,理　事,陳享禮
115法登他000016,7,理　事,陳宗珷
115法登他000016,8,理　事,張庭瑜
115法登他000016,9,理　事,陳惠娟
115法登他000016,10,常務監事,甘佩玉
115法登他000016,11,監　事,陳浩賢
115法登他000016,12,監　事,朱凱業
115法登他000016,13,,
115法登他000016,14,（第1屆,任　期
115法登他000017,1,董事長,張玉斌
115法登他000017,2,董　事,呂莉萍
115法登他000017,3,董　事,徐靜儀
115法登他000017,4,董　事,黃志成
115法登他000017,5,董　事,林清波
115法登他000017,6,,
115法登他000017,7,（第2屆,任　期
115法登他000018,1,董事長,黃國明
115法登他000018,2,董　事,黃宗仁
115法登他000018,3,董　事,林淵傳
115法登他000018,5,副董事長,高林鋒
115法登他000018,6,董　事,王聯國
115法登他000018,7,,
115法登他000018,8,（第8屆,任　期
115法登他000019,1,董　事,屠　剛
115法登他000019,2,董　事,曾正雄
