登記案號,序號,職稱,姓名
115法登他000001,1,董事長,林茂賢
115法登他000001,2,董　事,陳悅宜
115法登他000001,3,董　事,陳修程
115法登他000001,4,董　事,吳榮順
115法登他000001,5,董　事,林尚瑛
115法登他000001,6,董　事,徐亜湘
115法登他000001,7,董　事,林鶴宜
115法登他000001,8,監察人,林嘉洋
115法登他000001,9,監察人,黃時中
115法登他000001,10,監察人,沈妍伶
115法登他000001,11,董　事,鄒求強
115法登他000001,12,董　事,邱慧齡
115法登他000002,1,理　事,鄭敏聰
115法登他000002,2,常務理事,林鈴蕙
115法登他000002,3,理　事,林品雯
115法登他000002,4,理　事,謝政勳
115法登他000002,5,常務監事,郭子琳
115法登他000002,6,理事長,藍美雅
115法登他000002,7,理　事,黃文景
115法登他000002,8,理　事,黃淑娟
115法登他000002,9,理　事,朱建霖
115法登他000002,10,常務理事,李永祺
115法登他000002,11,監　事,王御風
115法登他000002,12,監　事,曾順陽
115法登他000003,1,董事長,呂文豪
115法登他000003,2,董　事,林信利
115法登他000003,3,監察人,楊宗欽
115法登他000003,4,董　事,林妤蓁
115法登他000003,5,常務董事,薛東森
115法登他000003,6,董　事,劉玉雯
115法登他000003,7,常務監察人,謝環合
115法登他000003,8,董　事,劉文賢
115法登他000003,9,董　事,梁繼仁
115法登他000003,10,董　事,葉育君
115法登他000003,11,董　事,簡赫琳
115法登他000003,12,董　事,黃清諒
115法登他000003,13,常務董事,陳峯翔
115法登他000003,14,監察人,朱忠日
115法登他000003,15,監察人,林同陸
115法登他000003,16,董　事,康裕成
115法登他000003,17,監察人,李淑寬
115法登他000003,18,常務董事,吳明陽
115法登他000003,19,董　事,黃兆呈
115法登他000003,20,常務董事,張省吾
115法登他000004,1,董　事,"MALUTO RHONEIL AQUINO"
115法登他000004,2,董事長,理却遜廉而特
115法登他000004,3,董　事,石碧梧
115法登他000004,4,董　事,劉茂祥
115法登他000004,5,董　事,莊福勝
115法登他000005,1,董事長,吳燦坤
115法登他000005,2,董　事,莊惠芳
115法登他000005,3,董　事,高義然
115法登他000005,4,董　事,陳威仁
115法登他000005,5,董　事,王燦昇
115法登他000005,6,董　事,洪秋禎
115法登他000005,7,董　事,邱榮騰
115法登他000006,1,董事長,黃瑞麟
115法登他000006,2,董　事,陳有財
115法登他000006,3,董　事,劉錫洋
115法登他000006,4,董　事,吳光彥
115法登他000006,5,董　事,宋金生
115法登他000006,6,董　事,蔡武章
115法登他000006,7,董　事,王文瑞
115法登他000007,1,理事長,黃柏翰
115法登他000007,2,常務理事,張儷寶
115法登他000007,3,常務理事,王秉程
115法登他000007,4,理　事,王自凱
115法登他000007,5,理　事,黃柏祥
115法登他000007,6,理　事,陳泳鋐
115法登他000007,7,理　事,周峰義
115法登他000007,8,理　事,黃柏盛
115法登他000007,9,理　事,吳政諺
115法登他000007,10,常務監事,陳品丞
115法登他000007,11,監　事,李明勳
115法登他000007,12,監　事,楊雲輝
115法登他000008,1,董　事,林見昌
115法登他000008,2,董　事,顏慶利
115法登他000008,3,董　事,戴遐齡
115法登他000008,4,董　事,鐘明吉
115法登他000008,5,董　事,王炯棻
115法登他000008,6,董　事,陳政聞
115法登他000008,7,董事長,林輝政
115法登他000008,8,董　事,李世光
115法登他000008,9,董　事,李雅榮
115法登他000008,10,監察人,李禮仲
115法登他000009,1,理　事,曾瑞水
115法登他000009,2,理　事,宋美麗
115法登他000009,3,監　事,蔣李敏
115法登他000009,4,理　事,曾紫羚
115法登他000009,5,理　事,方佳美
115法登他000009,6,理　事,韋有萍
115法登他000009,7,理　事,羅清卿
115法登他000009,8,理　事,沈章鳳
115法登他000009,9,理　事,陳玉貞
115法登他000009,10,常務監事,張黃富玉
115法登他000009,11,監　事,張春玲
115法登他000009,12,理事長,許美如
115法登他000010,1,董事長,陳武聰
115法登他000010,2,董　事,張永義
115法登他000010,3,董　事,呂佳揚
115法登他000010,4,董　事,林詠盛
115法登他000010,5,董　事,楊振宗
115法登他000010,6,董　事,郭泰吟
115法登他000010,7,監察人,張來川
115法登他000010,8,董　事,宋同強
115法登他000010,9,監察人,張榮泰
115法登他000010,10,監察人,曹釗舜
115法登他000010,11,董　事,許綉君
115法登他000010,12,董　事,凃泰祿
115法登他000011,1,董事長,李偉山
115法登他000011,2,董　事,吳百祿
115法登他000011,3,董　事,吳淑心
115法登他000011,4,董　事,李瑞仁
115法登他000011,5,董　事,江春木
115法登他000011,6,董　事,林仁崇
115法登他000011,7,董　事,鄭梓亮
115法登他000011,8,董　事,陳榮良
115法登他000011,9,董　事,蔡惠舫
115法登他000011,10,董　事,謝俊明
115法登他000011,11,董　事,曾淑鳳
115法登他000011,12,董　事,陳文祥
115法登他000011,13,董　事,何清釧
115法登他000011,14,監察人,邱重信
115法登他000011,15,董　事,宋秀麗
115法登他000011,16,董　事,朱奐玫
115法登他000012,1,董事長,陳其邁
115法登他000012,2,常務董事,羅達生
115法登他000012,3,董　事,張瑞琿
115法登他000012,4,董　事,張淑娟
115法登他000012,5,董　事,吳文彥
115法登他000012,6,董　事,張硯卿
115法登他000012,7,董　事,吳立森
115法登他000012,8,董　事,陳月端
