登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
101法登他000001,1,2,呂仲陸,10,1010412,1010412,1010416,1冊19頁,2,16,陳明川,財團法人澎湖縣馬公市嵵裡里林燕力行獎學基金會,0710716,澎湖縣馬公市嵵裡里社區暨農漁民活動中心（馬公市嵵裡里99-8號）,獎助本里子弟努力向學，並喚起家長重視子女教育以藯成優良讀書風氣，提昇社會教育品質為目的。,策動地方人士捐獻籌集。,澎湖縣政府71年6月9日澎府教國字第15848號函。,永久,1879503.00,1,1010412,,1010418,,,,,,,,,,,,,,,
101法登他000002,2,2,呂仲陸,38,1010418,1010416,1010419,2冊25頁,2,5,黃財福,社團法人澎湖視障者協進會,0900514,澎湖縣馬公市三民路42號,依法設立、非以營利之社會團體，以互助為宗旨，為盲友爭取應有的福利。,政府補助，民間募款。,澎湖縣政府85年3月4日（85）澎府社行字第2439號,永久,1000000.00,1,1010418,,1010420,,澎湖縣馬公市三民路42號,880,,,,,,,,,,,,
101法登他000003,2,2,呂仲陸,58,1010509,1010510,1010522,2冊45頁,2,4,蔡曜名,社團法人澎湖縣慢飛天使服務協會,0990903,澎湖縣馬公市西文里1-3號,本會依法設立、非以營利目的之社會團體，以協助發展遲緩兒童及其家庭，進行早期療育之工作和提供早期療育相關人員之訓練課程為宗旨。,"（1）常年會費 （2）補助會 （3）會員捐款 （4）委託收益 （5）基金及孳息 （6）其他收入",澎湖縣政府95年3月27日府社行字第0950014618號函,永久,297511.00,1,1010510,,1010523,,,,,,,,,,,,,,,
101法登他000004,1,2,呂仲陸,19,1010511,1010606,1010607,2冊6頁,2,4,楊哲夫,財團法人澎湖馬公城隍廟,0800927,澎湖縣馬公市重慶里光明路20號（城隍廟）,為協助政府推行政令，宣揚教義發展宗教事業，並舉辦慈善事業，福利社會。,募捐或自由樂捐,澎湖縣政府80年9月9日80澎府民禮字第42273號,永久存立,49320820.50,1,1010606,,1010612,楊哲夫,澎湖縣馬公市啟明里海關巷19號,880,,,,,,880,,修改捐助暨組織章程第三章第5條內容。,,,,
101法登他000005,2,2,呂仲陸,46,1010619,1010619,1010622,2冊33頁,1,4,陳雙全,社團法人澎湖縣照顧服務協會,0921211,澎湖縣馬公市介壽路七之一號,本會為依法設立，非以營利為目的之社會福利團體，以落實政府社會福利政策，促進照顧服務品質，增進民眾福利為宗旨。,會費收入、捐助收入、計畫執行收入。,澎湖縣政府92年11月27日府社行字第0920069340號函。,永久,1346497.00,1,1010619,,1010702,陳雙全,澎湖縣馬公市楊明里大智街18巷18號,880,,,,,,,,,,,,
101法登他000006,1,2,呂仲陸,15,1010822,1010822,1010828,2冊2頁,2,7,高瑞鵬,財團法人澎湖縣慈善服務基金會,0760205,澎湖縣馬公市治平路28之1號,協助政府推行社會福利政策，辦理急難救助慈善服務事業。,澎湖縣民眾服務社、東南水泥股份有限公司、長榮集團並接受團體及個人之捐助。,澎湖縣政府75年10月6日澎府民社字第40626號函。,無限期,25000000.00,1,1010822,,1010829,,台北市松山區南京東路5段59巷29弄1號3樓,105,,,,,,,,,,,,
101法登他000007,1,2,呂仲陸,44,1010928,1010928,1011003,2冊31頁,1,20,林柏榕,財團法人臺灣兒童暨家庭扶助基金會澎湖分事務所,0910417,台北市信義區忠孝東路五段四八二號四樓,以辦理兒童、青少年、身心障礙者及家庭福利為宗旨。,由美國維吉尼亞州基督教兒童福利會捐助。,臺灣省政府社會處43年12月10日以台省社字第００六號函同意設立。澎湖縣政府72年11月9日澎府民社字第39692號函。,永久。,3553868208.00,1,1010928,,1011011,,,408,,,,張允中,澎湖縣馬公市成功街75號,880,,"第19屆董事任期屆滿，改選產生第20屆董事。
捐助章程第三條及第五條變更。",,,,
101法登他000008,2,2,呂仲陸,42,1011114,1011114,1011119,2冊29頁,2,17,王靜卿,澎湖縣各業工人聯合會,0770803,澎湖縣馬公市案山里經國路105巷39號,保障勞工權益，增進勞工知能改善勞動條件及生活，並協助政府推行政令為宗旨。,收繳會費及各項補助款,澎湖縣政府46年4月6日澎府社勞字第007號,永久,8800000.00,1,1011114,,1011120,林秋麗,澎湖縣馬公市朝陽里朝陽路100巷18號,880,,,,,,,,,,,,
101法登他000009,1,2,呂仲陸,57,1011220,1011220,1011221,2冊44頁,1,2,薛東埠,財團法人國立馬公高級中學教育事務基金會,0981216,澎湖縣馬公市中華路369號,本會以運用社會資源，結合民間力量，舉辦教育事務為宗旨，依有關法令辦理下列業務：（一）學生獎助金之設置。（二）學生及教職員員工（含退休人員）之急難救助與照顧。（三）充實圖書、行政、教學相關設施及設備。（四）校友、家長及捐款人士之聯繫服務。（五）捐款人指定之項目。（六）其他有關教育、公益及學術性活動之舉辦與補助。,本會以本校文教基金籌備會新台幣二百萬元為創立基金。俟後運作經費來源如下：（一）基金孳息。（二）民間捐款。（三）其他收入。,"澎湖縣政府   中華民國98年12月2日府教社字第0980805069號函。",永久。,2807085.00,1,1011220,,1011225,,,,,,,,,,,,,,,
101法登社000002,2,1,呂仲陸,65,1011016,1011016,1011018,4冊4頁,,,薛人豪,社團法人澎湖縣菊島智庫協會,1011016,澎湖縣馬公市忠孝路1-5號,非以營利為目的之社會團體，以「整合週邊資源」及「汲取各界經驗」為運作主軸，編整成澎湖縣最完整之綜合資料庫，藉以促進本縣城市發展及增進島嶼競爭力。,會費收入,中華民國99年10月25日府社行字第0990056636號函,永久,30829.00,1,1011016,,1011022,,,,,,,,,,,,,,,
