登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
101法登他000001,1,2,郭浩銓,107,1010102,1010113,1010116,5冊17頁,2,2,董事長,財團法人苗栗縣全人實驗高級中學,0961210,苗栗縣卓蘭鎮內灣里內灣141之3號,遵照國家教育政策及現行教育法令之規定，辦理實驗高級中學，並謀其健全發展。,創辦時接受黃義裕、黃榮發等人捐助,教育部中華民國90年11月28日台（90）教中（二）字第90518904號函,永久,23118442.00,1,1010113,,,,,,,,,,,,,,,,,
101法登他000002,1,2,郭浩銓,17,1010106,1010113,1010116,2冊3頁,2,19,董事長,財團法人台灣省苗栗縣私立大成高級中學,0870224,苗栗縣頭份鎮新華里2鄰下新店65號,創辦私立大成高級中學並謀其發展為目的,由本會董事及地方熱心教育人士籌資購買及建築房屋捐獻為本會財產,49年5月19日栗府教中字第22524號函,無限期,204759806.00,1,1010113,,,,,351,,,,,,,,,,,,
101法登他000003,1,2,郭浩銓,34,1010106,1010113,1010116,2冊54頁,1,7,董事長,亞太學校財團法人,0880223,苗栗縣頭份鎮珊湖里學府路110號,遵照國家教育政策暨現行教育法令之規定辦理亞太創意技術學院並謀其健全發展。,由周本錡等捐助。,教育部76年4月28日。,永久,1680282058.00,1,1010113,,,,,,,,,,,,,財產變更,,,,
101法登他000004,1,2,郭浩銓,35,1010106,1010113,1010116,2冊57頁,1,5,董事長,廣亞學校財團法人,0880315,苗栗縣造橋鄉談文村學府路168號,為遵照國家教育政策暨現行教育法令之規定，辦理廣亞學校財團法人，並謀其健全發展。,由王廣亞先生及王蔡秀鸞女士共同捐助,教育部民國88年2月9日台技㈡字第87144324號,永久,2734551368.00,1,1010113,,,藍培青,苗栗縣造橋鄉談文村學府路168號,361,,,,,,,,,,,,
101法登他000005,1,2,郭浩銓,104,1010202,1010217,1010220,5冊13頁,2,3,曾國棠,財團法人太平洋農業生物科技研究發展基金會,0891208,苗栗縣頭份鎮信東路27號,以提昇台灣及太平洋地區之農業技術與經驗，研究發展生物科技，協助各地農民發展農業，加強國際學術合作及技術交流、促進臺灣與大陸人才交流及產業合作為主旨。,由方啟三及國朕生物科技股份有限公司共同捐助,行政院農業委員會中華民國89年10月2日（89）農糧字第89014622號函,永久,4000000.00,1,1010217,,,周珮玉,台北市南港區園區街3號10樓之2,115,,,,,,,,,,,,
101法登他000006,1,2,郭浩銓,44,1010208,1010209,1010210,3冊10頁,2,2,董事長,財團法人石圍墻文教基金會,0880809,苗栗縣公館鄉館中村大同路109號,以蒐集文物、保護生態、研究鄉土文化、促進社區團結發展為宗旨。,捐助,苗栗縣政府88年7月6日府教社字第8800059098號函,永久,3000000.00,1,1010209,,,,,,,,,,,,,,,,,
101法登他000007,1,2,郭浩銓,13,1010208,1010217,1010220,1冊67頁,1,10,董事長,財團法人台灣省苗栗縣私立中興高級商工職業學校,0861115,苗栗縣竹南鎮大營路211號,以創辦苗栗縣私立中興高級商工職業學校並謀其發展為目的。,創辦人捐贈。,台灣省政府教育廳51年8月11日核准設立許可。,無限期,207055051.00,1,1010217,,,,,,,,,,,,,,,,,
101法登他000008,1,2,郭浩銓,91,1010213,1010222,1010223,4冊61頁,2,3,董事長,財團法人竹南鎮鎮安宮,0940722,苗栗縣竹南鎮港墘里13鄰塭仔頭16號,"1.促進大愛天生萬物珍惜共享，眾善效法自然平安圓滿。2.促進訓練個人具有健全的頭腦以運用思想、健全的心胸發展品性道德，健全的身體以發展事業、改善家庭生活、健全的雙手以服務社會。3.促進宗教信仰中心與觀光、文化、休閒接軌，為人人營造圓滿的生活空間。4.促進敦聘有關宗旨項目專業知識人士，做充分教授與指導。
5.促進嚴格體制內共識管理、對外有效率行動一致。",信徒捐助。,苗栗縣政府中華民國94年3月24日府民禮字第9040029174號函,永久,43827500.00,1,1010222,,,,,,,,,,,360,,,,,,
101法登他000009,1,2,郭浩銓,69,1010301,1010302,1010305,3冊85頁,2,17,董事長,財團法人台灣省苗栗縣石觀音寺財團,0891117,苗栗縣頭屋鄉飛鳳村1鄰3號,宣揚教義與興辦公益慈善事業、促進社會福利、擴充佛教基礎及其他育英事業。,捐助,苗栗縣政府民國49年3月9日。,永久,6453000.00,1,1010302,,,范己良,苗栗縣頭份鎮新華里10鄰中正一路23號,351,,,,,,,,任期屆滿董監事改選,,,,
101法登他000010,1,2,郭浩銓,19,1010308,1010313,1010314,2冊9頁,1,19,董事長,財團法人臺灣省苗栗縣私立建臺高級中學,0870331,苗栗縣苗栗市福麗里至公路251號,創辦私立建臺高級中學，並謀其發展。,本財團法人董事會籌資購買土地建築校舍購買設備為校產，供本校教育使用。,教育部中華民國37年8月28日函,無限期,536524440.00,1,1010313,,,,,360,,,,,,,,,,,,
