登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
100法登他000001,1,2,陳一素,2,1000103,1000103,1000103,1冊2頁,1,10,任治平,財團法人基隆市私立博愛仁愛之家,0431104,基隆市暖暖區源遠路254號,以舉辦並發展社會福利事業為宗旨。,捐助及補助,基隆市政府中華民國41年11月15日,不定期,214000000.00,1,1000103,,1000103,王敏靈,基隆市暖暖區源遠路254號,205,,,,,,,,,,,,
100法登他000002,1,2,陳一素,25,1000105,1000105,1000105,3冊6頁,2,17,顏惠忠,財團法人台灣省基隆市私立光隆高級家事商業職業學校,0600616,基隆市信義區信二路264號,辦理高級職業學校、培育人才。,捐助,台灣省教育廳60年4月23日(60)教三字第33295號函,永久,627096077.00,1,1000105,,1000105,林睿雄,基隆市信二路264號,201,,,,,,,,"原財產總額新台幣620,386,302元，變更為新台幣627,096,077元。",,,,
100法登他000003,1,2,陳一素,21,1000111,1000111,1000111,3冊5頁,2,15,蔣初泰,財團法人經國管理暨健康學院,0560623,基隆市復興路336號,為供應經國管理暨健康學院所需之一切設備及經費。,捐助,教育部56年6月20日台高字第10322號,"永  久",1279445478.00,1,1000111,,1000111,傅志達,基隆市復興路336號,203,,,,,,,,,,,,
100法登他000004,1,2,陳一素,190,1000112,1000112,1000112,8冊20頁,1,2,余宏仁,財團法人法鼓佛教學院,0960116,台北縣金山鄉西勢湖2-6號,以創辦財團法人法鼓佛教學院，並謀其發展為目的。,捐助。,教育部95.08.11.台高（四）字第0950116326號,永久,819741893.00,1,1000112,,1000112,朱素蓮,台北縣金山鄉西勢湖2-6號,208,,,,,,,,,,,,
100法登他000005,1,5,陳一素,134,1000118,1000118,1000118,6冊27頁,1,3,許銘能,財團法人北海岸金山醫院,0890731,台北縣金山鄉五湖村南勢51號,本院係促進電源開發協助基金管理委員會為敦睦及回饋地方，並由北海岸地區熱心公益機關或人士捐助成立。秉持救人濟世、提高醫療品質之理念，為地方大眾謀福利，不以營利為目的。並從事精研醫術、宏揚醫德，以增進人群健康幸福為宗旨。,由促進電源開發協助基金管理委員會及鄭玉爐先生共同捐贈。,衛生署、中華民國86年7月3日衛署醫字第86034592號函,永久,100000000.00,1,1000118,,,吳靜儒會計師,台北市長安東路二段77號3樓,220,,,,,,,,辦理清算終結登記（依據臺灣基隆地方法院99年12月1日基院義99司日字第43號准予清算完結備查）。,,,,
100法登他000006,1,2,陳一素,33,1000209,1000209,1000209,4冊1頁,1,13,朱萊蒂,財團法人台灣省基隆市私立培德高級工業家事職業學校,0630501,基隆市培德路73號,為遵照國家教育政策暨現行教育法令之規定辦理私立培德高級工業家事職業學校並謀其健全發展為目的,由董事會籌集捐助,台灣省政府教育廳63年3月23日教3字第23120號,永久無限期,152703485.00,1,1000209,,1000209,李碧雲,基隆市培德路73號,201,,,,,,,,一、財產總額變更為新台幣壹億伍仟貳佰柒拾萬參仟肆佰捌拾伍元整。依據第13屆第3次董事會議選出監察人周彥豪。,,,,
100法登他000007,2,2,陳一素,117,1000215,1000215,1000215,6冊9頁,2,4,許錫錕,社團法人基隆市康復之友協會,0871224,基隆市七堵區崇信街21巷12號1樓,結合精神病患家屬及社會善心人士幫助精神病患復健服務回歸社會達到康復目標。目的：加強精神病患家屬團結合作增取改善醫療與復健服務，促進立法改良，以保障精神病患福利及權利為宗旨。,捐款及會費(入會費及常年會費、團體會費、基金及利息、委託受益及其他收入。,基府社行字第083470號　成立日期：87年7月24日,永久,50000.00,1,1000215,,1000215,廖逸民,基隆市七堵區崇信街21巷12號1樓地2屆,206,,,,,,,,,,,,
100法登他000008,1,2,陳一素,110,1000215,1000215,1000215,6冊3頁,1,37,李正修,財團法人瑞三股份有限公司職工福利委員會,0871009,台北縣瑞芳鎮龍潭里逢甲路29號,謀求瑞三股份有限公司全體職工之福利,（一）創立及增資時就資本總額及增資額提撥百分之五。（二）每月營業收入總額內提撥百分之Ｏ.一五。（三）每月就每個職工薪資內各扣百分之Ｏ.五。（四）下腳變賣時提撥百分之四十。,台北縣政府中華民國69年9月25日北府社四字第199316號簡便行文表。,永久,2853543.94,1,1000215,,1000215,陳皇祺,台北市中正區濟南路1段7號6樓,100,,,,,,,,,,,,
100法登他000009,2,2,陳一素,63,1000218,1000218,1000218,4冊30頁,2,34,許雲忠,社團法人基隆東區扶輪社,0800618,基隆市中正路34號「永隆大樓四０五室」,鼓勵並養成社會之服務精神，為從事一切有用事業之基礎,會員會費、會員樂捐、孳息、其他。,基隆市政府社會局66年5月17日基府社行字第31336號,永久,1900000.00,1,1000218,,1000218,彭琇渝,基隆市中正區義一路2號8樓,202,,,,,,,,,,,,
100法登他000010,2,2,陳一素,197,1000221,1000221,1000221,8冊194頁,2,26,張訓嘉,社團法人基隆律師公會,0960608,基隆市東信路176號後棟,辦理律師法規定之事項。,會員會費,基隆市政府96年5月23日基府社行參字第0960042904號函。,永久,19533084.00,1,1000221,,1000221,周靜雯,基隆市東信路176號後棟,201,,,,,,,,,,,,
100法登他000011,1,2,陳一素,51,1000307,1000307,1000307,4冊18頁,2,9,陶書敬,財團法人基隆市胡氏漁民遺屬慈善服務基金會,0720425,基隆市中正路六六四號五樓,本會以照顧漁民海難遺孤扶助，協助政府照顧低收入戶生活扶助為宗旨,捐助,基隆市政府七十一年十二月十七日（七一）基府社福字第六九六三０號,永久,6000000.00,1,1000307,,1000307,胡文群,臺北市漢口街1段22號,100,,,,,,,,第8屆董事任期屆滿，改選第9屆董事。,,,,
100法登他000012,2,2,陳一素,65,1000309,1000309,1000309,4冊32頁,2,27,林朝城,社團法人基隆市中醫師公會,0801007,基隆市中正路34號4樓405、406室,本會以研究中醫中藥，增進公共福利並謀中醫事業之發展為宗旨。,會員入會費及常年會費、捐助、基金孳息,基隆市政府74年9月13日基府社行字第51322號。,永久,96000.00,1,1000309,,1000309,劉美玉,基隆市中船路7巷46號,202,,,,,,,,第26屆理、監事任期屆滿，改選第27屆理、監事。,,,,
100法登他000013,2,2,陳一素,223,1000316,1000316,1000316,9冊19頁,1,1,郭盟君,社團法人新北市媽祖慈善會,0990915,新北市金山區金包里街39號1樓,效法媽祖慈悲濟世精神，發揚人飢己飢，人溺己溺之慈善博大精神及固有倫理道德為宗旨,一、入會費二、常年會費三、事業費四、會員捐款五、委託收益六、基金及其孳息七、其他收入,臺北縣政府98年10月25日,永久,40000.00,1,1000316,,1000316,賴正龍,新北市萬里區磺潭村員潭32號,,,,,,,,,原法人名稱「社團法人臺北縣媽祖慈善會」變更為「社團法人新北市媽祖慈善會」。,,,,
100法登他000014,1,2,陳一素,130,1000316,1000316,1000316,6冊23頁,1,4,廖義成,財團法人台北縣瑞亭國民小學廖義成文教基金會,0890303,新北市瑞芳區四腳亭埔路23號,本會以獎助台北縣瑞亭國民小學下列事項為目的：⒈家境清寒之學生。⒉品學兼優之學生。⒊學生、教職員工、義工之急難救助。⒋代表本校參加政府機關舉辦之瑞芳區級以上比賽成績優異之師生。⒌輔導學生有卓越表現之人士。,由廖義成先生捐助。,台北縣政府中華民國88年12月18日北府教三字第473347號函許可。,永久,3000000.00,1,1000316,,1000316,吳遠志,新北市瑞芳區四腳亭埔路23號,224,,,,,,,,第四屆董事異動：原任常務董事賴金河、董事楊志通卸任。新任常務董事張宗義、董事姜照臨繼任。,,,,
100法登他000015,2,2,陳一素,86,1000321,1000321,1000321,5冊14頁,2,19,羅鳳菊,社團法人基隆市佛教會,0850506,基隆市仁愛區南榮路24號14樓之3,一、教義之宣導。二、協助政府推行政令。三、提倡合法生產勞作。四、寺廟財產之整理與保護。五、指導保護佛教法物名勝古蹟。六、舉辦公益慈善文化福利事業。七、協助政府辦理寺廟人口財產法物之登記統計。八、其他有關佛教應興應革事項。,一、會員會費。二、慈善公益基金經理監事聯席會議之決議，呈請上級機關核准臨時募集。,中華民國82年4月12日基隆市政府基府社行第025328號立案。,永　久,9300000.00,1,1000321,,1000321,黃丁風律師,基隆市基金一路212之11號,204,,,,,,,,,,,,
100法登他000016,2,2,陳一素,222,1000329,1000329,1000329,9冊17頁,1,1,洪國鈞,社團法人新北市愛鄰希望關懷協會,0990428,新北市瑞芳區中正路22-2號,本會以對在地社區作全人全家的關懷照護及對社區家庭、個人有全方位的轉化，改善各樣負面風氣，使社區將來充滿積極正面和樂盼望為宗旨,入會費、常年會費、事業費、會員捐款、委託收益、基金及孳息、其他收入,臺北縣政府99年3月4日,永久,7500.00,1,1000329,,1000329,林翠萍,新北市瑞芳區明燈路3段122巷8-1號,224,,,,,,,,"一、原法人名稱：「社團法人臺北縣瑞芳鎮愛鄰希望關懷協會」變更為：「社團法人新北市愛鄰希望關懷協會」。
二、法人印信（圖記）變更。
三、原章程第一、四、七條條文變更。",,,,
100法登他000017,1,2,陳一素,15,1000422,1000422,1000422,2冊1頁,1,13,姚宗鑑,財團法人台灣省基隆市私立聖心國民小學,0550608,基隆市中山區西定路166號,遵照國家教育政策現行法令之規定，辦理聖心國民小學，並謀其健全發展。,捐助,基隆市政府54年8月25日台灣省教育廳教四府人甲字第6854號函,不定期,174795351.00,1,1000422,,1000422,王美玲,基隆市西定路166號,203,,,,,,,,,,,,
100法登他000018,2,2,陳一素,161,1000505,1000505,1000505,7冊25頁,2,5,楊月姿,社團法人基隆市野鳥學會,0920414,基隆市孝一路82-2號3樓,以促進市民對野生鳥類的欣賞、研究、保育為目的。以培養市民高雅之情操與保護自然環境之觀念，共同維續野鳥族群之繁衍為宗旨。,捐助,基隆市政府中華民國92年4月29日基府社行參字第0920037854號,永久,300000.00,1,1000505,,1000505,李克強,基隆市孝一路82-2號3樓,200,,,,,,,,,,,,
100法登他000019,2,2,陳一素,53,1000509,1000509,1000509,4冊20頁,2,10,陳茂基,社團法人基隆主普壇管理委員會,0730113,基隆市忠四路十三號十二樓Ａ,確保財產維護管理運用，並關於各姓宗親會為值年主普，舉辦設壇超渡，放水燈，祈求風調雨順，國泰民安等祭典事項,由各姓宗親會捐贈,基隆市政府中華民國七十年八月十八日,永久,7769590.00,1,1000509,,1000509,張麗華,基隆市義一路212號六樓,202,,,,,,,,一、第9屆理、監事任期屆滿改選第10屆理、監事。二、法人代表陳茂基。,,,,
100法登他000020,1,2,陳一素,190,1000509,1000509,1000509,8冊20頁,1,2,余宏仁,財團法人法鼓佛教學院,0960116,新北市金山區西勢湖2-6號,以創辦財團法人法鼓佛教學院，並謀其發展為目的。,捐助。,教育部95.08.11.台高（四）字第0950116326號,永久,819741893.00,1,1000509,,1000509,朱素蓮,新北市金山區西勢湖2-6號,208,,,,,,,,,,,,
100法登他000021,1,2,陳一素,227,1000509,1000509,1000509,9冊27頁,1,1,張明偉,財團法人勤毅文教基金會,0991129,基隆市愛三路37號6樓,以推動文化教育發展、提振文化藝術與正當休閒、促進國內外文教交流、增進民眾人文素養與生活品質、推展社會公益為設立宗旨。,由鄭智仁等12人捐助,基隆市政府、99年11月5日,永久,5000000.00,1,1000509,,1000509,陳媛玟,臺北市信義路四段415號11樓之2,,,,,,,,,,,,,
100法登他000022,1,2,曾定東,27,1000516,1000516,1000516,3冊8頁,1,12,姚宗鑑,財團法人台灣省基隆市私立聖心高級中學,0600830,基隆市中山區西定路166號,創辦聖心高級中學，培育學生五育均衡發展，使普科學生具備繼續升學之能力，職業類科學生具備專業智識技能，並謀其發展。,捐助,58年9月18日臺灣省教育廳(58)教三字第59264號函。,不定期,386274907.00,1,1000516,,1000516,周銘毅,基隆市中山區西定路166號,203,,,,,,,,"一、財產總額變更為新台幣參仟捌仟陸佰貳拾柒萬肆仟玖佰零柒元。
二、姚宗鑑接任第12屆董事長。
三、董事戴志成、周繼文、陳明清辭任，由陳惠姬、朱秉欣、馬瑞禎繼任。",,,,
