登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
083法登000031,2,1,林光輝,136,0830923,0830923,0830923,4冊22頁,,,陳建松,社團法人桃園縣守望相助協會,0830923,桃園市大興西路一段61號十七樓,以敦親睦鄰增進情誼培養互愛精神達成守望相助,會員捐助,"桃園縣政府八十三年四月一日    八三府社政字第五八九七三號",永久,300000.00,1,1000303,,,,,,,,,,,,,,,,,
083法登000039,1,2,蕭艿菁,130,0830925,0831004,0831025,4冊9頁,,0,林愛珠,財團法人桃園縣私立護國宮愛心基金會,0831004,桃園市國際路一段四０一巷一二三號,"老人福利、兒童福利、殘障福利、低收入照顧、貧困病患之醫療及急難救助  老弱無依之救助、公益活動之辦理及擴廣、接受主管機關指導辦理事項",由陳俊男、莊美霞、周松益、林素秋、邱創明、詹秀鳳、鄭龍德、楊瑞濱、何宗杰捐助,桃園縣政府社會科八十三年一月二十八日,永久,3500000.00,1,0831004,,,,,,,,,,,,,,,,,
083法登000046,1,2,蕭艿菁,74,0831118,0831118,0831118,2冊139頁,2,5,徐代熙,財團法人台灣省桃園縣中壢徐時偉公嘗,0831118,桃園縣八德鄉霄裡村6號,崇敬祭祀、敦親睦族、樹立互助精神及興辦育英公益事業。,捐助,桃園縣政府59年12月26日桃府民行字第106719號,永久,71694.00,1,0990526,,0831118,,,,,,,,,,,,,,,
083法登000048,2,1,林光輝,138,0831220,0831220,0831220,4冊26頁,,,許安萬,社團法人桃園縣社會福利協進會,0831220,桃園縣中壢市五權里上三座屋48-8號,結合民間力量推動社會福利服務工作,會員或樂捐,"桃園縣政府八十三年八月七日    八三府社政字第一六九二六二號",永久,300000.00,1,1000303,,,,,,,,,,,,,,,,,
083法登000051,1,2,蕭艿菁,29,0831202,0831202,0831202,1冊109頁,2,3,李香亭,財團法人台灣省桃園縣私立永平高級工商職業學校,0000000,桃園縣楊梅鎮埔心永平路四八０號,本財團以舉辦私立永平高級工商職業學校並謀其發展為目的,創辦人出資捐助,台灣省政府教育廳中華民國六十年八月十二日核准立案,無限期,166594165.00,1,0831202,,,,,,,,,,,,,,,,,
083法登000053,1,2,蕭艿菁,23,0831210,0840518,0840518,1冊90頁,,0,易本琛,財團法人台灣省桃園縣私立啟英高級工業家事職業學校,0840518,桃園縣中壢市水尾里中園路四四七號,創辦私立啟英高級工業家事職業學校並謀其發展,捐助,台灣省教育廳六十年八月廿三日教三字第０八三七九號,無限期,85853229.00,1,0840518,,,,,,,,,,,,,,,,,
083法登000054,1,2,巨克安,40,0831216,0840110,0840111,2冊1頁,1,0,謝東明,財團法人私立南亞工商專科學校,0581016,桃園縣中壢市中山東路三段四一四號,創辦私立南亞工商專科學校以配合國家經濟建設，培養工業技藝人才為目的,由捐助人捐助,教育部五十八年十月二日台（五八）專字第二０三六三號許可設立,永久,734454204.00,1,0840113,,,,,,,,,,,,,,,,,
083法登000055,1,2,蕭艿菁,41,0831216,0840206,0840206,2冊7頁,,0,孫道亨,財團法人私立龍華工商專科學校,0581008,桃園縣龜山鄉萬壽路一段三００號,為響應政府獎勵私人興學與配合當前教育政策培養工商業專門技術人才，並為發展與供應私立龍華工商專科學校所需之一切設備及經費,創辦人捐助,教育部五十八年四月十八日台（五八）專七三八八號令,"永久  　",343756305.00,1,0840207,,,,,,,,,,,,,,,,,
083法登社000001,2,1,蕭忠仁,137,0831130,0831202,0831202,4冊24頁,,0,張志宏,社團法人桃園縣天倫慈善協會,0831202,中壢市民權路一五八巷八十六之七號,愛心普行眾人，推及萬物，天倫耕耘大地，散播人間。,捐助,桃園縣政府八十三年十一月三日八三府社政字第二二０００七號,永久,374000.00,1,0831210,,,,,,,,,,,,,,,,,
083法登社000002,2,1,林光輝,134,0830909,0830909,0830915,4冊18頁,,,邱證覺,社團法人中華民國普濟功德會,0830909,桃園縣龍潭鄉文化路1152號,宏揚佛法，普施助人濟世，救助社會貧苦之人士，雪中送炭濟弱扶貧濟貧教富。,會費等,內政部中華民國83年4月25日台83內社字第83094311號,永久,131000.00,1,0940110,,0830912,,,,,,,,,,,,,,,
