登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
083法登000001,1,2,王東山,21,0821223,0830105,0830105,3冊5頁,2,9,蔣志平,財團法人私立德育護理專科學校,0560623,基隆市中山區復興路三三六號,為供應私立德育護理專科學校所需之一切設備及經費,捐助,教育部五十六年六月二十日台高字第一０三二二號,"永  久",193476005.00,1,0830105,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Txy2SaMDLCAUGAggrIW-ftZOXMW1ow7Ikmt9n3nDZeiomHA15ubS1A==
083法登000002,2,2,王東山,63,0821230,0830111,0830111,4冊30頁,2,2,黃稱奇,社團法人國際扶輪社中華民國總社台灣省基隆市第三分社,0800618,基隆市中正路三四號「永隆大樓四０五室」,鼓勵並養成社會之服務精神為從事一切有用事業之基礎,會員會費社員樂捐孳息其他,基隆市政府社會局八十二年七月十五日八二基府社行字第五三四六０號,永久,1900000.00,1,0830111,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pTN6KcQJWMK4dmXmbvYDx0JgpguHEHfu9gAgGASm_7bM1o_Km-w3SA==
083法登000003,1,2,王東山,69,0830115,0830118,0830118,4冊36頁,,0,趙景山,財團法人基隆市私立三功謝杜院連社會福利慈善事業基金會,0811120,基隆市信四路三十一號,以舉辦社會福利慈善事業為宗旨,捐助,基隆市政府八十三年一月四日八二基府社福字第一０一八四七號,永久,46500000.00,1,0830118,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3J-hXP3MGvq8RdQWIkqyOZBq8bKQ3YYmnkxLa7F8jF8ikKSX1o0skg==
083法登000004,1,1,王東山,79,0830117,0830120,0830121,5冊7頁,,0,李元吉,財團法人基隆市李氏宗祠,0830120,基隆市孝一路七一之三號至七四之三號(共四間),以維護中華文化辦理社會公益慈善教育事業敦親睦族闡揚善良風氣為宗旨,捐助,基隆市政府八十二年十二月廿七日基府民禮字第一００八０六號,永久,3660000.00,1,0830121,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GKZXNBQwCx2MvgZRkPjRAVQYXOey4pze_-_c2COWf9m1lDg0st3NPA==
083法登000005,1,2,王東山,67,0830128,0830201,0830202,4冊34頁,,0,黃澤青,財團法人基隆市一信文教基金會,0810604,基隆市中正區義一路七十六號八樓,本會以協助政府，配合社會需要，籌辦文化建設，推動文化活動，舉辦社會公益，以充實市民精神生活，促進市民和詣安康為宗旨。,捐助,基隆市政府八十一年五月廿八日基府教社字第三八四０五號函,永久,40000000.00,1,0830202,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7LE1-wNs3QkG9VI-IIJHhoDKQN7AFTFaBL3OLLMdbtkY-z6GfAhQCg==
083法登000006,1,2,王東山,18,0830214,0830302,0830303,3冊2頁,2,9,楊介昌,財團法人私立崇右企業管理專科學校,0560228,基隆市義七路四０號,為供應本校所需之一切設備及經費，以達成維持及發展校務為目的。,捐助,教育部八十三年二月七日台(八三)技字第六八一五號,永久,368789634.00,1,0830303,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/35aCr0nqV1nzrUsYZUDkoxz9wLPjNOtOSzdsvCMunTpPW7STN7XaGw==
083法登000007,1,2,王東山,18,0830523,0830526,0830526,3冊14頁,1,0,楊介昌,財團法人私立崇右企業管理專科學校,0560228,基隆市義七路四０號,為供應本校所需之一切設備及經費，以達成維持及發展校務為目的。,捐助,民國五五年九月十九日春教育部高字第一五八六六號立案。,永久,415205007.00,1,0830526,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uQy9Vs___qp-t7QeoED_PsgXnXaW-g6SkBr1sg6hWw9ZWes-iRvwwg==
083法登000008,1,2,王東山,15,0830524,0830525,0830527,2冊1頁,2,9,錢志純,財團法人台灣省基隆市私立聖心國民小學,0550608,基隆市安樂區西定路一六六號,遵照國家教育政策現行法令之規定，辦理聖心國民小學，並謀其健全發展。,捐助,基隆市政府八十三年五月十九日八三基府教國字第三七０七七號,不定期,21151665.00,1,0830527,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vJ5U6Nd5_hcNFAo_o-7oWIiDGveTepNmZp7OOQQ7ADh0MJLrR70G8w==
083法登000010,1,2,黃騰耀,17,0830905,0830916,0830917,3冊1頁,2,2,王愈榮,財團法人天主教南京教區台灣省基隆市辦事處,0560123,基隆市七堵區百三街七十五號,確保教會財產,捐助,基隆市政府六十九年五月七日六九基府民行字第二三四八八號,不定期,63258840.00,1,0830916,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Llmhvl2LeZSG58D7VCGMI7EoRwwp-_QZlOZkFJ81P_SXP-Gz8oTM9w==
083法登000012,1,2,黃騰耀,27,0831107,0831110,0831111,3冊8頁,1,7,錢志純,財團法人私立聖心高級中學校,0600830,基隆市安樂區西定路一六六號,改制聖心高級中學，培育學生五育均衡發展使普科學生具備繼續升學之能力，職業類科學生具備專業智識技能並謀其發展。,捐助,五十八年九月十八日臺灣省教育廳(五八)教三字第五九二六四號函。,不定期,280615527.00,1,0831123,0831129,0831129,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/L7DiNkNz1WHc2rlp3iKTDh0xt9VXZ909-KgcE8y3jgAv9Uxtl4yeIw==
