登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
103法登他000001,1,2,簡豐益,131,1030102,1030102,1030102,6冊24頁,2,18,李徐秀媖,時雨學校財團法人新北市私立時雨高級中學,0491227,新北市瑞芳區祈堂路217號,以創辦財團法人台北縣私立時雨國民中學，並謀其發展為目的。,捐助,台北縣政府39年4月25日北府教一字第12551號函,永久,258672322.00,1,1030102,1030224,1030102,,,,,,,,,,,1、法人名稱原為財團法人台北縣私立時雨國民中學變更為時雨學校財團法人新北市私立時雨高級中學。2、法人圖記變更為時雨學校財團法人新北市私立時雨高級中學。3、第18屆董事任期屆滿，改選產生第19屆董事，法人代表：李徐秀媖。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ht2ds7g1qxAnT03NqToQX2TCEKJOm-0YL5G47H6sf8muQrmU77wEk7-iTxo=
103法登他000002,1,2,簡豐益,60,1030116,1030116,1030116,4冊27頁,2,0,李昱儒,財團法人基隆市私立松柏社會福利慈善事業基金會,0790512,基隆市中正區正榮街31號5樓,老人福利、服務、療養、休養、扶養等,捐助,基隆市政府79年4月30日79基府社福字第24680號,永久,12000000.00,1,1030116,,1030116,,,,,,,,,,,"一、法人董事改選（第五屆董事任期屆滿，改選產生第六屆董事）。
二、法人事務所變更為：基隆市中正區正榮街31號5樓。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ezpQJX1OYr4ivoD_yx_9EjuY6ZYey-wqyZVVdOhbKBdrZEYmGtUoA5Mktw==
103法登他000003,2,2,簡豐益,65,1030120,1030120,1030120,4冊32頁,2,28,林月慎,社團法人基隆市中醫師公會,0801007,基隆市中正路34號4樓405、406室,本會以研究中醫中藥，增進公共福利並謀中醫事業之發展為宗旨。,會員入會費及常年會費、捐助、基金孳息,基隆市政府74年9月13日基府社行字第51322號。,永久,96000.00,1,1030120,,1030120,劉美玉,基隆市中船路7巷46號,202,,,,,,,,第27屆理、監事任期屆滿，改選第28屆理、監事。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4_SQfl2NwNUck4ocVgLYnjBdzsIwMiT7XMWfHpfJRWGT7lhDsKdKhCih6Q==
103法登他000004,1,2,簡豐益,25,1030123,1030123,1030123,3冊6頁,2,18,顏安汝,財團法人台灣省基隆市私立光隆高級家事商業職業學校,0600616,基隆市信義區信二路264號,辦理高級職業學校、培育人才。,設立時之財產由顏欽賢先生、顏惠民先生顏惠忠先生等捐助。嗣後並得繼續接受國內外之個人、法人或團體之捐助。,台灣省教育廳60年4月23日(60)教三字第33295號函,永久,690048327.00,1,1030123,,1030123,林睿雄,基隆市信義區信二路264號,201,,,,,,,,第17屆董事任期屆滿，改選產生第18屆董事。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/s7t8YpYTTKiyeBXPjbqm3ovnhnue-IvUxIRh7NSeb_noTVlMiIWmLh3QRg==
103法登他000005,2,2,簡豐益,212,1030124,1030124,1030124,8冊43頁,2,7,陳萬成,社團法人基隆市公教退休人員協會,0980407,基隆市壽山路7號,本會以協助推行『政府照護公教退休人員』之政令並服務公教退休人員，促進團結互助為宗旨,一、入會費。二、常年會費。三、政府補助。四、會員樂捐。五、基金孳息。六、其他收入。,基隆市政府98年3月13日基府社行參字第0980023045號函,永久,1307652.00,1,1030124,,1030124,蔡越隆,基隆市信義區花源三街52號,,,,,,,,,第六屆理監事任期屆滿，改選產生第七屆理監事。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5IASbEKlX6a2X-F3vhDGuMUaa-3k8pPomcpCpA2vrWflvjmMTGlq6_griQA=
103法登他000006,1,2,簡豐益,139,1030127,1030127,1030127,7冊3頁,2,6,李在方,財團法人經國文教基金會,0870202,新北市萬里區瑪鋉路15號,以發揚經國先生精神為宗旨。,由王廣亞、葉國一、高儷文、李正富、李在方、蘇振明等先生、女士捐贈,教育部八十六年十二月三十日台社㈣字第八六一五二六一七號函,永久,10000000.00,1,1030127,,1030127,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6OhASjtbW3H1GmDYqDIPedyEJ50uzlMyPv7pcZDpVbvfWf3H7Blc4PukF0s=
103法登他000007,1,2,簡豐益,33,1030127,1030127,1030127,4冊1頁,2,14,周德培,財團法人台灣省基隆市私立培德高級工業家事職業學校,0630501,基隆市培德路73號,為遵照國家教育政策暨現行教育法令之規定辦理私立培德高級工業家事職業學校並謀其健全發展為目的,由創辦人周必先捐助設立。嗣後並得繼續接受國內外之個人、法人或團體之捐贈。,台灣省政府教育廳63年3月23日教3字第23120號,永久,160521593.00,1,1030127,,1030127,李碧雲,基隆市培德路73號,201,,,,,,,,"一、財產總額原登記為新台幣158500684元變更為：「新台幣160521593元整」。
二、第13屆董事任期屆滿，改選產生第14屆董事及董事長。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AJThpLXIwqIU-hoEl3uvWj_uaH6JGJtociRK8dVaMfZyqFBakcP7KH9Qeg==
103法登他000008,2,2,簡豐益,197,1030128,1030128,1030128,8冊194頁,2,27,鄭文婷,社團法人基隆律師公會,0960608,基隆市東信路176號後棟,辦理律師法規定之事項。,會員會費,基隆市政府96年5月23日基府社行參字第0960042904號函。,永久,19533084.00,1,1030128,,1030128,周靜雯,基隆市東信路176號後棟,201,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Z_6k9r0sVo__dVfu8pJmwLsDE73C_bf1O2qvvsS8Lo1itCddEsRwQVSaZhM=
103法登他000009,1,2,簡豐益,248,1030210,1030210,1030210,10冊3頁,1,6,余宏仁,法鼓學校財團法人,0871013,新北市金山區西湖里法鼓路620號,為遵照國家教育政策暨現行教育法令之規定，辦理法鼓學校財團法人，並謀其健全發展。,捐助。,教育部87年10月13日臺(87)高(三)字第87111848號及101年9月5日臺高(四)字第1010164478號函。,永久。,3734116627.00,1,1030210,,1030210,朱素蓮,新北市金山區法鼓路620號,,,,,,,,,財產總額原為新台幣2525299640元，變更為新台幣3734116627元。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bouoLrUqxTRmrC6sVKuFUDMkLfcPAAz-I2lkIAqZ2TPE2iGx3SCxvvj-NUk=
103法登他000010,1,2,簡豐益,18,1030210,1030210,1030210,3冊14頁,1,15,林金水,財團法人崇右技術學院,0560228,基隆市義七路40號,為供應本校所需之一切設備及經費，以達成維持及發展校務為目的。,由王文光等負責籌措出資。,民國55年9月19日奉教育部台高字第15866號令准予立案。,永久,1477407725.00,1,1030210,,1030210,許雅娟,基隆市義七路40號,201,,,,,,,,財產總額原為新台幣壹拾肆億陸仟參佰玖拾参萬玖仟柒佰陸拾貳元，變更為新台幣壹拾肆億柒仟柒佰肆拾萬柒仟柒佰貳拾伍元。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/UN1MYc1hxBMR1UUKHTNj0Mj1YzPHIvOimOyfgQPTMAcZje02omj_rg0neg==
