登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
103法登他000001,2,2,林蕙鴻,668,1030103,1030115,1030115,14冊87頁,2,3,胡利群,社團法人台灣新移民勞動權益促進會,0970812,桃園縣楊梅市瑞溪路2段168號7樓,為維護在台生活之新移民勞動者之權益，能在勞動職場上獲得真正公平的待遇，提供新移民對勞動相關法規及資訊等之認識，並了解其自身權益。,會費等,內政部中華民國97年5月20日台內社字第0970081911號,永久,0.00,1,1030115,,,李紜璦,桃園縣楊梅市瑞溪路2段168號7樓,,,,,,,,,,,,,
103法登他000002,1,2,林蕙鴻,437,1030108,1030123,1030123,10冊25頁,1,5,郭全財,財團法人桃園縣平興國小教育事務基金會,0911025,桃園縣平鎮市廣泰路168號,本會以以結合社會資源、協助平興國小改善環境，發展社區圖書館事務，獎勵教師員（志）工研究進修，促進學生敦品勵學為宗旨。,捐助,桃園縣政府中華民國91年9月24日府教社字第0910198074號,永久,2100000.00,1,1030123,,,郭全財,雲林縣大埤鄉大德村13鄰新街5之2號,320,,,,,,,,,,,,
103法登他000003,1,2,林蕙鴻,664,1030109,1030205,1030205,14冊79頁,1,2,陳世周,財團法人台灣外展教育發展基金會,0970709,桃園縣龍潭鄉渴望二路125巷16號,1.推廣外展教育；2.外展教育之課程研發與師資培育；3.青年領袖、團隊與領導力培育；4.獎助青年從事外展教育課程；5.外展教育之相關出版品；6.其他與本會宗旨有關之公益性事務。,由廖炳權一人捐助成立,行政院青年輔導委員會中華民國97年6月17日青參字第0970300186號,永久,5000000.00,1,1030205,,,鄭惠婷,桃園縣龍潭鄉渴望二路125巷16號,325,,,,,,,,修改捐助章程等,,,,
103法登他000004,1,2,林蕙鴻,30,1030110,1030122,1030122,1冊121頁,1,15,黃東榮,光啟學校財團法人,0940617,桃園縣龜山鄉自由街40號,為達成為國育才，服務社會之目的，設立光啟學校財團法人。,捐助,台灣省政府教育廳中華民國60年8月21日教二字第64182號函,永久,913006634.00,1,1030122,,,湯德康,桃園縣龜山鄉自由街40號,333,,,,,,,,,,,,
103法登他000005,1,2,林蕙鴻,16,1030110,1030123,1030123,1冊61頁,2,14,林秀芳,新興學校財團法人,0620515,桃園縣八德市茄苳村永豐路563號,為遵照國家教育政策暨現行教育法令之規定，辦理高級中學暨附設國民中學部、國民小學部，並謀其健全發展之目的。,捐助。,台灣省政府教育廳中華民國62年5月15日62教三字第07574號許可證書。,永久,2768480470.00,1,1030123,,,,,,,,,,,,,,,,,
103法登他000006,1,2,林蕙鴻,76,1030113,1030128,1030128,2冊147頁,1,9,楊定一,財團法人長庚大學,0751230,桃園縣龜山鄉文化一路259號,本法人之辦學理念為以「勤勞樸實」校訓，培育德業兼備、理論與實務結合、刻苦耐勞及實事求是之國家所需人才。,一、由財團法人長庚紀念醫院及台塑關係企業所屬公司等捐助設立。二、嗣後並得繼續接受國內外之個人、法人或團體之捐贈。,教育部中華民國75年11月21日台（７５）高字第53525號函許可設立。,永久,24148842825.00,1,1030128,,,,,,,,,,,,,,,,,
103法登他000007,1,2,林蕙鴻,29,1030114,1030123,1030123,1冊109頁,1,12,朱仁才,財團法人台灣省桃園縣私立永平高級工商職業學校,0651018,桃園縣楊梅市埔心永平路480號,本財團以舉辦私立永平高級工商職業學校並謀其發展為目的。,捐助,台灣省政府教育廳中華民國60年8月12日核准立案,永久,726068392.00,1,1030123,,,,,,,,,,,,,,,,,
103法登他000008,1,2,林蕙鴻,6,1030114,1030122,1030122,1冊21頁,1,17,王紹堉,復旦學校財團法人,0491216,桃園縣平鎮市復旦路2段122號,辦理高級中學及附設高級中學進修學校並謀其健全發展。,捐助,台灣省教育廳49年12月12日,永久,546175525.00,1,1030122,,,林美娥,桃園縣平鎮市復旦路2段122號,324,,,,,,,,,,,,
103法登他000009,1,2,林蕙鴻,39,1030117,1030129,1030129,1冊139頁,1,14,馬世澤,萬能學校財團法人,0610327,桃園縣中壢市萬能路1號,以創辦萬能科技大學並謀其發展為目的。,捐助,教育部中華民國60年10月13日台（六十）專23728號函,永久。,3556814568.00,1,1030129,,,,,,,,,,,,,,,,,
103法登他000010,1,2,林蕙鴻,25,1030117,1030127,1030127,1冊97頁,1,15,彭壽春,健行學校財團法人,0550318,桃園縣中壢市健行路229號,培養國家經濟建設人才,由創辦人楊永奎先生捐助創校基金新臺幣伍佰萬元及前臺北市私立三極高級工業職業學校中壢分部移贈校產（包括動產、不動產及其他產權），總值為新臺幣陸佰陸拾萬伍仟玖佰玖拾陸元陸角。,教育部中華民國55年2月3日（55）高字第1384號令,永久,4109373345.00,1,1030127,,,,,,,,,,,,,,,,,
