登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
078法登000001,1,1,林文鼎,219,0651209,0651209,0651209,8冊31頁,,0,謝敬禮,財團法人功學社關係企業社會福利基金會,0651209,台北縣蘆洲鄉中山二路一六二號,以舉辦及獎助社會福利事業為宗旨,由功學社教育用品股份有限公司等捐助,內政部六十五年十二月九日台內社字第七一五四三三號函,永久,12650000.00,1,0651209,,,,,,,,,,,,,,,,,
078法登000002,1,1,林文鼎,221,0670106,0670106,0670106,8冊35頁,,0,"陳  涵",財團法人台灣省台北縣土城教會聚會所,0670106,台北縣土城市中央路二段一九二巷二十三號二樓,以傳揚基督，引人歸主，造福社會為宗旨。,由信徒捐助,台北縣政府六十六年八月十八日北府民一字第一九一八八一號函,永久,226323.00,1,0670106,,,,,,,,,,,,,,,,,
078法登000004,1,2,林文鼎,301,0780218,0780218,0780218,11冊15頁,2,2,連清傳,財團法人台灣省台北縣先嗇宮,0570709,台北縣三重市五谷王北街七十七號,以奉祀神農大帝闡揚立農精神，增產報國，興辦社會公益事業為宗旨。,由信徒捐助,台北縣政府五十七年五月九日北府民二字第四六七四九號通知,永久,17754500.00,1,0780218,,,,,,,,,,,,,"修正組織暨捐助章程第一條至第二十四條。                          
董事印鑑。",,,,
078法登000006,1,1,林文鼎,38,0780222,0780222,0780222,2冊27頁,,0,周金鎮,財團法人台灣省台北縣周可安大宗祠,0780222,台北縣板橋市民權路二０二巷十五弄四之二號,以宏揚祖德，興辦社會公益，慈善事業為目的。,由周金鎮、周有生、周志宇等捐助。,台北縣政府七十八年二月十一日北府民二字第三九九八七號函,永久,494300.00,1,0780222,,,,,,,,,,,,,,,,,
078法登000009,1,2,林文鼎,209,0780428,0780428,0780428,8冊11頁,2,6,王蔭藩,財團法人私立光華高級商業職業進修補習學校,0640313,台北縣板橋市南雅南路二段三巷四號,以創辦私立光華高級商業職業進修補習學校，並謀其發展為目的。,由孟棣樺、王希聖、王蔭藩捐助。,台灣省政府教育廳六十三年六月十二日教五字第三九九六四號許可書,永久,20871169.00,1,0780428,,,,,,,,,,,,,"修正捐助章程名稱及第一條至第九條，刪除第十條至第十五條。        
法人圖記及董事印鑑。",,,,
078法登000013,1,1,林文鼎,126,0581007,0581007,0581007,5冊25頁,,0,徐有庠,財團法人私立亞東工業專科學校,0581007,台北縣板橋市四川路二段五十八號,"為遵照國家教育政策暨現行法令之規定，配合國家經濟發展，培養工        業專技人才，並謀其發展。",由遠東紡織股份有限公司及亞洲水泥股份有限公司捐助,教育部五十八年八月十二日(58)專字第一六四八七號令,永久,503363291.00,1,0581007,,,,,,,,,,,,,,,,,
078法登000015,1,2,林文鼎,105,0780725,0780726,0780726,4冊43頁,2,8,王強華,財團法人台灣省台北縣私立樹人女子高級家事商業職業學校,0550326,台北縣樹林鎮長壽街三十三號,為遵照國家教育政策及現行教育法令之規定，辦理私立樹人女子高級家事商業職業學校，並謀其健全發展。,由王志義等捐助,台灣省政府教育廳五十五年一月二十八日教三字第七０一三號,永久,2726511.00,1,0780726,,,,,,,,,,,,,更換董事印鑑。,,,,
078法登000017,1,1,林文鼎,39,0780801,0780803,0780803,2冊29頁,,0,陸國棟,財團法人台灣省台北縣基督教晨曦會,0780803,台北縣永和市保福路二段二十三巷三十七號,以傳揚耶穌基督福音，並幫助輔導藥物濫用及酒類成癮者，使之成為社會有用之人為目的。,由教友捐助,台北縣政府七十八年七月五日七八北府民二字第二０三五五六號函,永久,695400.00,1,0780803,,,,,,,,,,,,,,,,,
078法登000018,1,1,林文鼎,40,0780804,0780804,0780804,2冊31頁,,0,呂代豪,財團法人台灣省台北縣基督徒五股禮拜堂,0780804,台北縣五股鄉民義路一段一六一之十三號,以廣傳耶穌基督救世福音，並推動社會福利及公益事業為目的。,由教友捐助,台北縣政府七十八年七月十四日七八北府民二字第二二０五四四號函,永久,387420.00,1,0780804,,,,,,,,,,,,,,,,,
078法登000019,1,1,林文鼎,41,0780902,0780902,0780902,2冊33頁,,0,劉炳偉,財團法人思源醫療基金會,0780902,台北縣新莊市思源路一二七號,以協助急救、急難病患就醫為目的。,由劉炳偉等捐助,行政院衛生暑七十八年五月十日衛暑醫字第八０一六七０號函,永久,5000000.00,1,0780902,,,,,,,,,,,,,,,,,
