登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
078法登000001,1,2,王復生,44,0780106,0780119,0780122,1冊44頁,,0,江天順,財團法人臺灣省花蓮縣臺灣基督長老教會美港教會,0730927,花蓮市中美二街六十一號,"秉耶穌基督之精神在花蓮縣傳揚基督教義，辦理社會公益慈善教育事        業。",由董事會籌措及會員捐献。,七十三年九月十五日花蓮縣政府,永久,9000000.00,1,0850601,0780126,0780126,,,,,,,,,,,,,,,
078法登000002,1,1,程佩珍,69,0780322,0780322,0780502,2冊69頁,,0,董事長,財團法人臺灣基督教主愛之家輔導中心,0780322,花蓮縣秀林鄉佳民村一號,"本會係彰顯基督之博愛，從事戒毒酗酒、家庭變遷、學生課業、心理        障礙之輔導，輔導對像十六至六十歲之男女，施於基督教之教育。",一、海內外教會及社會善心人士捐贈。二、民間社團、機構之捐贈。,七十八年二月十八日秀林鄉公所七八秀鄉民字第一五三０號函,永久,105138.00,1,0780505,0780505,0780505,,,,,,,,,,,,,,,
078法登000003,1,1,許仕楓,68,0780404,0780407,0780410,2冊68頁,,0,釋證嚴,財團法人私立慈濟護理專科學校,0780407,花蓮市德興一四四號,為遵照國家教育政策暨現行教育法令之規定，辦理慈濟護理專科學校，並謀其健全發展。,由財團法人佛教慈濟慈善事業基金會全額捐助。,教育部七十八年二月二十七日台０八六００號函核准設立,永久,367240000.00,1,0850604,0780406,0780406,陳瑤玲,花蓮市德安一街七三巷二八弄三號三樓,,,,,,,,,,,,,
078法登000004,2,1,程佩珍,72,0780516,0780828,0780911,2冊72頁,,0,孟昭峰,社團法人中華民國退伍軍人協會花蓮縣分會,0780828,花蓮市南京街五七之二號,促進退伍軍人袍澤團結與情誼，爭取合法權益與共同福祉，維護社會安定，保衛國家利益。,,花蓮縣政府七八年五月五日，七八府民社字第三０二九四號,永久,0.00,1,0780831,0780927,0780927,,,,,,,,,,,,,,,
078法登000005,1,1,程佩珍,70,0780523,0780529,0780531,2冊70頁,,0,吳儀聖,財團法人私立精鍾商業專科學校,0780529,花蓮縣壽豐鄉豐山村精鍾路一號,為響應政府獎勵私人興學，適應社會需要，以發展商業教學，培育商業專技人才為目的。,由吳儀聖、鍾志林、宋藍秀琴、陳月英、吳翠萍等共同捐助,中華民國七十八年三月六日教育部七八技０九六二０號函,永久,300000000.00,1,0780529,0780603,0780603,,,,,,,,,,,,,,,
078法登000006,1,2,王復生,15,0780714,0780911,0780916,1冊15頁,,0,謝長利,財團法人花蓮縣私立中華高級工商職業學校,0620602,花蓮縣吉安鄉北昌村勝利七十九之二號,創辦私立中華高級工商職業學校培養工商事業人才並謀其發展,依照捐助章程所載,六十二年五月二十九日臺灣省政府教育廳六二教三字第０七六六九號,永久,53992930.00,1,0850522,0780918,0780918,,,,,,,,,,,,,,,
078法登000007,1,1,王復生,71,0780811,0780905,0780908,2冊71頁,,0,李鍾桂,財團法人中國青年服務事業文教基金會花蓮縣分事務所,0780905,花蓮市公園路五十三之一號,本會以服務青年，推展各項文教活動為宗旨。,捐助,教育部七十七年三月二十三日台(77)一一八九三號,永久,27303790.00,1,0850604,0780912,0780912,,,,,,,,,,,,,,,
078法登000008,1,2,王復生,49,0780901,0740206,0740208,1冊49頁,,0,釋證嚴,財團法人佛教慈濟綜合醫院,0740206,花蓮市新生南路八號,本院以佛教慈濟精神辦理醫療服務，不以營利為宗旨，提高地區醫療水準，培養優秀醫事人才及照顧低收入民眾就醫，以服務社會為目的。,由財團法人台灣省私立佛教慈濟慈善事業基金會捐助。並由其他個人、團體捐助。,行政院衛生署七十三年十二月二十七日衛署醫字第五０一八四三號函,永久,100000000.00,1,0850603,0780210,0780210,,,,,,,,,,,,,,,
078法登000010,1,1,李秋銘,73,0781013,0781018,0781020,2冊73頁,,0,楊培福,財團法人中華基督教玉里懷恩堂,0781018,花蓮縣玉里鎮大同路二四七號,傳揚基督教義辦理社區內慈善救濟事業,由本教會會友自由奉献,花蓮縣政府七八年九月二十日，七八府民禮字第七七九四０號函,永久,300000.00,1,0781016,0781023,0781023,,,,,,,,,,,,,,,
078法登000011,1,1,王復生,75,0781106,0781123,0781126,2冊75頁,,0,蔡斯馨,財團法人花蓮港台灣基督長老教會,0781123,花蓮市節約街三十號,宣揚上帝福音真理信息，引導國民邁向善良、誠實、恩慈、恕道、努力、勤勉的目標前進，共同建立和睦安祥的社會，鞏固國家根基。,由花蓮港台灣基督長老教會捐助,花蓮縣政府七十八年十月二十三日府民禮字第八九九四九號,永久,1200000.00,1,0850604,0781130,0781130,,,,,,,,,,,,,,,
078法登000012,1,1,王復生,74,0781110,0781115,0781118,2冊74頁,,0,陳阿德,財團法人新約教會花蓮教會,0781115,花蓮市國富十二街十七號,遵照聖經傳揚耶穌基督血、水聖靈全備真道。,由陳阿德君捐助,花蓮縣政府府民禮字第九一一六四號民國七十八年十月二十四日,永久,426000.00,1,0850604,0781122,0781122,,,,,,,,,,,,,,,
078法登000014,1,2,王復生,18,0781201,0781209,0781212,1冊18頁,,0,單國璽,財團法人台灣省花蓮縣私立海星高級中學,0510723,花蓮縣新城鄉嘉新一七八號,發展東部女子教育鼓勵進修為國家培植青年,由天主教聖吳甦樂羅馬聯合女修會捐助,四十八年九月二十一日花蓮縣政府府萍教一字第四五一０四號,永久,23820142.00,1,0850527,0781216,0781216,,,,,,,,,,,,,,,
