登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
081法登000001,1,1,謝怜聰,478,0810110,0810110,0810110,14冊10頁,,0,董事長,財團法人臺灣省私立江陳樹文教基金會,0810110,臺中市民生路九巷二十四號,,由江黃靜花捐助,"臺灣省政府教育廳  中華民國八十年十一月二十五日",永久,5000000.00,1,0930128,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jZ54uvaZneuEyNIxFSy7KXiHFLWww7ap4LdDhjG0eFiDXj5CYDvKwek=
081法登000003,1,1,謝怜聰,479,0810116,0810116,0810116,14冊11頁,,0,董事長,"財團法人張  明、王國秀文教基金會",0810116,臺中縣太平鄉中山路一段二一五巷三十五號附一號,遵循國家文教政策暨現行法令之規定，辦理文教基金會並謀其發展。,"由張  明、王國秀捐助","教育部　　  中華民國八十年十二月二十日",永　久,10000000.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sTUSgaLbGRKIISr_UFiqfejh2kpvV0dRLQqaABgRIWK1dQnLkhoGd7k=
081法登000004,2,1,謝怜聰,481,0810130,0810130,0810130,14冊13頁,,0,曾昇平,社團法人臺中市道教會,0810130,臺中市北區崇德路一段九十一巷一之一號二樓,以闡揚教義，研究道學，加強道教活動，服務社會，弘教護國，促進世界大同為宗旨。,入會費、常年會費,"臺中市政府  中華民國六十六年三月十三日",永久,4501905.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_hd-V0NkENtvmunyKisiegU6MljwbvbaOqtne7VB0dbfz-StglUMpVA=
081法登000005,1,1,謝怜聰,480,0810128,0810128,0810128,14冊12頁,,0,董事長,財團法人惜福文教基金會,0810128,臺中市西屯區臺中港路三段一二三號二十四樓之二,協助政府推動社會教育，改善社會風氣，崇尚公共道德，培養惜福感恩之社會倫理，提昇生活品質，建設富而好禮的社會為宗旨,由中屋機構關係企業共同捐助。,教育部　　中華民國八十年十二月二十日,永久,10000000.00,1,0810128,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XBkiX8z2Ysrg9pDMxH_8sqPGZZoS0G06nUf2nwibtszi4qKUVcgRK2k=
081法登000017,1,1,謝怜聰,482,0810219,0810219,0810219,14冊14頁,,0,董事長,財團法人臺灣省臺中縣大甲紫竹寺,0810219,臺中縣大甲鎮中山路一段一一五八巷四十六號,,由王清吉捐助,"臺中縣政府  中華民國八十一年一月二十八日",永久,2716320.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0XM-Jqat4Gs_4nRn7xOSOi_h0kJrFTq5oYGyOyaX5GFgD6sygBuJBgA=
081法登000018,2,1,謝怜聰,483,0810307,0810307,0810307,14冊15頁,,0,理事長,社團法人臺中市兒童教育發展協會,0810307,臺中市北屯區河北路二段六十六號,,會員會費,"臺中市政府   中華民國八十年九月三十日",永久,30000.00,1,0930128,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3GRIGdSdwcMCOCft8M2Vh8xehNAY4A2GcRyI2PjGdhV26rdN2Z_ed6Y=
081法登000019,2,1,謝怜聰,484,0810312,0810312,0810312,14冊16頁,,0,理事長,社團法人中華民國達摩易筋洗髓經研究學會,0810312,臺中市永興街二十七之四十號,,會員捐助,"內政部    中華民國八十年十一月十日","永 久",22800.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8WNjfV6fz44NI5Thu4TbrQICwu7MuAtmiRrMINaSgmlwL5IfbGNKDzk=
081法登000025,1,2,李添興,391,0810308,0810308,0810308,12冊22頁,,0,徐學誼,財團法人基督教東勢神召會,0770501,臺中縣東勢鎮勢林街二三二巷三十二號,本著基督的精神，傳授基督教義，興辦一切有關文字廣播，佈道訓練教育及社會公益慈善事業。,信徒捐助,"臺中縣政府  中華民國七十七年四月十五日","永  久",1377200.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/f-7geCInMgtgJ1GLkPoncRcFtnJ6CB8OeKf06uiin-QQQJfO0zCVU18=
081法登000034,2,1,謝怜聰,486,0810408,0810408,0810408,14冊18頁,,0,理事長,社團法人中華民國山難救助協會,0810408,臺中市西區市府路三十九號六樓五室,,會員會費,"內政部   中華民國八十年十月十五日","永  久",310000.00,1,0810408,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MexJlBOCaNIAaoNIGf6JFCosDsXfJ22N-1Ij00kUBdPDF2-UJ_LQy4g=
081法登000036,2,1,謝怜聰,485,0810416,0810416,0810416,14冊17頁,,0,理事長,社團法人中華民國白鶴神功協會,0810416,臺中市北區自強街街四十一巷二十三號,,會員捐助,"內政部   中華民國八十年五月十二日",永久,123796.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Z1icHJmcJ-g0PUeI6DWwtBF8VEEREbyH0_ROEqm8jGHhhBjdfC8jRaI=
081法登000037,1,2,謝怜聰,100,0810407,0810407,0810407,4冊14頁,2,5,林月嬌,財團法人臺灣省臺中市慎齋堂,0460626,臺中市北屯區山西路二段二七二號,宣揚佛教教義，善導社會風氣，促進社會福利，興辦教育事業及其他公益事業。,由慎齋堂改組捐助,"臺中市政府 　　　中華民國四十六年五月三十一日","永   久",940898.00,1,0810407,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VvLUvPln29Q_bQRO1rOQFRjdtjDG4gb2JIW_dZA6iyreB7npuABohUY=
081法登000044,2,1,謝怜聰,489,0810418,0810418,0810418,15冊21頁,,0,理事長,社團法人臺灣省鍋爐協會,0810418,臺中市黎明路二段六０六巷五十三弄一號,"以研究鍋爐之技術知識,防止災害及協助政府推行勞工安全衛生環境保護工作 ,以達民生樂利為宗旨",會員會費,"臺灣省政府社會處  中華民國七十一年五月六日","永   久",9591113.00,1,0921219,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gIILhSJyXA9DMrBcSxg8Q5vz6ecCDJe3ZJWF89nAP5UXnffHfUfda2E=
