登記案號,序號,職稱,姓名
112法登他000001,1,理事長,吳正一
112法登他000001,2,常務理事,黃國雄
112法登他000001,3,常務理事,林毓倫
112法登他000001,4,理　事,陳沛瑜
112法登他000001,5,理　事,陳雅琪
112法登他000001,6,理　事,莊莉忻
112法登他000001,7,理　事,陳月蓮
112法登他000001,8,監　事,莊桂晏
112法登他000001,9,理　事,莊桂雲
112法登他000001,10,常務監事,劉午平
112法登他000001,11,監　事,吳中一
112法登他000001,12,理　事,陳如亭
112法登他000002,1,"董 事 長",曾士元
112法登他000002,2,董　事,李直蓉
112法登他000002,3,董　事,張淑惠
112法登他000002,4,董　事,盧瑞祥
112法登他000002,5,董　事,林宜隆
112法登他000002,6,董　事,張孝維
112法登他000002,7,董　事,周正山
112法登他000002,8,董　事,王聰明
112法登他000002,9,董　事,林文瑛
112法登他000002,10,監察人,林吉甫
112法登他000002,11,監察人,潘雅慧
112法登他000002,12,監察人,林志吉
112法登他000003,1,董事長,顏嘉禾
112法登他000003,3,董　事,辛武震
112法登他000003,4,董　事,吳憶如
112法登他000003,5,董　事,林妍伶
112法登他000003,6,董　事,王天敏
112法登他000003,7,董　事,陳憶萍
112法登他000003,8,董　事,顏名燦
112法登他000004,1,常務理事,王其旦
112法登他000004,2,理　事,王寳雄
112法登他000004,3,理　事,王足能
112法登他000004,4,理　事,王守己
112法登他000004,5,理　事,王孔慨
112法登他000004,6,理事長,王紫竹
112法登他000004,7,監　事,王家模
112法登他000004,8,理　事,王長裕
112法登他000004,9,理　事,王泰益
112法登他000004,10,理　事,王耀煌
112法登他000004,11,常務理事,王垂從
112法登他000004,12,常務監事,王明雄
112法登他000004,13,監　事,王充閭
112法登他000004,14,理　事,王元豐
112法登他000004,15,理　事,蕭總和
112法登他000004,16,理　事,林昭裕
112法登他000005,1,董事長,黃凱文
112法登他000005,2,董　事,梁博欽
112法登他000005,3,董　事,李惠如
112法登他000005,4,董　事,尹純孝
112法登他000005,5,董　事,蘇崑楠
112法登他000005,6,董　事,謝祖錚
112法登他000005,7,董　事,張弘遠
112法登他000006,1,理事長,李文祝
112法登他000006,2,常務理事,陳雙全
112法登他000006,3,常務理事,魯惠良
112法登他000006,4,理　事,馬長生
112法登他000006,5,理　事,嚴光澎
112法登他000006,6,理　事,蔡淑暖
112法登他000006,7,常務監事,李崑山
112法登他000006,8,理　事,莊宏進
112法登他000006,9,理　事,黃宓萱
112法登他000006,10,監　事,蘇拔文
112法登他000006,11,監　事,陳富麗
112法登他000006,12,理　事,吳明錚
112法登他000007,1,理　事,吳文宗
112法登他000007,2,理　事,吳美娟
112法登他000007,3,理事長,吳芳菲
112法登他000007,4,理　事,陳音汝
112法登他000007,5,理　事,張情茹
112法登他000007,6,理　事,林鈺芳
112法登他000007,7,理　事,吳芷儀
112法登他000007,9,監　事,陳沛瑜
112法登他000008,1,理事長,洪滿得
112法登他000008,2,副理事長,陳秀娥
112法登他000008,3,理　事,洪麗媖
112法登他000008,4,理　事,洪滿堂
112法登他000008,5,理　事,曾能營
112法登他000008,6,理　事,夏鴻安
112法登他000008,7,理　事,孫鴻發
112法登他000008,8,監　事,廖昱鈞
112法登他000009,1,理　事,林育賢
112法登他000009,2,理事長,林光燦
112法登他000009,3,理　事,林炯堂
112法登他000009,4,常務理事,林漢祥
112法登他000009,5,理　事,林清鑫
112法登他000009,6,理　事,林永敬
112法登他000009,7,理　事,林麗玉
112法登他000009,8,副理事長,林村賜
112法登他000009,9,常務理事,林松雄
112法登他000009,10,理　事,林文三
112法登他000009,11,理　事,林明庚
112法登他000009,12,理　事,林清德
112法登他000009,13,常務監事,林勝常
112法登他000009,14,監　事,林月勻
112法登他000009,15,理　事,林國平
112法登他000009,16,監　事,林忠雄
112法登他000009,17,監　事,林超群
112法登他000009,18,副理事長,林錦富
112法登他000009,19,理　事,林天生
112法登他000009,20,理　事,林希同
112法登他000010,1,董事長,陳光復
112法登他000010,2,董　事,蔡萬生
112法登他000010,6,董　事,陳英俊
112法登他000010,8,董　事,鄭明源
112法登他000010,11,董　事,洪棟霖
112法登他000010,12,常務監察人,許南豐
112法登他000010,13,監察人,陳得水
112法登他000010,14,董　事,黃春鶯
112法登他000010,15,董　事,洪國雄
112法登他000010,16,董　事,高世澤
112法登他000010,17,監察人,吳妙娟
112法登他000010,18,董　事,鄭嘉薇
112法登他000010,19,董　事,劉梅滿
112法登他000010,20,董　事,蘇啟昌
112法登他000010,21,董　事,陳美齡
112法登他000010,22,董　事,柯仲甫
112法登他000010,23,董　事,洪櫻芬
112法登他000010,24,董　事,劉昱明
112法登他000011,1,理事長,吳正一
112法登他000011,2,常務理事,黃國雄
112法登他000011,3,常務理事,林毓倫
112法登他000011,4,理　事,陳沛瑜
112法登他000011,5,理　事,陳雅琪
112法登他000011,6,理　事,莊莉忻
112法登他000011,7,理　事,陳月蓮
112法登他000011,8,監　事,許燕吟
112法登他000011,9,理　事,莊桂雲
112法登他000011,10,常務監事,劉午平
112法登他000011,11,監　事,吳中一
112法登他000011,12,理　事,陳如亭
112法登他000012,1,董事長,胡昭安
112法登他000012,2,監察人,蔚中傑
112法登他000012,3,董　事,吳雙澤
112法登他000012,4,董　事,呂國昀
112法登他000012,5,董　事,徐武孝
112法登他000012,8,董　事,葉文源
112法登他000012,9,監察人,劉秋芳
112法登他000012,10,董　事,朱雲瑋
112法登他000012,11,董　事,林子揚
112法登他000012,12,董　事,黃肇國
112法登他000012,13,董　事,楊明哲
