登記案號,序號,分事務所地址
112法登他000035,1,高雄市內門區內南里大學路200號
112法登他000153,1,台北市北投區立德號123號（台北捐血中心）
112法登他000153,2,台南市中西區永福路1段85號（高雄捐血中心台南捐血站）
112法登他000153,3,基隆市信義區信一路14號1樓（台北捐血中心基隆捐血站）
112法登他000153,5,新竹縣竹北市光明十一路215巷8號（新竹捐血中心）
112法登他000153,6,桃園市桃園區文康街61號、63號（新竹捐血中心桃園捐血站）
112法登他000153,7,苗栗縣苗栗市為公路282號1樓、292巷1號1樓（新竹捐血中心苗栗捐血站）
112法登他000153,8,台中市西屯區台灣大道4段1176號（台中捐血中心）
112法登他000153,9,彰化縣彰化市中山路1段348號（台中捐血中心彰化捐血站）
112法登他000153,10,南投縣埔里鎮北環路222號（台中捐血中心埔里捐血站）
112法登他000153,11,花蓮縣花蓮市中山路1段170號（台北捐血中心花蓮捐血站）
112法登他000153,12,屏東縣屏東市忠孝路295號（高雄捐血中心屏東捐血站）
112法登他000153,13,高雄市楠梓區高楠公路1837號（高雄捐血中心）
112法登他000153,14,雲林縣斗六市公誠里漢口路187號（台中捐血中心雲林捐血站）
112法登他000153,15,宜蘭縣宜蘭市擺厘路16-7號（台北捐血中心宜蘭捐血站）
112法登他000153,16,新北市板橋區雙十路3段27號2樓（台北捐血中心板橋捐血站）
112法登他000153,17,澎湖縣馬公市中山路62號（高雄捐血中心馬公捐血站）
112法登他000153,18,嘉義市西區博愛路1段486、488、490號（高雄捐血中心嘉義捐血站）
112法登他000153,19,台東縣台東市四維路3段198號（高雄捐血中心台東捐血站）
112法登他000180,3,台北市松山區南京東路5段108號4樓
112法登他000180,4,台北市中山區南京東路2段6號10樓
112法登他000209,1,台中市南區學府路七十九號十一樓之六
112法登他000222,34,台北市中山區建國北路2段115號7樓
112法登他000222,35,高雄市鼓山區龍水里中華一路2300號
112法登他000222,36,新北市板橋區萬板路476號4樓
112法登他000222,37,宜蘭縣宜蘭市民權新路1-2號
112法登他000222,38,桃園市桃園區中平路102號15樓
112法登他000222,39,新竹縣竹北市成功六街163號
112法登他000222,40,苗栗市北苗里站後南路13號
112法登他000222,41,台中市豐原區南陽路85號
112法登他000222,42,彰化縣彰化市中央路184號12樓之12
112法登他000222,43,南投縣南投市玉井街38號
112法登他000222,44,雲林縣斗六市南京路426-1號
112法登他000222,45,嘉義縣太保市健康路181號
112法登他000222,48,屏東縣屏東市瑞光路2段290號
112法登他000222,49,花蓮縣花蓮市中原路374號
112法登他000222,50,台東縣台東市四維路1段381號
112法登他000222,51,澎湖縣馬公市朝陽路146號1樓
112法登他000222,52,基隆市中正區義一路59號5樓
112法登他000222,53,新竹市西大路772號2樓
112法登他000222,55,嘉義市西區興達路226號
112法登他000222,56,台南市中華西路1段137巷103號
112法登他000222,57,金門縣金湖鎮伯玉路3段379號2樓
112法登他000222,58,高雄市苓雅區興中一路62號5樓
112法登他000222,59,連江縣南竿鄉馬祖村42號
112法登他000239,1,高雄市小港區高坪卅二街20號
112法登他000239,2,台中市西區和龍里21鄰台灣大道2段16號9樓
112法登他000239,3,宜蘭縣宜蘭市中正里11鄰中山路3段152號7樓
112法登他000239,4,苗栗縣頭份市廣興里11鄰廣興224之5號
112法登他000239,5,彰化縣埔心鄉舊館村7鄰興霖路136號
112法登他000239,6,花蓮縣吉安鄉宜昌村3鄰中華路2段11號7樓
112法登他000239,7,桃園市桃園區武陵里7鄰復興路110號8樓
112法登他000239,8,新北市三重區中興里19鄰重新路5段646號2樓
112法登他000239,9,台北市北投區大同里15鄰北投路2段13號7樓
112法登他000275,29,台南市東區林森路2段192巷25號（台南市委員會）
112法登他000275,36,雲林縣斗六市府前街62號（雲林縣委員會）
112法登他000275,37,連江縣南竿鄉介壽村63號（連江縣委員會）
112法登他000275,40,嘉義市大業街88號（嘉義市委員會）
112法登他000275,42,花蓮縣花蓮市公園路27號（花蓮縣委員會）
112法登他000275,43,屏東縣屏東市公勇路99號2樓（屏東縣委員會）
112法登他000275,44,嘉義縣朴子市祥和一路西段2號（嘉義縣委員會）
112法登他000275,54,南投縣南投市祖祠東路166號（南投縣委員會）
112法登他000275,58,澎湖縣馬公市治平路28-1號（澎湖縣委員會）
112法登他000275,60,台東縣台東市民族里博愛路430號（台東縣委員會）
112法登他000275,61,桃園市桃園區成功路2段149號1樓（桃園市委員會）
112法登他000275,62,基隆市義西路10號（基隆市委員會）
112法登他000275,63,新竹市東區經國路1段379巷5號1樓（新竹市委員會）
112法登他000275,64,台中市西屯區大隆路40號（台中市委員會）
112法登他000275,65,宜蘭縣宜蘭市女中路27號（宜蘭縣委員會）
112法登他000275,66,新北市板橋區中山路1段50巷17號3樓（新北市委員會）
112法登他000275,67,台北市中山區八德路2段232號地下1樓（國軍退除役人員黨部委員會）
112法登他000275,68,高雄市三民區建國一路463號（高雄市委員會）
112法登他000275,69,台北市中山區長春路5號（台北市委員會）
112法登他000275,70,苗栗縣苗栗市自治路518號（苗栗縣委員會）
112法登他000275,74,彰化縣彰化市中山路2段349號10樓之1（彰化縣委員會）
112法登他000275,75,新竹縣竹北市縣政二路101號（新竹縣委員會）
112法登他000275,76,金門縣金城鎮民權路154號（金門縣委員會）
112法登他000288,1,高雄市前鎮區三多三路二一七號十六樓
112法登他000288,2,桃園縣中壢市元化路三五七號十樓
112法登他000302,1,台北市大安區信義路4段1號3樓
112法登他000502,1,苗栗市恭敬里十二鄰聯工一號（國立聯合技術學院校內）
112法登他000550,1,高雄市三民區九如二路597號18樓之1
112法登他000550,3,桃園縣桃園市中平路102號5樓之1
112法登他000550,4,台中市西區臺灣大道2段406號11樓之1
112法登他000550,5,"台南市北區公園南路366號8樓之1,2"
112法登他000644,1,台中市西區三民西路六一號
112法登他000684,1,新北市永和區中興街80號
112法登他000703,1,台北市大安區建國南路1段161號11樓
112法登他000715,1,高雄市前金區中正四路230號3樓
