登記案號,序號,職稱,姓名
112法登他000001,1,董事長,趙犁民
112法登他000001,2,常務董事,陳靜夫
112法登他000001,3,常務董事,劉炳榮
112法登他000001,4,常務董事,林文炫
112法登他000001,5,常務董事,劉邦富
112法登他000001,6,董事,張信次
112法登他000001,7,董事,鄭麗珍
112法登他000001,8,董事,林永發
112法登他000001,9,董事,黃坤益
112法登他000001,10,董事,蕭文龍
112法登他000001,11,董事,鄭碧玉
112法登他000001,12,董事,孫得人
112法登他000001,13,董事,游美貴
112法登他000001,14,常務監察人,陳正德
112法登他000001,15,監察人,任麗華
112法登他000001,16,監察人,蔡敏文
112法登他000001,17,,
112法登社000002,1,理事長,詹庭語
112法登社000002,2,副理事長,李問
112法登社000002,3,副理事長,李哲宇
112法登社000002,4,理事,劉浩晨
112法登社000002,5,理事,曹恆勇
112法登社000002,6,理事,林文福
112法登社000002,7,理事,陳廷豪
112法登社000002,8,理事,王錦儀
112法登社000002,9,理事,陳春開
112法登社000002,10,常務監事,謝雨利
112法登社000002,11,監事,李韋勳
112法登社000002,12,監事,曹鳴勲
