登記案號,序號,分事務所地址
112法登他000013,1,日本東京都新宿區大久保一丁目2番16號
112法登他000013,2,"1100 S.Valley Center Ave.,Bldg 6,San Dimas,CA 91773  U.S.A."
112法登他000013,3,"29 Agno corner Cordillera Sts.,Barangay Dona Josefa,Quezon City,Philippines"
112法登他000013,4,"No.213/4A,William Jayasuriya Mw,Bandaragama Road,Kesbewa,Sri Lanka"
112法登他000013,5,越南胡志明市第五郡十三坊馮興街36-38號
112法登他000013,6,"阿-穆哈塔街,東安曼,約旦"
112法登他000013,7,"C689 Hub,Manzini,Eswatini,史瓦帝尼"
112法登他000013,8,"#349, Plov Lum,Phum Porbrok Khangchhoeung,Sangkat Kakab,Khan Porsenchey,Phnom Penh,Cambodia."
112法登他000030,1,台中市西區自由路1段140號4樓
112法登他000030,2,台中市西區自由路1段140號4樓
112法登他000030,3,高雄市前金區中正四路211號
112法登他000030,4,台南市中西區府前路1段155號之1
112法登他000030,5,桃園市桃園區中正路48巷2號
112法登他000030,6,苗栗縣苗栗市中正路510號3樓
112法登他000030,7,南投縣南投市復興路101號3樓
112法登他000030,8,雲林縣斗六市文化路27號3樓
112法登他000030,9,新竹市林森路29號4樓
112法登他000030,10,屏東縣屏東市中山路43號3樓
112法登他000030,11,宜蘭縣宜蘭市舊城南路50號3樓
112法登他000030,12,嘉義市中山路306號5樓
112法登他000030,13,花蓮縣花蓮市公園路3號3樓
112法登他000030,14,台東縣台東市中華路1段373號3樓
112法登他000030,15,澎湖縣馬公市仁愛路24號2樓
