登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
096法登他000001,1,2,鍾秀媛,25,0960111,0960131,0960208,1冊25頁,2,11,許至勝,財團法人花蓮高爾夫俱樂部,0691022,花蓮市化道路球崙1號,提倡高爾夫運動及其他體育活動，並襄助本省觀光事業之發展與社會公益，以及經營示範農埸與園藝研究。,由基本會員共同捐助及經營花蓮高爾夫球場之盈餘充之。,花蓮縣政府民國六十九年九月十八日六九府教體字第61302號准設立。,永久,1112579.00,1,0960131,0961207,0960208,李延棟,花蓮市建國路173巷1弄11號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WTzQN6hQ6lhpi2Cbp5DAFrAQoRLMLFytW-CwfpI4aLNRgm9FGqhAe8YkTg==
096法登他000002,1,2,鍾秀媛,49,0960112,0960117,0960126,1冊49頁,1,6,釋證嚴,財團法人佛教慈濟綜合醫院,0740206,花蓮市中央路三段707號,本院以佛教慈濟精神辦理醫療服務，不以營利為宗旨，提高地區醫療水準，培養優秀醫事人才及照顧低收入民眾就醫，以服務社會為目的。,由財團法人台灣省私立佛教慈濟慈善事業基金會捐助。並由其他個人、團體捐助。,行政院衛生署七十三年十二月二十七日衛署醫字第五０一八四三號函,永久,11902081040.00,1,0960117,0990621,,曹淑華,花蓮市中央路三段707號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MgQVSvldChy4jY3pv7I2zQHBaoVbkoq-bq7aqO8NH49pk-uH8VRPJ7BumA==
096法登他000003,2,2,鍾秀媛,100,0960118,0960131,0960209,3冊100頁,2,5,黃松柏,社團法人花蓮縣八二三戰役戰友協會,0811226,花蓮縣吉安鄉北昌村自強路463號,發揚國軍光榮傳統紀念八二三金門台海戰役勝利聯繫當年同生死共患難戰友，精誠團結擁護政府，維護國家安全，促進社會安定。,入會費、常年會費及捐助、外界贊助等,花蓮縣政府八十一年十月一日(81)府民社字第97474號,永久,50000.00,1,0960131,0961207,0960209,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GlLjEO-YM1PlPMBQRGPrmxQ9jrQW9crtms65qp8e4pZ-j1795RfsCYYcMDA=
096法登他000004,1,2,鍾秀媛,92,0960118,0960122,0960126,2冊92頁,2,6,釋證嚴,財團法人私立慈濟大學,0810208,花蓮市中央路三段701號,為遵照國家教育政策及教育法規，辦理慈濟大學，並謀其健全發展。,由財團法人中華民國佛教慈濟慈善事業基金會捐助設立時之財產，並由其他個人或團體隨時捐助之。,七十九年七月四日教育部台(79)高31556號函,永久,7646459592.00,1,0960122,0961207,0960202,劉琇雅,花蓮市中央路三段701號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/U8ab9069MG25HgtEFf2x-O8rfup4yIwcNnVryom_2mvu2RDOKcqB2GwalQ==
096法登他000005,1,2,鍾秀媛,68,0960117,0960119,0960131,2冊68頁,2,6,釋證嚴,財團法人慈濟技術學院,0780407,花蓮市建國路二段880號,為遵照國家教育政策暨現行教育法令之規定，辦理慈濟技術學院，並謀其健全發展。,由財團法人佛教慈濟慈善事業基金會全額捐助。,教育部七十八年二月二十七日台（七八）技08600號函核准設立,永久,2540448178.00,1,0960119,0961207,0960131,詹美玲,花蓮市建國路二段880號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4cpptON52HrCrnbzaPXeP6Q9_KlINwGlWWOXp2iFURYPQCfdSUtFB_b5TA==
096法登他000006,1,2,鍾秀媛,10,0960129,0960129,0960131,1冊10頁,1,12,黃英吉,財團法人台灣省花蓮縣私立四維高級中學,0511115,花蓮市中山路一段200號,為創辦四維中學並謀其發展為目的。,董事會暨其他個人、團體等捐助,台灣省政府教育廳民國五十一年八月七日教二字第42523號函核准設立,永久,337107610.00,1,0960130,0961207,0960307,莊忠壽,花蓮縣吉安鄉北昌村31鄰北昌五街57巷11號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/A8xJ__zRSxTKtzfHZ1vxtQzrZ-ZXxf1Mt7X1HH2nmRRTHw1OGmu9s3FWgg==
096法登他000007,2,2,鍾秀媛,191,0960202,0960205,0960214,4冊191頁,2,3,蔡啟塔,社團法人花蓮縣青溪社會服務協會,0891226,花蓮市林森路252號,服務後備袍澤，凝聚後備向心，共創祥和社會，支持後備動員，協力全民國防,會員繳納會費或其他捐款。,花蓮縣政府中華民國八十九年八月二十六日八九府社行字第０九九五八八號函同意設立。,永久,9760.00,1,0960205,0961207,0960214,郭明華,花蓮縣吉安鄉南海五街二三○巷二十三號,973,,,,,,,,財產變更、第二屆理監事任期屆滿，改選第三屆理監事變更登記。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BRouQa-i3we3jsRfO2Xgn5HbNiXpmWwJ9sBqYTKOZ7X4eH_pUf4_Vh8ol98=
096法登他000008,2,2,鍾秀媛,234,0960205,0960205,0960209,5冊234頁,1,2,邱永双,社團法人花蓮縣宜昌國民小學校友會,0930223,花蓮縣吉安鄉宜昌村宜昌一街四五號,聯絡校友情誼，協助母校發展。,由宜昌國校友及熱心人士捐助,花蓮縣政府中華民國九十三年二月十日府社行字第○九三○○一九四九三○號函,永久,155757.00,1,0960205,0961207,0960205,錢鈴玉,花蓮縣吉安鄉宜昌一街四五號,973,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OylTE1iu7TTmH5STtS9r3X5a8yuJXvjvuP9STjgDMrfzYP7vWHOvGMpSrCE=
096法登他000009,1,2,鍾秀媛,89,0960207,0960207,0960214,2冊89頁,2,6,張木泉,財團法人中華基督教浸信會花蓮博愛堂,0800715,花蓮市博愛街225號,傳揚基督福音並辦理社會公益慈善及教育事業。,信徒奉獻及有關單位之捐助。,花蓮縣政府八十年五月二十五日，八十府民禮字第50177號函,永久,5103920.00,1,0960207,0961207,0960214,古運達,花蓮市商校街195號三樓之2,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Q6Hamy2wOjPx1RE-K2AwSPwLYh7CS2Ot1F-roX5KSDAk4qQ8YskktlEAzw==
096法登他000010,2,2,鍾秀媛,259,0960302,0960302,0960310,6冊259頁,1,2,吳新明,社團法人花蓮縣啄木鳥全人發展協會,0941206,花蓮縣光復鄉中山路1段223號,我們的宣言：家庭根基、關懷兒童、全人品格。,一、會員入會費；二、會員常年會費；三、事業費；四、會員捐款；五、委託收益；六、其他收入。,花蓮縣政府九十三年六月十八日府社行字第09300819150號函,永久,30000.00,1,0960302,0961207,0960312,吳新明,花蓮縣光復鄉大平村敦厚路238號,976,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_UjpgMJNt3JGGACgQ4Z7FTZdkBBDrbMHRM94THhgJ_EmLvM-6djcr38-xG8=
096法登他000011,1,2,鍾秀媛,18,0960306,0960306,0960310,1冊18頁,2,12,蕭學璇,財團法人台灣省花蓮縣私立海星高級中學,0510723,花蓮縣新城鄉嘉新村嘉新路36號,發展東部教育鼓勵進修培養國家青年。,由天主教聖吳甦樂羅馬聯合女修會捐助,台灣省政府教育廳五十三年十二月十四日（53）年教二字第4778號函,永久,247084025.00,1,0960306,0961207,0960314,黃素蘭,花蓮縣新城鄉嘉新村嘉新路36號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/V0z8nlXc0KRsEbVMaCdl9Y3GSuMGG458ZY2bRDQmcOTBG6oQ_PGLsTBpmA==
096法登他000012,1,2,鍾秀媛,177,0960314,0960314,0960320,4冊177頁,2,3,劉立昌,財團法人花蓮縣明恥國小教育基金會,0881203,花蓮縣花蓮市中興路四十一號,本會以捐助清寒、優秀學生及輔助推展明恥國小校務為宗旨。,由明恥國小教職員、家長、校友及其他熱心人士或團體捐助，花蓮縣政府對等補助。,"八十八年七八三十一日 花蓮縣政府 府教社字第九六二一五號函",永久,2700000.00,1,0960314,0961207,0960326,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xAvQ4HX9dWvGfduWkkl8Ovjl0GDy-L2l-FRDCQaCti_syRMtOLLGNbILqvU=
096法登他000013,2,2,鍾秀媛,167,0960414,0960413,0960419,4冊167頁,2,11,邱垂幸,社團法人花蓮縣康復之友協會,0880714,花蓮縣玉里鎮新興街九十一號,一、提供精神病患心理諮詢與輔導。二、協助瀕臨精神崩潰邊緣者渡過精神危機。三、協助精神病患獲得完善之醫療服務。四、協助康復初期病患復健治療以適應社會生活。五、辦理出院病患轉介追蹤。六、輔導出院病患就業就養。七、喚醒社會人士對精神病患關心理解與支持,會員繳納會費，主管官署補助款，各界自由樂捐，基金之孳息。,花蓮縣政府中華民國七十三年八月二十五日府民社字第九二六四九號核准設立。,永久。,1129576.00,1,0960414,0961207,0960419,邱垂幸,花蓮縣吉安鄉稻香村廣豐三街8號,973,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i_CivaOb1IExl-282Hz_yF1pQ_QxazA7Vbrj7JH56aH5_5w7IIkLNP5_H7Y=
096法登他000014,1,2,鍾秀媛,198,0960419,0960420,0960421,5冊198頁,2,3,呂泰華,財團法人花蓮縣呂泰昌教育基金會,0900524,花蓮市美工路八號二樓,贊助各項獎學金、講座、教學活動、提昇人文精神為宗旨。,由呂泰昌先生捐助,花蓮縣政府中華民國九十年五月十六日九十府教社字第050008號函。,永久,10000000.00,1,0960420,0961207,0960423,張美雪,花蓮市東興一街一三三巷三十號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/R0mqbTYgYbDl6D6hxIRwFn9boKq9RaEJs6aFG5jzB7rGRh4BEmarPtDXU6s=
096法登他000015,1,2,鍾秀媛,7,0960426,0960426,0960509,1冊7頁,1,14,顧美玲,財團法人台灣省花蓮縣基督教宣教士差會,0471119,花蓮市民權八街1號,傳播基督福音，教養及養護身心障礙孩童及義務醫療為目的,由基督教宣教士差會總會捐助,中華民國四十三年十月二十三日花蓮縣政府府萍民一字第55466號,永久,148282538.00,1,0960426,0961207,0960509,林瓊幸,花蓮市民德一街59號五樓之2,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2wJdORhIc0T5wFbFNAfHGaVHwmVXJ56Lj2uV6o3LlPyRWhHdam8jNGND
096法登他000016,2,2,鍾秀媛,253,0960501,0960501,0960602,6冊253頁,2,42,陳勉志,社團法人花蓮縣花蓮國際青年商會,0940715,花蓮市中和街92號,為發展青年之才智，並結合有志青年人之力量，以促進人類生活、社會經濟及精神文化之進展。,會員入會費等,花蓮縣政府中華民國五十四年九月十九日府社行字第09300556760號函（補發）,永久,2200000.00,1,0960501,0961207,0960604,黃如冰,花蓮市東興一街133巷22弄2號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ezknJR8jfr1X1QslQJya8ay-FwR1NGgXBu9wq3hmrIBF4Z1s7EhgbLj4LEg=
096法登他000017,1,2,鍾秀媛,277,0960502,0960503,0960511,6冊277頁,2,5,陳慧珠,財團法人德華文教基金會,0820107,花蓮市中和街214巷6號,以發揚固有文化、傳統道德、導正社會人心為宗旨。,捐助,教育部81、12、22台(81)社字第70393號函,永久,10000000.00,1,0960507,0961207,0960511,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LLFoOmvq0dWr2ckmma7ju9sBgc_H3VLrUtTWzhxAqBFP6O7bqPheIxpvEsU=
096法登他000018,2,2,鍾秀媛,240,0960509,0960509,0960517,5冊240頁,2,2,蔣世光,社團法人花蓮縣臨床心理師公會,0930811,花蓮縣玉里鎮新興街九十一號,本會以聯合花蓮縣臨床心理師學術，發展臨床心理專業，協助政府推行法令與社會服務，維護會員權益，增進共同利益為宗旨。,會員繳納入會費、會費、捐助、委託收益、專案計劃收入、基金及其孳息。,花蓮縣政府中華民國九十三年七月十五日府社行字第０九三００九五二六六０號函,永久,96100.00,1,0960509,0961207,0960522,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mKyW_38f9dQokce3Dyb_U4t85c6Vbx45XHdTaBvyI8hOHBBfy20D_xelQCM=
096法登他000019,1,2,鍾秀媛,109,0960528,0960528,0960529,3冊109頁,2,5,林慶明,財團法人石材暨資源產業研究發展中心,0820720,花蓮縣吉安鄉光華村南濱路一段534號,本中心旨在配合政府發展石材及資源產業政策，提升產業之加工技術、品質及檢測認證、創新產品開發、工程設計及監造、經營管理、行銷推廣、人才培訓及職業訓練，藉以促進石材及資源產業升級。,經濟部捐助二千萬、臺灣區石礦制品公會及石材業者捐助二千萬。,經濟部民國八十二年六月二日經（82）商212364號函同意許可,永久,40000000.00,1,0960528,0961207,0960530,陳紫婕,花蓮縣吉安鄉南濱路一段534號,973,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/I09NpOCOJgFbyd1O__7jLsUug8Q5EIk-V885YzoyaYipbTP_8j2S46BdQkQ=
096法登他000020,2,2,鍾秀媛,268,0960528,0960528,0960529,6冊268頁,2,7,余旻諺,社團法人花蓮縣野鳥學會,0951017,花蓮市國民一街14號,促進縣民對野生鳥類的觀賞研究與保育為目的。,捐款、補助款、會費。,花蓮縣政府八十四年四月三十日府社行字第59193號函,永久,513790.00,1,0960528,0961207,0960530,余旻諺,花蓮市國富二街213號,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zARySAScw_Z3yjqLcOVtUVtLOSIOi3X9tI2gScPmsnFku6swxr2VjKMTjyk=
096法登他000021,1,2,鍾秀媛,221,0960605,0960605,0960612,5冊221頁,2,2,吳進財,財團法人花蓮縣壽豐鄉豐山國民小學教育基金會,0920526,花蓮縣壽豐鄉豐山村中山路四一號,本會以充分運用社會資源，協助豐山國民小學學童、校友子弟及其他文教相關事宜，改善學習環境推展文教活動，獎勵清寒及優秀學生，提昇學區文風，改善社區文化品質為目的。,家長會、學校教職員工、社區人士、校友在校學生、民意代表、工商人士等五十一位贊助單位捐助。,花蓮縣政府、中華民國九十二年五月七日府教社字０九二０六００二六一○號函。,永久,2015119.00,1,0960605,0961220,0960613,傅瑋瑛,花蓮縣吉安鄉宜昌村南山三街27號,973,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3dHx6Ec_8tSVy2buEZn04EEjRaxs2nqNWFug8lXFKEeqE93jipa2fkY4njY=
096法登他000022,1,2,鍾秀媛,185,0960606,0960606,0960613,4冊185頁,2,3,高繼文,財團法人東海岸文教基金會,0890502,花蓮市中正路二六六號八樓之一,本會以推動花蓮縣文化、教育、藝術及公共政策之發展為宗旨,由楊守全等二十七人共同捐助,花蓮縣政府中華民國八十九年三月十三日八九府教社字第０二二一七五號函,永久,2000000.00,1,0960606,0961220,0960613,高苑華,花蓮市中正路二六六號八樓之一,970,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mNBUdi3ZAjW_IfDINOUNUKs5iIpFns560_M0oGwzQ7t5nn7LQ11F7J0kIuQ=
