登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
096法登他000001,1,2,黃嬿婉,202,0960105,0960110,0960118,5冊22頁,2,3,呂國華,財團法人蘭陽農業發展基金會,0910314,宜蘭縣宜蘭市凱旋里縣政北路1號,促進蘭陽地區農、林、漁、牧、糧食及其他有關農業發展業務並增進農民福祉為宗旨，不以營利為目的，但提供服務時得酌收服務費用,由宜蘭縣政府及宜蘭縣各級農漁會捐助創會基金，俟本會依法完成財團法人登記後得繼續接受捐助,行政院農業委員會中華民國91年3月4日農輔字第0910050194號函,永久,11500000.00,1,0960110,0960313,0960124,陳秀菁,宜蘭縣宜蘭市縣政北路1號,260,,,,,,,,"1.第2屆董、監事任期屆滿，改選產生第3屆董、監事。
2.董事簡藤松、陳福山及林錫明印鑑遺失，申請印鑑變更。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZAN-7vvOzdEc58tqYj-4P8u08lB5Iuf4-ow-yBp5h_S2c2s7FssqSAFhZuI=
096法登他000002,1,2,黃嬿婉,266,0960117,0960201,0960209,7冊27頁,1,1,游純美,財團法人艾爾電氣研究發展教育基金會(原紀德文教基金會),0860120,宜蘭縣宜蘭市大坡路116巷3弄2號,"1、端正文化、教育風氣之宣傳活動。
2、推動各項文化、教育之活動。
3、推動青少年生活教育及人格正常發展之活動。
4、環保知識、常識策劃宣導，以達綠地景觀美化環境、淨化心靈、舒展身心之活動。
5、配合教育單位舉辦認識電力、節約能源教育活動。
6、設立電力設備試驗室，作各類儀表、變比器等校驗與測試。
7、辦理學生進入工廠與試驗室實習，學習專業知識。
8、舉辦電力專業人才之培訓與認證。
9、與國內外學術機構交換經驗與合作，提昇電力設備試驗、檢測與研究之水準。
10、進行電力設備試驗、檢測相關法規之研究比較，協助政府建立較完備之電業相關法規制度。
11、捐助教育獎學金。
12、其他公益文教之活動。",莊廖玉鳳捐助新台幣2260000元整、莊浩忠捐助新台幣1790000元整、莊浩青捐助新台幣1780000元整、莊晉嘉捐助新台幣670000元整。,台北市政府教育局中華民國85年12月27日北市教四字第85274423號,永久,6500000.00,1,0960212,0970220,0960301,游純美,台北市民權東路三段58號9樓,104,,,,,,,,"原名「財團法人紀德文教基金會」變更為「財團法人艾爾電氣研究發展教育基金會」及法人圖記變更。
主事務所原登記「台北市北投區知行路316巷20弄11號3樓」變更為「宜蘭縣宜蘭市　大坡路116巷3弄2號。
第三屆董事「莊雅蘭、程中坦、陳昭旭」辭任，繼任董事「黃武雄、游純美、黃金 
  水」變更登記。
原組織章程第一條、第二條、第四條、第五條、第十五條經董事會議決修改，報經
  主管機關核備，聲請變更登記。
第三屆董事任期屆滿，改選產生第四屆董事：
　連任董事「游純美、黃武雄、黃金水」，新任董事「陳永愉、黃太平、張標盛、周柏辰」。
游純美",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eoNFNwG73fgy5SaO9DN4jJttIukNU_t4nCVlLV9D4B6s52OIK54YmT5n0FA=
096法登他000004,1,2,黃嬿婉,133,0960126,0960209,0960216,3冊44頁,2,4,陳振茂,財團法人陳水盛教育基金會,0861015,宜蘭縣宜蘭市民族路372號2樓,本會以「立足蘭陽，胸懷世界」自勉，積極推動蘭陽地區文教活動，舉辦文化、科學、生活講座，及獎助清寒優秀學子為成立宗旨。,由陳振茂先生等人捐助。,宜蘭縣政府八十六年九月二十五日八六府教社字第一一三三六一號,永久,3000000.00,1,0960207,0961211,0960302,游玉蘭,宜蘭縣宜蘭市民族路三七二號二樓,,,,,,,,,"第三屆董事任期屆滿，改選產生第四屆董事為賴金獅(新任)、陳振茂、吳振東、賴瑞琦、陳秋松、黃世峰、楊勝苑。
董事黃世峰印鑑遺失准予變更印鑑
法人圖記變更。
建物門牌：宜蘭縣宜蘭市民族路372號2樓(地號：宜蘭市金六結段六結小段80地號，建號：宜蘭市金六結段六結小段2549建號)，變更登記為財團法人陳水盛教育基金會所有。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8NejtVtE8nHKuNIBAcXxX1n5l3fPj4bXoT5gy9k4qK7oyUJK2f51sJOd-II=
096法登他000005,1,2,黃嬿婉,130,0960201,0960208,0960216,3冊37頁,2,2,崔超峯,財團法人宜蘭市教會聚會所,0600626,宜蘭縣宜蘭市文化路124號,以信耶穌基督，特籌建聚會所，傳揚福音，勸人歸善為目的,由本會信徒按個人心願不記名奉獻,宜蘭縣政府中華民國60年04月05日宜府民行字第17657號函,永久,32788554.00,1,0960208,0961211,0960302,盧阿水,宜蘭縣宜蘭市文化路124號,260,,,,,,,,"1.第一屆董事任期屆滿，改選產生第二屆董事為崔超峯、林鴻飛、王宜杲(新任)、康興國(新任)、李建廷(新任)。
2.代表法人之董事變更為崔超峯。
3.董事林鴻飛登記住所原為「宜蘭縣宜蘭市延平路38之45號」變更為「宜蘭縣宜蘭
  市延平路38巷23弄18號」。
4.董事崔超峯印鑑遺失，聲請變更印鑑。
5.聲請變更法人圖記。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/nkBanpQIwsRLfOpR3gP_orvotp7sGol0zTwl7okR6qwHEoSh9KT3huYmirc=
096法登他000006,1,2,黃嬿婉,238,0960205,0960207,0960216,6冊16頁,1,1,陳錫南,財團法人宜蘭人文基金會,0931022,宜蘭縣羅東鎮中正北路127號,本會以獎掖各類人才、探討地方趨勢、推展文化事業、豐富文化生活為宗旨,由陳錫南先生捐助,宜蘭縣政府民國93年9月21日府文行字第0930004894號函,永久,10000000.00,1,0960207,0961211,0960306,林宜君,宜蘭縣宜蘭市中山路2段151號7樓之3,260,,,,,,,,第一屆董事劉明人辭任，繼任董事陳金德變更登記。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WNRwCai0SUdMCctS0f0o4McRxvYnhIvPG8wL3mUP9Df0KtmKT1DiNXOvF2Q=
096法登他000007,1,2,黃嬿婉,2,0960205,0960207,0960223,1冊21頁,2,6,吳奇鴻,財團法人宜蘭縣私立五結美德社會福利慈善事業基金會,0771004,宜蘭縣五結鄉孝威村五結路2段10號,老人福利、兒童福利、殘障福利、低收入戶照顧、貧困病患之醫療補助、育嬰事業。,由捐助人出資購買土地全部捐助基金會。,宜蘭縣政府九十二年一月七日府社福字第0910150600號。,永久,51447800.00,1,0960207,0961211,0960302,吳奇鴻,宜蘭縣五結鄉孝威村五結路2段10號,268,,,,,,,,"1.第5屆董監事任期屆滿，改選產生第6屆董監事(如名冊所載)。第6屆新任董事：張金發、簡明憲、游達夫、林宗熙。新任監事：陳文進。
2.董事劉麗華印鑑遺失，申請印鑑變更。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Xesophcx_C0ZEcfnFdU80F24n9dZ2IFgMhDnyMxI3TPEG1MWswx3nRYX
096法登他000008,1,2,黃嬿婉,92,0960209,0960227,0960311,5冊28頁,2,13,劉石純,財團法人蘭陽技術學院,0550827,宜蘭縣頭城鎮復興路79號,為遵照國家教育政策暨現行教育法令之規定，辦理蘭陽技術學院，並謀其健全發展。,創辦人林才添、朱綺芬、沙榮峰捐贈。,教育部中華民國55年2月8日台(55)高字第1583號,永久,1844626269.00,1,0960227,0970220,0960319,劉石純,宜蘭縣頭城鎮復興路79號　　,261,,,,,,,,"財產總額原登記「新台幣1,764,165,581元整」變更為「新台幣1,844,626,269元整」。
第十二屆董事任期屆滿，改選產生第十三屆董事共15人。續任董事為劉石純、賴陽山、柯志朗、陳富祥、謝長庚、林淑莉、陳正勳、林洪福、賴真、陳侯翰、林麗芬，新任董事為林束梅、康振華、曾史妃、林昇平。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/svPjKe9Txi-kSOU-JSkwuaIDS7YZwnwYxt7pq7Ep438SgKIVtQ05u--pjg==
096法登他000009,1,2,黃嬿婉,107,0960212,0960306,0960314,3冊15頁,1,4,陳邦禎,財團法人台灣省宜蘭縣私立中道高級中學,0850122,宜蘭縣壯圍鄉功勞路12號,為遵照國家教育政策暨現行教育法令之規定，辨理高級中學暨附設國民中、小學部，並謀其健全發展。,由黃城、黃建勇、黃建進、黃建民、莊苾芬、吳昭烈等六人捐助。,台灣省政府教育廳84年5月17日八四教二字第07314號函,永久,377530693.00,1,0960306,0961211,0960314,余秀雲,宜蘭縣壯圍鄉功勞路12號,263,,,,,,,,"第四屆董事及董事長補選，原董事長楊基山辭職，補選新任董事長陳邦禎及新任董事杜聖聰。
變更捐助章程第八條如附件。
原財產總額為新台幣382246180元變更為新台幣377530693元。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wK6SAt31Hm5hy4XkOf_EZbNpgxa3HKYZR5KcTb4mhiSPCu3mnqc8vJFoAXU=
096法登他000010,1,2,黃嬿婉,125,0960215,0960306,0960313,3冊32頁,2,4,林燦桐,財團法人宜蘭縣利澤國民小學教育基金會,0860628,宜蘭縣五結鄉成興村利寶路101號,協助宜蘭縣利澤國民小學改善環境，發展校務，獎勵教師研究進修，促進學生敦品勵學。,由校友、家長、公司行號、社團及熱心教育人士等捐助。,宜蘭縣政府86年5月9日八六府教社字第053515號,永久,3700000.00,1,0960306,0961211,0960319,楊素燕,宜蘭縣五結鄉成興村利寶路101號,268,,,,,,,,第三屆董事任期屆滿，改選產生第四屆董事，新任董事為李建和。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3EhahNHH3c1FtBcz1-l8qsCPl1MmTCrqcK_xXxoFoiOpAZItK82O9hwnQ2c=
096法登他000011,1,2,黃嬿婉,95,0960227,0960314,0960320,3冊4頁,2,5,陳金芳,財團法人國立宜蘭高中教育基金會,0840713,宜蘭縣宜蘭市復興路3段8號,協助國立宜蘭高級中學推廣人文藝術活動、培養文化、體育、科技人才，促進社區學術發展，獎勵教師研究進修，並獎助清寒優秀學生。,由校友、家長、公司行號及熱心教育人士捐助。,宜蘭縣政府中華民國84年4月22日府教社字第43509號函,永久,3450000.00,1,0960312,0961211,0960326,潘炳麟,宜蘭縣宜蘭市復興路3段8號,260,,,,,,,,"財產總額原登記為「新台幣3050000元整」變更為「新台幣3450000元整」。
法人名稱原登記為「宜蘭縣省立宜蘭高級中學文教基金會」變更為「國立宜蘭高中教育基金會」。
法人圖記變更。
第四屆董事任期屆滿，改選產生第五屆董事。
代表法人之董事為陳金芳。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_qgkTMO_BP-KLQoXjIUswmK10APP28DySqy1ihabAxb1BanVzsvdp03giQ==
