登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
080法登000002,1,2,許金樹,7,0800206,0800206,0800206,1冊7頁,,0,董事長,財團法人臺灣省雲林縣私立宗聖高級工業家事職業學校,0551105,雲林縣北港鎮樹腳里大同路四六九號,創辦私立宗聖商業職業學校並謀其發展,董事會捐助,臺灣省政府教育廳，55年5月17日，教三字第35803號,長期,8747982.00,1,0800206,0921231,,,,,,,,,,,,,,,,
080法登000003,1,1,許金樹,60,0800708,0800708,0800708,3冊40頁,,0,董事長,財團法人臺灣省雲林縣虎尾教會聚會所,0800708,雲林縣虎尾鎮德興路八十號,傳揚基督引人歸主興辦社會公益事業，造福社會為宗旨,信徒自由奉獻,中華民國80年5月24日八十府民禮字第92144號函,永久,16370000.00,1,0800708,0921231,,,,,,,,,,,,,,,,
080法登000004,1,2,許金樹,59,0800621,0800621,0800621,2冊21頁,,0,董事長,財團法人臺灣省美北浸信宣道會,0620807,西螺鎮文昌路十七號,遵依基督教聖經促進國外傳道工作,捐助,臺灣省政府，50年4月18日府民一字第28620號(原嘉義地方法院),永久,331591.00,1,0800621,0921231,,,,,,,,,,,,,,,,
080法登000005,1,2,許金樹,44,0800703,0800703,0800703,3冊26頁,,0,董事長,財團法人雲林縣私立陳添濤文教基金會,0751209,雲林縣古坑鄉永光村大湖口六十七號,設置中等以上學校清寒優秀學生獎助學金等,由耐斯企業(股)、愛之味(股)、和園投資(股)共同捐助,"雲林縣政府,75年11月13日,(75)府教社字118376號",永久,16400000.00,1,0800703,0921231,,,,,,,,,,,,,,,,
080法登000007,1,1,許金樹,61,0800904,0800904,0800904,3冊41頁,,0,董事長,財團法人雲林縣私立雲林蓮社文教基金會,0800904,斗六市中華路七四號,宏揚人生哲學之研討及舉辦各種文教活動為宗旨,由原「雲林縣蓮社」結存、各界熱心文教人士捐助,雲林縣政府80年8月26日(八十)府教社字第89357號,永久,2000000.00,1,0800904,0921231,,,,,,,,,,,,,,,,
080法登000008,1,2,許金樹,2,0801015,0801015,0801015,1冊2頁,1,0,董事長,財團法人臺灣省雲林縣斗六鎮真一堂,0531104,雲林縣斗六鎮鎮東里永樂街二號,宣揚佛教宗旨，並協助政府慈善救濟事業,樂嬌等四人捐助,五十二年八月十二日(原嘉義地方法院登記第三十一號),永存,549870.00,1,0801015,0921231,,,,,,,,,,,,,,,,
080法登000009,1,2,許金樹,30,0801009,0801009,0801009,3冊12頁,,0,董事長,財團法人天主教中華道明修女會,0680908,斗南鎮永安街五八號,以天主耶穌救世博愛的精神傳教佈道，創辦社會慈善福利教育醫療服務事業,由財團法人天主教會嘉義教區捐助,臺灣省雲林縣政府68年8月18日六八府民行字64304號,永久,8140000.00,1,0801009,0921231,,,,,,,,,,,,,,,,
080法登000011,1,2,許金樹,32,0801021,0801021,0801021,3冊14頁,,0,董事長,財團法人豐泰關係企業文化基金會,0701216,雲林縣斗六鎮西平路六六六號,興辦公益事業發揚學術文化造福社會,豐泰企業股份有限公司及豐帝企業股份公司共同捐助,雲林縣政府70年12月8日七０府教社字第104053號,無限期,1500000.00,1,0801021,0921231,,,,,,,,,,,,,,,,
080法登000012,1,2,許金樹,46,0801227,0801227,0801227,3冊28頁,,0,董事長,財團法人臺灣省雲林縣廖溫和公祭祀公業,0760616,雲林縣二崙鄉來惠村惠來路四十三號,舉辦地方公益事業，並敦親睦族精誠團結，按時祭祀祖先,溫和公財產收益、會員入會費、會員及有關單位之捐助,雲林縣政府民團76年5月29日府民禮字第52397號函,永久存立,14282180.00,1,0801227,0921231,,,,,,,,,,,,,,,,
080法登000057,1,5,許金樹,57,0800528,0800528,0800528,3冊38頁,,0,董事長,財團法人臺灣省雲林縣基督教中華福音道路德會虎尾錫安堂,0790913,雲林縣虎尾鎮華南路八號,傳揚上帝聖道及基督教義並社會服務,由美國米蘇里路德總會捐贈及錫安堂教友捐獻,雲林縣政府79年8月18日七九府民禮字第79062號,永久,10331359.00,1,0800528,0921231,,,,,,,,,,,,,,,,
