登記案號,序號,職稱,姓名
045法登000018,1,董事長,黃運金
045法登000018,2,"董  事",徐昌榮
045法登000018,3,"董  事",陳華木
045法登000018,4,"董  事",詹益淵
045法登000018,5,"董  事",沈珮錄
045法登000018,6,"董  事",劉錦志
045法登000018,7,"董  事",宋淵貴
045法登000018,8,"董  事",徐春木
045法登000018,9,"董  事",黃東光
045法登000018,10,"董  事",何衡清
045法登000018,11,"董  事",江聰仁
045法登000018,12,"董  事",徐永和
045法登000018,13,"董  事",黃玉衡
045法登000018,14,"董  事",李玉展
045法登000018,15,"董  事",劉高橋
045法登000020,1,董事長,陳文榮
045法登000020,2,"董  事",陳萃文
045法登000020,3,"董  事",陳彩音
045法登000021,1,董事長,雷明慧
045法登000021,2,"董  事",魏惠仁
045法登000021,3,"董  事",李家琳
045法登000022,1,董事長,陳林明
045法登000022,2,"董  事",陳秀卿　
045法登000022,3,"董  事",賴昭德
045法登000022,4,"董  事",陳阿春
045法登000022,5,"董  事",張蘭
045法登000022,6,"董  事",陳金匙
045法登000022,7,"董  事",鍾秀英
045法登000022,8,"董  事",鍾雪英
045法登000022,9,"董  事",賴秀枝
