登記案號,序號,職稱,姓名
056法登000001,1,董事長,王天賞
056法登000001,2,"董  事",劉快治
056法登000001,3,"董  事",王貞淑
056法登000001,4,"董  事",馮明雄
056法登000001,5,"董  事",王仁宏
056法登000001,6,"董  事",李添枝
056法登000001,7,"董  事",張炳土
056法登000001,8,"董  事",吳天授
056法登000001,9,"董  事",張清豐
056法登000001,10,"董  事",郭一雄
056法登000001,11,"董  事",周覺世
056法登000001,12,"董  事",潘雅三
056法登000001,13,"董  事",陳周來富
056法登000001,14,"董  事",蔡崇智
056法登000001,15,"董  事",林守盤
056法登000002,1,董事長,阮再翼
056法登000002,2,常務董事,陳耀火
056法登000002,3,常務董事,張伯濂
056法登000002,4,常務董事,范文壇
056法登000002,5,常務董事,李遙法
056法登000002,6,"董  事",康嘉音
056法登000002,7,"董  事",倪　白
056法登000002,8,"董  事",張維雄
056法登000002,9,"董  事",蔡　輕
056法登000002,10,"董  事",林世松
056法登000002,11,"董  事",郭懷仁
056法登000002,12,"董  事",陳周聰
056法登000002,13,"董  事",郭明華
056法登000003,1,董事長,余迺鐸
056法登000003,2,"董  事",楊世珂
056法登000003,3,"董  事",尤丁財
056法登000003,4,"董  事","劉  遂"
056法登000003,5,"董  事",徐晨光
056法登000005,1,董事長,阮再翼
056法登000005,2,常務董事,陳耀火
056法登000005,3,常務董事,張伯濂
056法登000005,4,常務董事,范文壇
056法登000005,5,常務董事,李遙法
056法登000005,6,"董  事",康嘉音
056法登000005,7,"董  事",倪　白
056法登000005,8,"董  事",張維雄
056法登000005,9,"董  事",蔡　輕
056法登000005,10,"董  事",林世松
056法登000005,11,"董  事",郭懷仁
056法登000005,12,"董  事",陳周聰
056法登000005,13,"董  事",郭明華
