登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
109法登他000001,1,2,葛羽洪,34,1090103,1090103,1090103,1冊34頁,2,5,董事長,財團法人中華基督教岡山浸信會,0800904,高雄市岡山區介壽西路54號,傳揚福音領人歸主，遵行聖經教訓，發揚基督教救世精神，並視需要辦理教育，托兒及慈善事業等，以服務社會。,捐助,高雄縣政府八十年七月三日八十府民禮字第九二九六八號函,永久,4528000.00,1,1090103,1090225,,戴家諒,高雄市岡山區介壽西路54號,820,,,,,,,,"第四屆董事任期屆滿，改選為第五屆董事。
印鑑登記",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DzNgNXwzvzj11zdC9KG2CwIbsi3JmUJTOsDXa0VreJKYp4qMtE0HzTrX0w==
109法登他000002,1,2,葛羽洪,53,1090103,1090103,1090103,1冊53頁,1,16,董事長,東方學校財團法人,0541122,高雄市湖內區東方路110號,為遵照國家教育暨現行教育法令之規定，辦理設計大學，並謀其健全發展。,由許國雄先生捐助。,教育部、中華民國54年10月2日台54高字第15380號函。,永久,1877700855.00,1,1090103,1090225,,陳春蓮,高雄市湖內區東方路110號,829,,,,,,,,"第十六屆董事長李福登請辭，改選繼任董事長林財源。
原財產總額新台幣1,874,235,124元整變更為新台幣1,877,700,855元整",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Bi0ePXnfd3v4B5ZR3BQ4HT0DbifqH8xU9ignHzaOJjbWDBzWDUcWeUickg==
109法登他000003,2,2,葛羽洪,380,1090103,1090103,1090103,4冊80頁,2,3,理事長,社團法人台灣地區農機生機科技發展協會,1020114,高雄市旗山區旗南二路17號,以加強會員聯繫、增進友誼並促進台灣農業機械化之研究發展、協助會員開發新型農業機械及生機研究工作、文化科技交流及服務社會為宗旨,入會費及捐款,內政部中華民國101年12月5日台內社字第1010370496號函,永久,422000.00,1,1090103,1090225,1090110,陳成平,高雄市美濃區中華路74巷11號,843,,,,陳成平,高雄市旗山區旗南二路17號,842,,"第二屆理監事任期屆滿，改選為第三屆理監事。
印鑑登記。
原主事務所屏東市建豐路29巷13弄7號變更為高雄市旗山區旗南二路17號",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ac4p7Cd9AfvGrPG_MC4RcwuIM-hs01B1HuWyqnkzoyt8n428-fGAW6kg9tg=
109法登他000004,1,2,葛羽洪,381,1090106,1090106,1090106,4冊81頁,2,6,董事長,財團法人蚵子寮朝天宮天上聖母船仔媽,0840506,高雄市梓官區廣澤路55-1號,本宗教仁愛之精神、傳揚道教教義及辦理社會公益慈善事業,捐助,高雄縣政府84年4月26日84府民禮字第78063號,永久,4170000.00,1,1090106,1090225,,曹淑宜,高雄市梓官區嘉展路434巷2弄14號,826,,,,,,,,"第五屆董事監察人任期屆滿，改選為第六屆董事監察人。
印鑑登記",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cTzSsu-4DRbCOSqM-Lf6OdNusSQHqAZHveBKNpbFLJ5p_xEWjz2_Pu7RJuU=
109法登他000005,1,2,葛羽洪,327,1090106,1090106,1090106,4冊26頁,1,2,董事長,財團法人佛光山人間佛教研究院,1050530,高雄市大樹區興田路一五三號傳燈樓,本院以發揚佛陀人間佛教精神，落實星雲大師人間佛教思想之實踐，培養人間佛教研究人才，推動人間佛教與各知識領域之對話，造福社會提升文化水準，弘揚佛法淨化人心為宗旨,佛光山星雲大師及佛光山寺捐助,教育部中華民國105年5月19日臺教高(三)字第1050065685號,永久,30000000.00,1,1090106,1090225,,楊秀蓮,高雄市大樹區興田里興田路153號,840,,,,,,,,原捐助章程第九條及第十五條於108年11月11日法人第二屆第三次董事會會議決議修正，報經主管機關教育部以108年12月23日臺教高(三)字第1080181082號函准予備查。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/h_Fa-ZyetodqwPCfEyJSAGjjVa56f7an52NqudaZwYoFhFbR1YlQSrQLGgY=
109法登他000006,2,2,葛羽洪,245,1090106,1090106,1090106,3冊45頁,1,1,理事長,社團法人高雄市鳥松區仁美福德祠把水福德祠萬應公廟文化發展協會,1070808,高雄市鳥松區仁美里學堂路27號,本會以宣揚福德正神護國衛民精神、凝聚鄉里團結為宗旨,入會費、常年會費、金紙香油捐獻、祭祀慶典收入、企業暨個人捐獻贊助,高雄市政府社會局107年1月11日高市社人團字第10730016800號函,永久,36225892.00,1,1090106,1090225,,莊正和,高雄市鳥松區仁美里學堂路29號,833,,,,,,,,"原法人名稱社團法人高雄市仁美福德祠文化發展協會變更為社團法人高雄市鳥松區仁美福德祠把水福德祠萬應公廟文化發展協會。
法人印信（圖記）變更。
原章程第一條及第六條於108年11月25法人第一屆第三次會員大會會議決議修正，報經主管機關高雄市政府社會局以108年12月19日高市社人團字第10844115500號函准予備查。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/exI9uzlGClM_Z0OVjlfq3SlGKclFHd5gBKsQ16slcBMc18Zi2smM7o5jRsM=
109法登他000007,1,2,葛羽洪,42,1090107,1090107,1090107,1冊42頁,1,7,董事長,財團法人李玉全文教基金會,0830705,高雄市左營區博愛三路12號7樓,本會以推動文化教育、重建社會倫理道德為宗旨。,由李玉全興業股份有限公司等捐助,教育部中華民國83年7月1日台83社字第034520,永久,10000000.00,1,1090107,1090225,,,,,,,,,,,,"董事長李重穎印鑑變更。
法人原捐助章程全文於108年10月17日法人第七屆第二次董事會會議決議修正，並經臺灣橋頭地方法院108年度法字第8號確定裁定准予變更，報經主管機關准予備查。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JmmAl5fbwS0djLZIGFpWMHIKLtIgFt9XBbfefGzZ3fnK7Y_eBskMWPVXAQ==
109法登他000008,1,2,葛羽洪,18,1090110,1090110,1090110,1冊18頁,1,16,董事長,正修學校財團法人,0541012,高雄市鳥松區澄清路840號,為遵照國家教育政策暨現行教育法令之規定，辦理正修學校財團法人正修科技大學並謀其發展為目的,由私立正修工業專科學校創辦人鄭駿源先生、康智舜先生捐助伍佰貳拾肆萬元設立。,教育部民國54年9月25日台（54）高字第14999號函,永久,7387780894.00,1,1090110,1090225,,趙逸翔,高雄市鳥松區澄清路840號,833,,,,,,,,"原登記之財產總額為新台幣7,193,412,338元整變更為新台幣7,387,780,894元整。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/E3eG5uqEDKinz6eQCQivaZt0uHOv9Ijc6-S12uwhKnZ3zStNFDYDtLBr-g==
109法登他000009,1,2,葛羽洪,73,1090116,1090116,1090116,1冊73頁,1,16,董事長,財團法人樹人醫護管理專科學校,0600622,高雄市路竹區環球路452號,為遵照國家教育政策暨現行教育法令之規定，辦理醫護管理專科學校，並謀其發展之目的。,林貴木等捐助,台灣省教育廳中華民國58年8月25日教三字第08904號函,永久,1931745342.00,1,1090116,1090225,,宋雪萍,高雄市路竹區環球路452號,821,,,,,,,,"第十六屆任期中，原董事長林朝家辭世 ，由董事林寬碩繼任董事長。
補選董事林蔡慶。
新任董事長及董事印鑑登記。
原登記財產總額為新台幣1,898,289,771元整，變更為新台幣1,931,745,342元整。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DyWYEHxeaYIi12usHiDqBtokdtf-4fhw7tNiFA96opbT0EeGwRpEZ2uEJg==
109法登他000010,1,2,葛羽洪,79,1090121,1090121,1090121,1冊79頁,1,2,董事長,財團法人高雄市晉禾社會福利慈善事業基金會,1030626,高雄市田寮區新興路168號,以辦理社會福利慈善事業為目的,由蔡永裕、蔡永泉、陳錫惠、蔡菘涵、蔡雄田、蔡榮泰等6人捐助,高雄市政府社會局103年6月16日高市社人團字第10335199300號函,永久,672012930.00,1,1090121,1090225,,羅寶豊,高雄市岡山區新樂街107號,820,,,,,,,,"財產總額原為新台幣530,957,930元，變更為新台幣672,012,930元",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zy22bjQ1dOoL_yLANTthHXe9ynVw3COhHTlb8-k5EQUtX03I2mNOox2pzg==
