登記案號,序號,職稱,姓名
060法登000010,1,董事長,邱碧祥
060法登000010,2,"董  事",李廷樞
060法登000010,3,"董  事",陳蘭奇
060法登000010,4,"董  事",盧泰江
060法登000010,5,"董  事",楊萬福
060法登000010,6,"董  事",廖日景
060法登000010,7,"董  事",陳廷棟
060法登000010,8,"董  事",劉榮宗
060法登000010,9,"董  事",林彼得
060法登000010,10,"董  事",王英世
060法登000110,1,董事長,陳次郎
060法登000110,2,"董  事",陳榮坤
060法登000110,3,"董  事",彭泰三
060法登000110,4,"董  事",謝德玉
060法登000110,5,"董  事",周添福
060法登000110,6,"董  事",莊陳勉
060法登000110,7,"董  事",周添財
060法登000112,1,董事長,黃錦繡
060法登000112,2,"董  事",釋今能
060法登000112,3,"董  事",謝雙喜
060法登000112,4,"董  事",范琳基
060法登000112,5,"董  事",陳德銘
060法登000113,1,董事長,劉召福
060法登000113,2,"董  事",邱德生
060法登000113,3,董　事,劉召喜
060法登000113,4,"董  事",謝明倫
060法登000113,5,"董  事",黃雲喜
060法登000113,6,"董  事",徐輝焄
060法登000113,7,"董  事",劉兆炠
060法登000113,8,"董  事",吳辛炎
060法登000113,9,"董  事",何龍桂
060法登000113,10,"董  事",曾維海
060法登000113,11,"董  事",謝連喜
060法登000114,1,董事長,許英憲
060法登000114,2,"董  事",洪文宗
060法登000114,3,"董  事",顏惠忠
060法登000114,4,"董  事",鍾永桓
060法登000114,5,"董  事",吳洋平
060法登000114,6,"董  事",黃秀森
060法登000114,7,"董  事",李尊賢
060法登000114,8,"董  事",呂兆宗
060法登000114,9,"董  事",許志銘
060法登000115,1,董事長,鍾烈興
060法登000115,2,"董  事",邱松潔
060法登000115,3,"董  事",林通明
060法登000115,4,董　事　,陳萬宗　
060法登000115,5,"董  事",林火爐
060法登000115,6,"董  事",郭清標
060法登000115,7,"董  事",鍾金松
060法登000115,8,"董  事",林榮魁
060法登000115,9,"董  事",黃宗成
060法登000115,10,"董  事",劉秋芳
060法登000115,11,"董  事",陳琛
060法登000115,12,"董  事",陳火生
060法登000115,13,"董  事",方新國
060法登000115,14,"董  事",蔡坤
060法登000115,15,"董  事",林金星
060法登000117,1,董事長,邱其湘
060法登000117,2,"董  事",邱其銘
060法登000117,3,"董  事",邱華燈
060法登000117,4,"董  事",邱華喜
060法登000117,5,"董  事",邱華構
060法登000120,1,董事長,沈家楨
060法登000120,2,"董  事",許巍文
060法登000120,3,"董  事",李恒鉞
060法登000120,4,"董  事",顧世塗
060法登000120,5,"董  事",戈本捷
060法登000122,1,董事長,徐立德
060法登000122,2,"董  事",廖銘昆
060法登000122,3,"董  事",張光世
060法登000122,4,"董  事",郁仁長
060法登000122,5,"董  事",陳振華
060法登000122,6,"董  事",關永實
060法登000122,7,"董  事",鎮天錫
060法登000122,8,"董  事",黃錦漟
060法登000122,9,"董  事",郝履成
