登記案號,序號,職稱,姓名
048法登000009,1,董事長,"高  塗"
048法登000009,2,"董  事","趙  登"
048法登000009,3,"董  事",黃振裕
048法登000009,4,"董  事",王連喜
048法登000009,5,"董  事",劉進興
048法登000009,6,"董  事",簡梧銘
048法登000009,7,"董  事",廖丁旺
048法登000086,1,董事長,羅貞德
048法登000086,2,"董  事",德斯多
048法登000086,3,"董  事",穆淑英
048法登000088,1,董事長,吳敬芳
048法登000088,2,"董  事",李火灶
048法登000088,3,"董  事",黃錦洲
048法登000088,4,"董  事",洪德利
048法登000088,5,"董  事",張垂壎
048法登000088,6,"董  事",陳專城
048法登000088,7,"董  事","周  標"
048法登000088,8,"董  事",李哲源
048法登000088,9,"董  事",許旺生
048法登000088,10,"董  事",陳清松
048法登000088,11,"董  事",王北川
048法登000088,12,"董  事",王榮宗
048法登000088,13,"董  事",周新傳
048法登000088,14,"董  事",余金和
048法登000088,15,"董  事",陳專祈
048法登000088,16,"董  事",涂明科
048法登000088,17,"董  事",王登貴
048法登000088,18,"董  事","黃  波"
048法登000088,19,"董  事",陳炊祥
048法登000088,20,"董  事",許金榜
048法登000088,21,"董  事",高全義
048法登000088,22,"董  事",周業守
048法登000088,23,"董  事",陳燧
048法登000088,24,"董  事",周五常
048法登000088,25,"董  事",駱健進
048法登000088,26,"董  事",陳政等
048法登000088,27,"董  事",曾茂堆
048法登000088,28,"董  事",王金來
048法登000088,29,"董  事","趙  貳"
048法登000088,30,"董  事",黃金玉
048法登000088,31,"董  事",楊天賜
048法登000623,1,董事長,潘景耀
048法登000623,2,董　事,林金治
048法登000623,3,董　事,章思豪
048法登000623,4,董　事,趙南洋
048法登000623,5,董　事,柯阿祥
048法登000623,6,董　事,傅王朱霞
048法登000623,7,董　事,張合杉
