登記案號,序號,職稱,姓名
074法登000001,1,董事長,吳君前
074法登000001,2,"董  事",莊朝羊
074法登000001,3,"董  事",許等成
074法登000001,4,"董  事",吳金珠
074法登000001,5,"董  事",吳安國
074法登000001,6,"董  事",翁福星
074法登000001,7,"董  事",蔡文寶
074法登000001,8,"董  事",許媽能
074法登000001,9,"董  事",翁有成
074法登000001,10,"董  事",翁東財
074法登000001,11,"董  事",許行根
074法登000001,12,"董  事",莊竹香
074法登000001,13,"董  事",陳武雄
074法登000002,1,董事長,蔡士俊
074法登000002,2,董　事,黃永和
074法登000002,3,董　事,鄭中和
074法登000002,4,董　事,林永清
074法登000002,5,董　事,洪中郎
074法登000002,6,董　事,路士傑
074法登000002,7,董　事,陳恩敬
074法登000002,8,董　事,葉永盛
074法登000002,9,董　事,洪正忠
074法登000002,10,董　事,陳秋富
074法登000002,11,董　事,呂秀吉
074法登000002,12,董　事,莊賢地
074法登000002,13,董　事,鄭文道
