登記案號,序號,職稱,姓名
058法登000007,1,董事長,賴增迎
058法登000007,2,"董  事",王鴻九
058法登000007,3,"董  事",王學財
058法登000007,4,"董  事",林金珠
058法登000007,5,"董  事",周貴勤
058法登000007,6,"董  事",李淑慧
058法登000007,7,"董  事",邱美雲
058法登000007,8,"董  事",陳寶然
058法登000007,9,"董  事",黎怡強
058法登000040,1,董事長,許炎墩
058法登000040,2,常務董事,王炯如
058法登000040,3,常務董事,許鑽源
058法登000040,4,常務董事,許炎棱
058法登000040,5,"董  事",許欽德
058法登000040,6,"董  事",陳清源
058法登000040,7,"董  事",陳肇隆
058法登000040,8,"董  事",張進興
058法登000040,9,"董  事",趙麗真
058法登000040,10,"董  事",王英三
058法登000040,11,"董  事",鄭勝陽
058法登000040,12,"董  事",黃平福
058法登000040,13,"董  事",陳修善
058法登000040,14,"董  事",張慶和
058法登000040,15,"董  事",朱家豐
058法登000187,1,董事長,陳渭河
058法登000187,2,"董  事",陳瑞焜
058法登000187,3,"董  事",賴瑞仁
058法登財000005,1,董事長,陳素燕
058法登財000005,2,常務董事,徐志文
058法登財000005,3,常務董事,廖溫美麗
058法登財000005,4,"董  事","李  幹"
058法登財000005,5,"董  事",侯恩澤
058法登財000005,6,"董  事",張秋苓
058法登財000005,7,"董  事",張碧玉
058法登財000005,8,"董  事",賴張金菊
058法登財000005,9,"董  事",陳紀錦惠
