登記案號,序號,職稱,姓名
091法登他000001,1,董事長,董青峰
091法登他000001,2,"董  事","蔡  芸"
091法登他000001,3,"董  事",徐亮寬
091法登他000001,4,"董  事",洪賽娥
091法登他000001,5,"董  事","蔡  純"
091法登他000001,6,"董  事",陳黃雪玉
091法登他000001,7,"董  事",謝新蘭
091法登他000001,8,"董  事",胡瑞月
091法登他000001,9,"董  事",黃淑惠
091法登他000002,1,董事長,林吉男
091法登他000002,2,"董  事",黃忠偉
091法登他000002,3,"董  事",曹世鐸
091法登他000002,4,"董  事",黃兆明
091法登他000002,5,"董  事",程肇陽
091法登他000002,6,"董  事",黃龍章
091法登他000002,7,"董  事",吳發丁
091法登他000002,8,"董  事",李復興
091法登他000002,9,"董  事",趙福添
091法登他000003,1,董事長,蘇清當
091法登他000003,2,常務董事,蔡進德
091法登他000003,3,常務董事,蔡進榮
091法登他000003,4,常務董事,蔡丁吉
091法登他000003,5,常務董事,陳萬利
091法登他000003,6,"董  事",蘇水吉
091法登他000003,7,"董  事",陳桂福
091法登他000003,8,"董  事",蔡武雄
091法登他000003,9,"董  事",黃允考
091法登他000003,10,"董  事",賴慶元
091法登他000003,11,"董  事",蔡木明
091法登他000004,1,董事長,曹啟鴻
091法登他000004,2,"董  事",邱才彥
091法登他000004,3,"董  事",陳來雄
091法登他000004,4,"董  事",張新丕
091法登他000004,5,"董  事",吳美慧
091法登他000004,6,"董  事",曾貴海
091法登他000004,7,"董  事",鄭文益
091法登他000004,8,"董  事",劉吉川
091法登他000004,9,"董  事",鄭文山
091法登他000004,10,"董  事",莊鳳麟
091法登他000004,11,"董  事",張信生
091法登他000004,12,"董  事",郭仁雄
091法登他000004,13,"董  事",林錦緞
091法登他000004,14,"董  事",盧建銘
091法登他000004,15,"董  事",華阿財
091法登他000004,16,"董  事",梁景龍
091法登他000004,17,"董  事",王國隆
091法登他000004,18,"董  事",陳錦超
091法登他000004,19,"董  事",白金安
091法登他000004,20,"董  事",郭峰淵
091法登他000004,21,"董  事",莊龍雄
091法登他000005,1,董事長,蔡欽泓
091法登他000005,2,"董  事",張良標
091法登他000005,3,"董  事",林朝家
091法登他000005,4,"董  事",陳憲一
091法登他000005,5,"董  事",楊振成
091法登他000005,6,"董  事",郭淑珠
