登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
079法登000001,1,2,李文福,149,0790105,0790105,0790108,11冊18頁,1,0,董事長,財團法人新復成文教基金會,0770113,台南市民權路二段二三０號,提昇文化水準及獎勵績優學生,捐贈,七十六年十二月二十九日台南市政府，南市教社字第二三三０八號,永久設立,2000000.00,1,0790105,0790221,0790221,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pJigc3XILV02Hj0Fe7OVx1eAQuCtLRtGacRBHmcbHRWZjGD9xEt5OyQ=
079法登000002,1,2,李文福,64,0790111,0790111,0790115,3冊9頁,2,2,董事長,財團法人中華基督復興會總會,0580228,台南市青年路二三二巷二一號,"為協助本財團所屬各地方教會在政府法律之下，導照新舊約聖經，宣        傳耶穌基督救人救世之福音，並興辦教育及一切有關文字佈道廣播，        及社會慈善事業。",由信徒捐獻,五十二年二月十九日台灣省政府，府民一字第一四七五四號,無限期,959100.00,1,0790111,0790124,0790124,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VoL4u4y6N1t_NvYXTSOMrl2FcBX1KBYZjQz-DtAbiBSPwndFA8d3Uw==
079法登000006,1,2,李文福,163,0790118,0790118,0790121,12冊9頁,2,2,董事長,財團法人向陽文教基金會,0780804,台南市新建路四一巷八號,以推廣特殊教育及社會教育等功能為主旨,由各董事提供捐助由社會資源,七十八年六月十五日台南市政府，南市教社字第一五五四號,永久,1000000.00,1,0790108,0790208,0790208,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MgXwmMoKUqbD5zDCwFW2Nfyvg1yHvV6sNgD_ULe4oKdYrzdVJXtLsFw=
079法登000007,1,2,李文福,66,0790119,0790119,0790122,4冊1頁,2,2,董事長,財團法人台灣省台南縣白河鎮大仙寺,0581018,台南縣白河鎮仙草里岩前一號,"為保護大仙寺財產及宣揚佛教促進信徒情感團結合作改善民俗佈善濟        世舉辦公益事業增進社會福利",由大仙寺原有財產捐助外並視業務擴展情形隨時募捐,五十八年九月十六日台南縣政府，南府民行字第七四五０七號,無限期,3271011.00,1,0790119,0790213,0790213,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4xoSRsQwFV4y5q6dwAFZ50wnSugm6Ez8WxTkXhOfVcYnDF3o3iFDNg==
079法登000008,1,1,李文福,171,0790203,0790203,0790206,12冊17頁,,0,董事長,財團法人私立長榮工學院,0790203,台南市林森路二段七十九號,"發展高深學術研究，培養高級專門人才，服務國家社會造福人群為目        的。",捐助財產承諾書人、創辦人、本工學院董事長暨其他熱心教育人士。,七十八年六月六日教育部，台︵七八︶高二六四八八號,永久性,326983178.00,1,0790203,0790301,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zYY2iJQxcuMu8rHB8PNWzFLqrAaINd925_2BikzOx-dvkIcqZJbBOpI=
079法登000012,1,2,李文福,18,0790201,0790203,0790215,1冊18頁,2,5,艾德華,財團法人天主教味增爵會,0470606,台南市南寧街六十七號,協助中國當地主教傳教，供應味增爵會士一切設備及經費，在宗教、文學、科學各方面培養服務中國之會士並使老邁或有疾病之會士得獲贍養，維持其會士現在及將來被委承辦之宗教慈善，教育社會福利各事業。,捐助,台灣省政府民政廳民國四十七年四月十一日四十七府民一字第三四八０一號,無限期,70238822.00,1,0790203,,,,,700,,,,,,,,"第4屆董事任期屆滿，改選第5屆董事。
代表法人之董事：艾德華。
新任董事印鑑。
財產總額變更：新台幣柒仟零貳拾參萬捌仟捌佰貳拾貳元整。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5eCDM-7K2yFHX4iWaGUOE8jgt9coJ3djKQoanjxE-cEwqK-l5yLSNA==
079法登000017,1,2,李文福,5,0790215,0790215,0790218,1冊5頁,2,2,董事長,財團法人台灣製鹽總廠職工福利委員會,0450713,台南市健康路一段二九七號,辦理台灣製鹽總廠本廠及所屬各鹽場及儲運處辦事處職工福利事項,遵照奉定鹽工福利專款及依照職工福利金條例規定提撥福利金,四十五年五月七日台南省政府社會處，社勞福字第００三０號,無限期,31064005.00,1,0820531,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6mElFa0beGG8zY5rCc5dBM1PdpkV-E17EWqwCWIlri7IfYfTLbqZ
079法登000018,1,1,李文福,172,0790402,0790402,0790406,12冊18頁,,0,董事長,財團法人崇禮文化教育基金會,0790402,台南縣永康鄉大橋三街二三九號三樓,"發揚中華倫理文化，舉辦國學講座，辦理有關文教事業，設置在校同        學敦品勵學獎學金及資助各種文教活動。",董事出資壹佰五拾萬元、基金之孳息收入、其他。,七十九年二月二十二日台南縣政府，府教社字第一六七四四號,永久,1500000.00,1,0790402,0790416,0790416,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kx8JlrU3bO1PmV4yjQ_o6K9lF6XbKm8pRw1kDXnrCnPhHRLNvDWMmj0=
079法登000019,1,2,李文福,143,0790308,0790308,0750311,11冊12頁,2,2,董事長,財團法人台灣省台南市基督教路德會,0751124,台南市安南區安中路一段七００巷四十四號,本基督教救世救人精神，在台南市內傳揚基督教義，服務社會人群,由美國路德會及本會教友捐贈,七十五年十一月七日台南市政府，南市民服字第八七七六九號,永久,900000.00,1,0790308,0790403,0790403,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i7LnL4-7-6TZnpELdo4DPnYfahRyVcRsKSdy7NtWvEZ1JLJRP1dCPeg=
079法登000022,1,2,李文福,54,0790331,0790331,0790404,2冊24頁,2,2,董事長,財團法人台灣省台南縣私立昭明國民中學,0560127,台南縣七股鄉大埕村三一五號,以創辦私立昭明國民中學並謀其發展為目的,由董事會捐助,五十一年七月二十七日台灣省政府教育廳教二字第０八八０二號,永久,96987517.00,1,0790331,0790418,0790418,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gY7DpqeIm1mM1NlGo3QQr3B-Wh91GnRrmdTHTSTQyulg3M7jKA2gaw==
079法登000025,1,2,李文福,111,0790416,0790416,0790420,8冊7頁,2,2,董事長,財團法人台灣省私立統一企業社會福利慈善事業基金會,0670213,台南縣永康鄉鹽行村中正路三０一號,辦理並發展社會救濟事業,由統一企業股份有限公司捐助,六十六年十二月二日台灣省政府社會處，社四字第五一七二四號,無限期,100000000.00,1,0790416,0790427,0790427,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tl1uRj_pw1pEM5L2AX41xalucMesMPxStUh6Uh4ynu0iuRwkMFBiBsw=
079法登000027,1,2,李文福,84,0790416,0790416,0790423,5冊10頁,2,2,董事長,財團法人台灣省台南市私立六信高級家事商業職業學校,0620623,台南市新都路二十號,創辦台灣省台南市私立六信高級家事商業職業學校並謀其健全發展,捐助,六十二年六月八日台灣省政府教育廳教三字第四一三四二號,無限期,42704889.00,1,0790416,0790510,0790510,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/77nqgSrjNRK2IlKzHhkfO7aJPeowNvAfpmNFhIEDyVSrCkTKxVEtBw==
079法登000028,1,1,李文福,173,0790417,0790417,0790420,12冊19頁,,0,董事長,財團法人台南市私立佛濟社會福利慈善事業基金會,0790417,台南市南區大成里健康路一段四０一號三樓,"一、佛濟舊衣收集中心。二、貧困民眾濟助。三、老人福利。              四、兒童福利。五、殘障福利。",董事會贊助、基金利息。,七十九年四月九日台南市政府，南市社福字第四五五五一號,永久,3000000.00,1,0790417,0790508,0790508,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/928Qc6xxmb0QZLjQecjGkORGAN8hxOspeEMmfgZdcaX55oVTAtACwXM=
079法登000029,1,2,李文福,140,0790517,0790517,0790521,11冊9頁,2,2,董事長,財團法人台南市文化基金會,0750722,台南市中華東路三段三三二號,"一、協助堆動文化復興事業  二、舉辦國際性全國性地方性活動            三、獎勵高水準藝文活動    四、發行或出版文化專刊著作                五、其他與文化活動有關之事項",捐助,七十五年七月三日台南市政府，南市教社字第六０五九一號,無限期,34200000.00,1,0790517,0790602,0790602,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/i7rXEuyytvoyvFZtxwNh-vdw_fzeQMd4vV-CI_sb4lQaxN4CoV1zJCc=
079法登000030,1,2,李文福,126,0790503,0790503,0790508,10冊3頁,2,2,董事長,財團法人大成國中獎助學金基金會,0720426,台南市西門路一段三０六號,"以協助政府普及國民教育獎勵品學兼優學生及獎助家境清寒學生完成        國中教育為宗旨。",自由捐助,七十二年三月十六日台南市政府，南市教國字第０三九九九號,不定期,3225000.00,1,0790503,0790517,0790517,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TYiommTbEj3yFNiZAe-Zx7dC7jhOZ7qPhkFA4fY_qHmI62OHjOpj5-o=
079法登000031,1,2,葉潤霖,31,0790510,0790510,0790513,2冊1頁,2,2,董事長,財團法人台灣省台南市私立建業高級中學,0511210,台南市大成路一段二十六號,百年樹人，為國育材,自由樂捐,五十一年四月十六日台灣省政府教育廳教二字第二五二二一號,無限期,9396377.00,1,0820602,0820602,0820602,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Psmq5p_qYMM4hdlmX_MvBV4onYlLBIjyxO3CVwpdXUpkb5OMjrB8Dg==
079法登000032,1,1,李文福,174,0790514,0790514,0790518,12冊20頁,,0,董事長,財團法人中華民國捐血事業基金會,0790514,台北市南海路三號三樓,"本會以建立無償供血制度，辦理捐供血業務，提高醫療用血品質，保        障病患權益，增進國民健康為目的。",由中華民國捐血運動協會捐助設立,七十九年三月五日行政院衛生署，衛署醫字第八六一一九二號,永久,573229788.00,1,0790514,0790523,0790523,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uVXGHH_I4KqHkjhV2jIaHXFFj2Hins21nkQV6ZxlsitKj08xXsW68Kc=
