登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
089法登他000001,1,2,李添興,436,0881230,0881230,0890103,13冊17頁,2,4,"洪  掛",財團法人臺中縣私立金栳社會福利基金會,0790725,臺中縣沙鹿鎮中山路三二０號,一、老人福利。二、兒童福利。三、殘障福利。四、低收收入照顧。五、貧困病患之醫療。六、貧困子女之獎(助)學。七、老弱無依之收容救助。,"由洪  掛等捐助","臺中縣政府      中華民國七十九年六月二十五日","永  久",16091000.00,1,0881230,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rEch6Ko967tYDJexe30nANNlZKpttsHAmvUwc4zJCFzEU4tCR7RH5aXo2aE=
089法登他000002,1,2,李添興,865,0890103,0890103,0890103,21冊43頁,1,1,廖祿立,財團法人臺灣省臺中市正覺堂,0880803,臺中市西屯區西安南巷五號,本佛教之精神，宣揚佛教教義，教化人心，實現人間淨土及辦理社會福利服務及社會救助。,由廖祿立、卓春美捐助,"臺中市政府　   中華民國八十八年七月二十三日",永　久,37788300.00,1,0890103,,,,,,,,,,,,,章程變更：捐助章程第三條、第二十八條修訂及增訂第三十二條。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lhLoCiIU2busz21OnRBxpLrqcwpJLYp7ra2n-dUDPcXcQR5Xo2yWC5WtZe4=
089法登他000003,1,2,李添興,130,0890104,0890104,0890104,5冊14頁,1,15,林芳媖,財團法人臺灣省臺中縣私立明臺高級家事商業職業學校,0500818,臺中縣霧峰鄉萊園路九十一號,為遵照國家政策暨現行教育法令之規定辦理中等學校並謀其發展。,由林攀龍等捐助,"臺灣省政府教育廳     中華民國三十九年八月四日","永  久",235009082.00,1,0890104,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JItb-z0GHtjS05FRITVzMayBXR2wSEpp-_SbT5IS_ePwS_uTcL9VjjCz-zs=
089法登他000004,1,2,李添興,224,0890107,0890107,0890107,8冊15頁,2,6,陳景軒,財團法人臺灣省臺中市明德宮天聖堂,0620727,臺中市北區明德里忠明七街一０號,闡揚聖德宣化教義復興中華文化兼辦公益事業。,由白青宗等捐助,"臺中市政府    中華民國六十二年六月二十日","永  久",82012295.00,1,0890107,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GvemXVLOgXqiMD0J1XR8wr6FWzdHvgx0u7uq7klh2jPze2ASSgdFuCowABM=
089法登他000005,2,2,李添興,771,0890107,0890107,0890107,20冊9頁,1,1,張國正,社團法人臺中縣超揚藏密佛學會,0870119,臺中縣潭子鄉得天街五十一巷二十六號,以宏揚國粹西藏密宗無上密法，氣功修觀，心氣不二自然口訣，成就清淨金剛身，自利利他，實踐佛道淨業，慈悲濟世，增進福慧資糧，淨化人心，轉識成智，修正自己偏差行為，改善社會不良習性，建立慈悲博愛，樂觀進取，安和自在，身心健全社會為宗旨。,社員會費等,"臺中縣政府    中華民國八十六年九月二十八日","永  久",21414.00,1,0890107,,,,,,,,,,,,,章程變更：章程第一條、第六條修訂。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DDVDX-x34zMGO1U9k_E1ILlkU0nzaOoEEu3fJlD9qa6kArqH8CvEkhCUCeI=
089法登他000006,1,2,李添興,332,0890110,0890110,0890110,11冊11頁,2,7,何肇喜,財團法人臺灣省私立佛教密藏院慈善事業基金會,0740714,臺中縣大里市國光路二段七六九號五樓之一,以佛教慈悲宏願，推展社會福利事業，宏揚佛教教義，淨化人心，發揚中華文化。,由創辦人田壁雙發起暨陳光凱等捐助。,"臺灣省政府社會處   中華民國七十三年九月五日","永  久",12000000.00,1,0890110,,,,,,,,,,,,,"章程變更：捐助章程第八條、第十三條、第十六條修訂。依本院八十九年
度法字第一號裁定變更。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2yHcKoNaRC7rlwzJqAQWQ-Ddy7yPxycuh3WbFPqGFbOiW3tg3j4qPQbtKqw=
089法登他000007,1,2,李添興,326,0890110,0890110,0890110,11冊5頁,2,5,賴啟洹,財團法人臺中市私立天生慈益基金會,0730611,臺中市西區精誠路四Ｏ五號四樓之三,以弘揚中華文化，提倡國民道德，輔助社會福利，辦理慈善公益為宗旨。,由賴天生捐助,臺中市政府　　中華民國七十三年五月二十四日,"永  久",5000000.00,1,0890110,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/x8WWExVkSzQgNh9TZebdCQeLV7wRQWvLm2lVHozbEsX1JOYiLr-4nNxj3-A=
089法登他000008,1,2,李添興,375,0890113,0890113,0890113,12冊6頁,2,5,胡思德,財團法人基督教黎明啟傳道會,0760720,臺中市北屯區陳平路六十五巷八十三號,本耶穌基督之精神，以宣揚福音，服務社會，建立教會，辦理教育慈善事業為宗旨。,由西德基督教黎明啟傳道會捐助,"臺中市政府   中華民國七十六年六月二十二日","永  久",600000.00,1,0890113,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QTYXREh_RY8PfGLZ5mhvAakKbajbCWUp48VxVJpYOhgkVuAoQrxRPyPQY_c=
089法登他000009,1,2,李添興,901,0890115,0890115,0890117,22冊19頁,2,2,李生傳,財團法人私立傳統慈善基金會,0840927,臺中市中區公園路一０五號,為倡導孝道世界，提倡人生佛教，促進家庭和樂，喚醒世道人心，期以帶動社會安和，籌建智障孤兒教養及關懷老人，提倡孝養觀念，使之有適當之安養與庇護，為慈善盡一分愛心。,各界捐助,"臺南縣政府  中華民國八十四年九月十五日",永久,10000000.00,1,0890115,,,,,,,,,,,,,"章程變更：捐助章程第一、四、三十一條修訂。依台灣台南地方法院八十
八年度聲字第八七五號裁定變更。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Kx1zHdqJAIrelIFslpbcZYm4mPthJves0hOvNuD8ix2Ol3akRNs4DwtXz1o=
089法登他000010,1,2,李添興,329,0890118,0890118,0890118,11冊8頁,2,6,周弘義,財團法人臺中縣私立榮富慈益基金會,0730919,臺中縣大里市中興路二段六一九號,以弘揚中華文化，提倡國民道德，輔助社會福利，辦理慈善公益為目的。,由周榮富捐助,"臺中縣政府  中華民國七十三年八月二十七日","永  久",10000000.00,1,0890118,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AnJLEaL6AB-GY51Af9XGF4ETzhPEFcLexm0GTV-9Ef7-dvs2TTkcZNFU4l4=
089法登他000011,1,2,李添興,248,0890119,0890119,0890120,9冊25頁,2,9,張明峻,財團法人臺中回教清真寺,0640108,臺中市大墩南路四五七號,宣揚回教教義及促進社會安和樂利，舉辦公益慈善教育事業。,由國內外教胞捐助,"臺中市政府　   中華民國六十四年一月十日","永  久",303335.00,1,0890119,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TGyWbNA7xuER_1ktmfefVQ1JctL763avdCsimYZPZJnpiYZryBz-eKmFlQM=
089法登他000012,2,2,李添興,658,0890124,0890124,0890124,17冊42頁,2,2,"郭  三",社團法人臺中縣中和慈善會,0841205,臺中縣后里鄉中和路一三七巷五號,一、以發輝慈善為懷，人溺己溺之精神，提高社會文化道德為宗旨。二、以行善為快樂之本。三、本會不具政治宗教色彩。,會員會費等。,臺中縣政府　　中華民國八十四年八月二十四日,永　久,350000.00,1,0890124,,,,,,,,,,,,,章程變更：組織章程第十五條、第十八條修。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hgdAS8-YOJ_6I7sZGK3i--Nsi2Jm4yAqxvBdU9ZZ1KRbMQfisFjaXnsqQRU=
089法登他000013,1,2,李添興,832,0890124,0890124,0890124,21冊10頁,1,1,陳明地,財團法人沙鹿國小校務發展基金會,0880309,臺中縣沙鹿鎮中正街三號,以促進沙鹿國小之發展，充實學校設施，贊助教育活動，獎助學生向學，發展學生才藝為目的。,由沙鹿國小創校九十週年校慶籌備委員會、沙鹿國小校友會、沙鹿國小家長委員會捐助。,"臺中縣政府     中華民國八十八年二月十日","永   久",6000000.00,1,0890124,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-R8PIQ5E5fgxdmpHHXLsTFvtu4EdkgHaztzH5_QneoX7z7Fin_u7mQ1GUsc=
