登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
089法登他000001,1,2,黃國忠,263,0890103,0890107,0890107,6冊77頁,,0,呂秀蓮,財團法人國家展望文教基金會,0870826,桃園市縣府路三三二之六號七樓Ｂ區,從事文化教育及公益活動。,捐助,教育部八十七年八月十三日台(87)社(四)字第八七０九００一四號,永久,10000000.00,1,0890107,0890120,0890120,,,,,,,,,,,,,,,
089法登他000002,1,2,黃國忠,299,0890103,0890111,0890111,7冊51頁,,0,劉金鐘,財團法人桃園縣私立脊髓損傷潛能發展中心,0880525,桃園市宏昌七街二十九號一樓,以辦理社會福利慈善事業為目的,捐助,桃園縣政府八十八年四月十七日八八府社政字第０七０八八一號,永久,1000000.00,1,0890111,0890201,0890201,,,,,,,,,,,,,,,
089法登他000003,1,2,黃國忠,30,0890103,0890107,0890107,1冊121頁,,0,黃東榮,財團法人台灣省桃園縣私立光啟高級中學,0600821,桃園縣龜山鄉龍壽村自由街四十號,為遵照國家教育政策及現行教育法令規定，創辦桃園縣私立光啟高級中學並謀其發展為其目的。,捐助,台灣省政府教育廳中華民國六十年八月廿一日教二字第六四一八二號函,永久,418862244.00,1,0890107,0890114,0890114,,,,,,,,,,,,,,,
089法登他000004,1,2,黃國忠,144,0890103,0890111,0890111,4冊38頁,,0,賴銹慧,財團法人楊梅鎮國民中小學文教基金會,0840206,桃園縣楊梅鎮民豐路六十九號,協助學校改善環境發展校務獎勵教師研究進修促進學生敦品勵學。,捐助,桃園縣政府八十三年十二月十六日八三府教社字第二五三四八四號,永久,2036000.00,1,0890111,0890214,0890214,,,,,,,,,,,,,,,
089法登他000005,1,2,黃國忠,40,0890107,0890107,0890107,2冊1頁,1,0,謝東明,財團法人私立南亞工商專科學校,0581016,桃園縣中壢市中山東路三段四一四號,創辦私立南亞工商專科學校以配合國家經濟建設，培養工業技藝人才為目的,由捐助人捐助,教育部五十八年十月二日台（五八）專字第二０三六三號許可設立,永久,945762613.00,1,0890110,0890114,0890114,,,,,,,,,,,,,,,
089法登他000006,1,2,黃國忠,304,0890107,0890124,0890124,7冊61頁,,0,謝長勝,財團法人農漁會聯合資訊中心,0880621,桃園縣蘆竹鄉龍壽街一段十八巷十號,本中心在策進農、漁會整體業務電腦化，建立相關之服務資訊系統，增進工作效率，提昇服務品質，促進業務發展為宗旨。,捐助,行政院農業委員會八十八年五月十二日（八八）農輔字第八八一二０二一三號,永久,6000000.00,1,0890124,0890309,0890309,,,,,,,,,,,,,,,
089法登他000007,1,2,黃國忠,34,0890107,0890126,0890126,1冊129頁,,0,"李  煖",財團法人台灣省桃園縣新屋鄉天后宮,0611001,桃園縣新屋鄉笨港村四十五號,以闡揚道教提倡國民道德，改良社會風俗，敦睦信徒友誼，樹立團結精神及增進福利並興辦慈善公益事業。,捐助,桃園縣政府六十一年十月五日桃府民行字第七二八九八號,永久,1226540.00,1,0890126,0890216,0890216,,,,,,,,,,,,,,,
089法登他000008,1,2,黃國忠,120,0890120,0890218,0890218,3冊79頁,,0,黃茅生,財團法人台灣省桃園縣私立泉僑高級中學,0560610,桃園縣龍潭鄉十一份中山路一號,以辦理私立泉僑中學為國家培養優秀人才為目的。,捐助,台灣省政府教育廳民國五十三年八月一日教二字第四三０三號,永久,107700508.00,1,0890218,0890307,0890307,,,,,,,,,,,,,,,
089法登他000009,1,2,黃國忠,266,0890201,0890202,0890202,6冊83頁,,0,呂進芳,財團法人桃園縣私立景福宮社會福利慈善事業基金會,0870903,桃園市中正路二０八號,老人福利、老人安養、老人療養、老弱無依之收容救助、兒童救助。,捐助,桃園縣政府八十七年八七府社合字第一四０七九三號,永久,30000000.00,1,0890202,0890307,0890307,,,,,,,,,,,,,,,
089法登他000010,1,2,黃國忠,185,0890201,0890418,0890418,5冊21頁,,0,林熺達,財團法人大溪鎮大嵙崁文教基金會,0851009,桃園縣大溪鎮普濟路十一號,辦理社會教化、推動各項文化、藝術活動等。,捐助,桃園縣政府八十五年十月二日（８５）府教社字第一四九七七八號函,永久,5230000.00,1,0890418,0890512,0890512,,,,,,,,,,,,,,,
