登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
085法登他000001,1,2,林以長,139,0850104,0850104,0850105,6冊13頁,2,3,莊國欽,財團法人嘉義市沐恩文教基金會,0811224,嘉義市忠孝路七五二號,促進社會的文化、教育、科技、藝術之進步、培養賢才，增進社會公益、造福人群為宗旨,勸募,臺灣省嘉義市政府中華民國八十一年十二月十二日,永久,6360000.00,1,0850104,0850111,0850111,,,,,,,,,,,,,,,
085法登他000002,1,2,林以長,143,0850104,0850104,0850105,6冊17頁,2,2,莊惠美,財團法人錦繡文教基金會,0820202,嘉義市忠孝路七五二號,推動及贊助有關提昇文化藝術運動，醫療保健水準之活動。,捐助,嘉義市政府81年12月24日八一府教社字第066979號,永久,5000000.00,1,0850104,0850111,0850111,蔡碧妙,嘉義市世賢路一七七號,,,,,,,,,,,,,
085法登他000003,1,2,林以長,64,0850105,0850106,0850110,3冊43頁,2,3,周治平,財團法人私立大同商業專科學校,0620531,嘉義市彌陀路二五三號,以創辦私立大同商業專科學校，並謀其發展。,由創辦人朱榮貴、程傑慷等十七人捐贈,教育部中華民國61年7月25日台(61)專字第17204號令,永久,316703904.20,1,0850106,0850111,0850111,,,,,,,,,,,,,,,
085法登他000004,1,2,林以長,56,0850116,0850116,0831119,3冊28頁,,0,何建成,財團法人台灣省嘉義縣私立恊志高級工業家事職業學校,0600514,嘉義縣民雄鄉東榮村建國路二段二八五巷十一號,創辦私立恊志高級工業家事職業學校並謀發展。,由創辦人何明宗等捐資。,臺灣省政府教育廳，民國六十年五月六日。,永久,302868366.50,1,0850116,0850122,0850122,何建成,嘉義縣民雄鄉民生路四十號,,,,,,,,,,,,,
085法登他000006,1,2,林以長,79,0850122,0850122,0850122,4冊10頁,,0,賴旭星,財團法人臺灣省嘉義市私立東吳高級工業家事職業學校,0640521,嘉義市宣信街二五二號,發展地方教育，培養國家適用人材。,彭文鴻捐助,"台灣省政府教育廳 中華民國六十四年五月二十日",無限期,217456857.00,1,0850122,0850125,0850125,,,,,,,,,,,,,,,
085法登他000007,1,2,林以長,130,0850123,0850123,0840806,6冊4頁,1,2,簡秀惠,財團法人私立南華管理學院,0791011,嘉義縣大林鎮中坑,配合政府文教政策，國家建設人力需求及協助政府培育工商管理學術人才，成立管理學院而謀其健全發展，增進學術研究與企業交流。,由李哲朗等十五人捐助,教育部78.12.19台78高字第62820號、79.08.10台79高字38850號、80.12.09台(80)高字第66517號函,永久,300000000.00,1,0850123,0850130,0850130,,,,,,,,,,,,,,,
085法登他000008,1,2,林以長,33,0850130,0850130,0850130,2冊3頁,2,11,劉振忠,財團法人台灣省嘉義市私立輔仁高級中學,0540226,嘉義市吳鳳南路二七０號,創辦私立輔仁中學並謀其發展為目的。,天主教聖言總會捐助。,台灣省政府教育廳，民國五十一年七月二十日教二字第０二八八七號。,無限期,174620533.00,1,0850130,0850203,0850203,,,,,,,,,,,,,,,
085法登他000009,1,2,林以長,129,0850212,0850212,0850212,6冊3頁,,0,鄭美慧,財團法人嘉義市安慧學苑文教基金會,0790813,嘉義市文化路八二０號,以弘揚佛陀教育，淨化人心，推展文化教育活動為目的,捐助,嘉義市政府七十九年四月三十日七九府教社字第二三六０一號,永久,1290609.00,1,0850212,0850216,0850216,,,,,,,,,,,,,,,
085法登他000010,1,2,林以長,41,0850212,0850212,0850212,2冊11頁,,11,陳榜列,財團法人臺灣省嘉義縣朴子高明寺,0550524,嘉義縣朴子市山通路七三號,為加強維護管理寺產，並宣揚佛教教義福利社會為宗旨。,捐助,嘉義縣政府　民國五十五年五月十四日,永久,2682807.00,1,0850212,0850223,0850223,,,,,,,,,,,,,,,
085法登他000011,1,2,林以長,44,0850214,0850214,0850215,2冊14頁,2,5,蕭瑞煌,財團法人台灣省嘉義市保生大帝震安宮,0551229,嘉義市西門街一六八號,以遵奉政府法規，敬神祭祀，繁榮地方，宣揚道德，協助慈善事業。,樂捐,嘉義縣政府中華民國63年4月8日嘉府嘉民行字第25901號許可書,無限期,473300.00,1,0850214,0850227,0850227,,,,,,,,,,,第四屆董監事任滿，改選第五屆董監事。,,,,
085法登他000012,1,2,林以長,27,0850214,0850214,0850215,1冊27頁,1,0,蔡幸璣,財團法人台灣省嘉義市私立稚暉高級工業家事職業學校,0520301,嘉義市彌陀路五十號,以創辦高級職業學校並謀其發展。,董事會捐集所得悉數捐助。,臺灣省教育廳49年9月9日教二字第03117號函,無限期,118461658.60,1,0850214,0850224,0850224,,,,,,,,,,,,,,,
085法登他000013,1,2,林以長,76,0850305,0850305,0850305,4冊7頁,,5,林瑞興,財團法人台灣省嘉義市南屏宮,0640502,嘉義市林森東路一七一號,奉祀主神濟公活佛，提倡我國固有道德，宣揚聖道而造福社會人群。,由各信徒自由樂捐。,嘉義縣政府六十四年五月十日嘉府嘉民行字三七四五七號,無限期,1229953.00,1,0850305,0850308,0850308,,,,,,,,,,,,,,,
085法登他000014,1,2,林以長,57,0850307,0850307,0850307,3冊29頁,,10,江瑞棟,財團法人台灣省嘉義縣私立同濟高級中學,0600922,嘉義縣大林鎮三和里中興路二段三０三號,以創辦私立同濟高級中學並謀其發展捐私為公。,捐助,台灣省政府教育廳　中華民國六十年八月六日,無限期,58347079.00,1,0850307,0850309,0850309,,,,,,,,,,,,,,,
085法登他000015,1,2,林以長,46,0850308,0850308,0850309,3冊3頁,,10,劉振忠,財團法人臺灣省嘉義市私立宏仁女子高級中學,0560503,嘉義市忠孝路六六七號,創辦私立宏仁女子高級中學並謀發展。,天主教嘉義教區捐助。,臺灣省政府教育廳，民國五十五年七月十五日,永久,106291603.91,1,0850308,0850313,0850313,,,,,,,,,,,,,,,
085法登他000016,1,2,林以長,34,0850308,0850308,0850319,2冊4頁,,0,黃宗焜,財團法人台灣省嘉義市私立嘉華高級中學,0540602,嘉義市長竹里水源地九號,創辦私立嘉華中學，並謀其發展為目的。,捐助。,"台灣省教育廳  民國五十年四月十五日",無限期,96133537.00,1,0850308,0850313,0850313,,,,,,,,,,,,,,,
085法登他000017,1,2,林以長,35,0850313,0850313,0850313,2冊5頁,,5,柯博識,財團法人天主教聖言會,0540702,嘉義市吳鳳南路二六八號,宣揚天主教教義，倡導教育及一切有關社會之救濟事業。,捐助,民國四十八年四月二十九日　臺灣省政府民政廳,不定期限。,283185641.30,1,0850313,0850315,0850315,,,,,,,,,,,,,,,
085法登他000018,1,2,林以長,61,0850319,0850319,0850320,3冊37頁,1,8,劉振忠,財團法人台灣省嘉義市私立立仁女子高級工商職業學校,0620319,嘉義市吳鳳南路五四七巷二二號,興辦私立立仁女子高級工商職業學校並謀求發展,天主教聖愛會捐助,"臺灣省政府教育廳  民國六十二年二月九日",無期限,120145608.00,1,0850319,0850321,0850321,,,,,,,,,,,,,,,
085法登他000019,1,2,林以長,130,0850325,0850325,0850325,6冊4頁,1,2,簡秀惠,財團法人私立南華管理學院,0791011,嘉義縣大林鎮中坑,配合政府文教政策，國家建設人力需求及協助政府培育工商管理學術人才，成立管理學院而謀其健全發展，增進學術研究與企業交流。,由李哲朗等十五人捐助,教育部78.12.19台78高字第62820號、79.08.10台79高字38850號、80.12.09台(80)高字第66517號函,永久,300000000.00,1,0850325,0850327,0850327,,,,,,,,,,,,,,,
