登記案號,序號,職稱,姓名
067法登000001,1,董事長,魏思悌
067法登000001,2,"董  事",麥迪生
067法登000001,3,"董  事",王明善
067法登000001,4,"董  事",姜幼山
067法登000001,5,"董  事",胡保炭
067法登000001,6,"董  事",邵瑞雄
067法登000001,7,"董  事",張鴻賓
067法登000001,8,"董  事",陳文富
067法登000001,9,"董  事",談宗德
067法登000002,1,董事長,蘇承家
067法登000002,2,"董  事",蔡瑞洋
067法登000002,3,"董  事",林新昭
067法登000002,4,"董  事",施口貊
067法登000002,5,"董  事",林朝魁
067法登000002,6,"董  事",黃揚名
067法登000002,7,"董  事",莊伯庸
067法登000004,1,董事長,吳三連
067法登000004,2,"董  事",蔡鴻文
067法登000004,3,"董  事",吳修齊
067法登000004,4,"董  事",張文獻
067法登000004,5,"董  事",陳　口
067法登000004,6,"董  事",孫國勛
067法登000004,7,"董  事",高清愿
067法登000004,8,"董  事",鄭高輝
067法登000004,9,"董  事",辛文炳
067法登000004,10,"董  事",梁許春菊
067法登000004,11,"董  事",吳尊賢
