登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
113法登他000001,2,2,林德盛,33,1130118,1130118,1130118,2冊20頁,2,9,呂燕來,社團法人澎湖縣東衛呂氏宗親會,0881103,澎湖縣馬公市東衛里一六七之一號,團結宗親，傳承體制，發揚孝悌精神。,會員入會費、上級補助、宗親贊助及其他。,澎湖縣政府八十八年十月十八日八八澎府社行字第六一九八五號函,永久,300000.00,1,1130118,,,,,,,,
113法登他000002,1,2,林德盛,95,1130123,1130201,1130201,4冊34頁,1,1,呂金發,財團法人澎湖縣泰嘉社會福利慈善事業基金會,1100820,澎湖縣馬公市樹德路11號,以辦理社會福利慈善事業為目的,由呂金發、呂金盛、鄭志宏、泰嘉開發建設股份有限公司、統發廣告事業股份有限公司、麗升投資有限公司捐助成立,澎湖縣政府110年8月3日府社福字第1100045515號函,永久,10000000.00,1,1130201,,,,,,,,
113法登他000003,2,2,林德盛,58,1130313,1130313,1130313,2冊45頁,2,9,吳仁祥,社團法人澎湖縣慢飛天使服務協會,0990903,澎湖縣馬公市大勇街20號,本會依法設立、非以營利目的之社會團體，以協助發展遲緩兒童及其家庭，進行早期療育之工作和提供早期療育相關人員之訓練課程為宗旨。,"（1）常年會費 （2）補助會 （3）會員捐款 （4）委託收益 （5）基金及孳息 （6）其他收入",澎湖縣政府95年3月27日府社行字第0950014618號函,永久,355919.00,1,1130313,,,,,,,,
113法登他000004,1,2,林德盛,80,1130318,1130430,1130430,4冊19頁,2,3,黃凱文,財團法人澎湖海文教醫學慈善基金會,1070418,澎湖縣馬公市虎井里虎井19號之1,以辦理澎湖縣醫學教育，衛生保健教育，促進醫學服務國際交流及文教相關社會福利慈善事業為目的,基金及財產由捐助人無償捐助之,澎湖縣政府107年3月23日府教社字第1070011852號函,永久,2000000.00,1,1130430,,,,捐助章程第7條經臺灣澎湖地方法院113年度法字第1號民事裁定准予變更。捐助章程第17條經董事會決議通過變更，報經主管機關同意備查。,,,,
113法登他000005,2,2,林德盛,46,1130401,1130401,1130401,2冊33頁,2,8,陳瑞慶,社團法人澎湖縣照顧服務協會,0921211,澎湖縣馬公市介壽路7之1號,本會為依法設立，非以營利為目的之社會福利團體，以落實政府社會福利政策，促進照顧服務品質，增進民眾福利為宗旨。,會費收入、捐助收入、計畫執行收入。,澎湖縣政府92年11月27日府社行字第0920069340號函。,永久,1346497.00,1,1130401,,,,,,,,
113法登他000006,1,2,林德盛,7,1130410,1130411,1130411,1冊11頁,2,8,黃敏正,財團法人天主教澎湖教區,0660423,澎湖縣馬公市光復路48號,辦理宗教、慈善、教育、社會福利等事業。,自由捐助。,"澎湖縣政府 66年2月9日（66）澎府民行字第02979號函。",無限期,14578261.00,1,1130411,,,,,,,,
113法登他000007,2,2,林德盛,87,1130415,1130415,1130415,4冊26頁,1,2,陳聰明,社團法人澎湖縣鎖港陳氏宗親會,1081119,澎湖縣馬公市鎖港里鎖港六路36號,"本會為依法設立，非以營利為目的之社會團體。
宗旨如下：以不忘祖德，尊宗追遠，宏揚固有倫理道德凝聚族親情感，團結互助，使後世子孫之尊卑世系，以禮待人，克勤克儉，力求上進，熱愛吾等家族為宗旨。",一、入會費。二、常年會費。三、事業費。四、會員捐款。五、其他收入。六、委託收益。七、基金及其孳息。八、其他收入。,澎湖縣政府108年11月4日澎府社行字第1080068081號函,永久,0.00,1,1130415,,,,原主事務所為澎湖縣馬公市鎖港里5鄰鎖管港313號變更為澎湖縣馬公市鎖港里鎖港六路36號。,,,,
113法登他000008,2,2,林德盛,38,1130417,1130501,1130501,2冊25頁,2,8,鄭國華,社團法人澎湖視障者協進會,0900514,澎湖縣馬公市大智街24巷27弄7號,依法設立、非以營利之社會團體，以互助為宗旨，為盲友爭取應有的福利。,政府補助，民間募款。,澎湖縣政府85年3月4日（85）澎府社行字第2439號,永久,600000.00,1,1130501,,,,,,,,
113法登他000009,1,2,林德盛,69,1130422,1130423,1130423,4冊8頁,1,4,胡昭安,財團法人海洋公民基金會,1030103,澎湖縣馬公市文光路158號,本會以結合關心臺灣環境人士，推廣環境保護運動，提升人民對環境的保護意識，並以積極行動來改善臺灣環境生態為宗旨。,由胡昭安等80位捐助,行政院環保署中華民國102年12月23日環署綜字第1020111644號函,永久,5000000.00,1,1130422,,,,捐助章程第9條經臺灣澎湖地方法院113年度法字第2號民事裁定准予變更。,,,,
113法登他000010,1,2,林德盛,85,1130618,1130702,1130702,4冊24頁,2,8,黃昱程,財團法人台灣票據交換所,1080625,臺北市中正區龍福里四鄰南海路3號2樓,為促進台灣地區票據交換及銀行間劃撥結算業務之發展，提高支付系統之安全與效率為宗旨,由台灣地區各縣市票據交換所（共十六家）共同捐助,中央銀行中華民國91年9月25日台央業字第0910054270號函,永久,5891435780.00,1,1130701,,,,一、捐助章程第14條經臺灣臺北地方法院112年度法字第75號民事裁定准予變更。二、第8屆董事、監察人姓名及住所。三、代表法人之理事：黃昱程。四、第8屆董事林文瑛卸任，繼任董事姓名及住所。五、董監事印鑑。,,,,
113法登他000011,2,2,林德盛,93,1130718,1130719,1130719,4冊32頁,2,2,林聖凱,社團法人澎湖縣職能治療師公會,1100705,澎湖縣馬公市光榮里13鄰縣府新村23號1樓,以發展職能治療專業，協助政府推動衛生保健政策，提昇全民健康，並促進會員權益為宗旨,會員會費與捐助,"澎湖縣政府  109年12月31日府社行字第1090084444號函",永久,192146.00,1,1130718,,,,"一、第1屆理、監事任期屆滿，改選第2屆理、監事。
二、代表法人的理事：林聖凱。
三、理、監事印鑑。",,,,
113法登他000012,1,2,林德盛,19,1130731,1130815,1130815,2冊6頁,2,7,顏嘉弘,財團法人澎湖馬公城隍廟,0800927,澎湖縣馬公市重慶里光明路20號（城隍廟）,為協助政府推行政令，宣揚教義發展宗教事業，並舉辦慈善事業，福利社會。,募捐或自由樂捐,澎湖縣政府80年9月9日80澎府民禮字第42273號,永久存立,64609895.50,1,1130814,,,,第七屆董、監事改選。,,,,
