登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
088法登他000001,1,2,江正雄,130,0880104,0880116,0880116,10冊7頁,2,13,張美松,財團法人台南市私立衛理幼稚園,0721001,台南市中區健康路一段三六八號,為發展國民學前教育，養成幼兒良好習慣為宗旨,財團法人中華基督教衛理公會台南教會捐獻,台南市政府民國七十二年九月二十七日南市教國字第一六００一號,無限期,6006230.00,1,0880116,0880329,,,,,,,,,,,,,,,,
088法登他000002,1,2,江正雄,57,0880104,0880305,0880305,3冊2頁,1,12,張良田,財團法人台南女子技術學院,0561208,台南縣永康市鹽行里中正路五二九號,為供應並管理私立台南女子技術學院發展所需之一切設備及經費,由創辦人唐縱等十三人所捐贈,教育部民國五十四年一月二十三日︵五四︶高字第一二四一號,無限期,1611118351.36,1,0880305,0880505,0880306,,,,,,,,,,,,,,,
088法登他000003,1,2,江正雄,26,0880104,0880302,0880303,1冊26頁,2,18,葉鴻展,財團法人台灣省台南縣私立南光高級中學,0500605,台南縣新營市中興路六十二號,為國家育才並增進台糖員工之福利為目的,出資,台灣省政府民國四十九年六月十日參玖未刪教三字第三０七八八號,無定期,153276032.00,1,0880302,0880505,,,,,,,,,,,,,,,,
088法登他000004,1,2,江正雄,42,0880104,0880115,0880115,2冊12頁,1,8,鄭再發,財團法人台灣省台南市私立慈幼高級工業職業學校,0530923,台南市裕農路八０一號,為遵照國家教育政策暨現教育法令之規定，辦理私立慈幼高級工業職業學校，並謀發展。,捐助,五十三年七月二十一日台灣省政府教育廳，教二字第四二五六九號,無限期,192195788.00,1,0880115,0880329,,,,,,,,,,,,,,,,
088法登他000005,1,2,江正雄,305,0880104,0880116,0880116,20冊9頁,1,2,陳明輝,財團法人台灣省台南市私立南中扶社會福利慈善事業基金會,0841009,台南市南門路一０一號八樓之七,一、青少年兒童福利。二、殘障福利。三、老人福利。四、社會福利慈善活動之舉辦或補助。五、清寒學生獎助金之發放。六、志願服務之辦理及推廣。七、接受主管機關指導辦理事項。,由國際扶輪社中華民國總社台灣省台南市第六分社全體社員及眷屬、公司自由認捐,台南市政府民國八十四年九月二十日八四南市社福字第三三一三九號,永久,12000000.00,1,0880116,0880329,,,,,,,,,,,,,,,,
088法登他000006,1,2,江正雄,84,0880112,0880301,0880302,5冊10頁,2,12,顏福樂,財團法人台灣省台南市私立六信高級家事商業職業學校,0620623,台南市新都路二十號,為遵照國家教育政策暨現行教育法令之規定創辦臺灣省臺南市私立六信高級家事商業職業學校並謀其健全發展。,捐助,台灣省政府教育廳民國六十二年六月八日教三字第四一三四二號,無限期,99365800.00,1,0880301,0880505,,,,,,,,,,,,,,,,
088法登他000007,1,2,江正雄,147,0880115,0880116,0880116,11冊16頁,2,5,范進財,財團法人范道南文教基金會,0761016,台南縣新營市民治路十六之五號,舉辦各種文教活動等,社會人士及企業捐助之,台南縣政府民國七十六年十月九日府教學字第一二０三七三號,無限期,16294000.00,1,0880116,0880505,,,,,,,,,,,,,,,,
088法登他000008,1,2,江正雄,55,0880116,0880302,0880302,2冊25頁,1,9,沈佩香,財團法人私立南榮工商專科學校,0560418,台南縣鹽水鎮水秀里朝琴路一七八號,本會以創辦私立南榮工商專科學校並謀其發展為目的,本財團之基金新台幣肆佰玖拾萬伍仟陸佰元整由私立南榮工商專科學校創辦人沈榮捐贈,教育部民國五十五年十月二十七日（５５）高字第一八一二四號,無限期,751897393.53,1,0880303,0880505,0880306,,,,,,,,,,,,,,,
088法登他000009,1,2,江正雄,48,0880116,0880302,0880308,2冊18頁,1,10,李世勳,財團法人私立崑山技術學院,0540924,台南縣永康市崑山里大灣路九四九號,為遵照國家教育政策及現行教育法令之規定辦理私立崑山技術學院並附設專科部，並謀其健全發展。,依本會捐助章程第六條由王嘯雲等九位董事自行捐助,教育部民國五十四年九月十八日︵五四︶高字第一四四九八號,永久,2073415877.47,1,0880303,0880505,0880306,,,,,,,,,,,,,,,
088法登他000010,1,2,江正雄,21,0880122,0880306,0880308,1冊21頁,2,13,王朱東,財團法人台灣省台南市私立瀛海高級中學,0480917,台南市安南區安慶里長溪路一段七十六號,為創辦私立瀛海高級中學並謀發展,自由籌集,台灣省政府教育廳民國四十八年六月十八日教字第三四００一號,不定期,370906600.00,1,0880306,0880505,,,,,,,,,,,,,,,,
088法登他000011,1,2,江正雄,7,0880122,0880308,0880312,1冊7頁,2,17,黃仁村,財團法人台灣省台南市私立長榮高級中學,0451229,台南市林森路二段七十九號,"本財團以發展青年身心、培養健全國民、並為研究高深學術及從事各        種職業之預備為目的。",本校係繼承私立長榮高級中學維持財團之財產,台灣省政府教育廳民國三十七年八月十二日,無限期,1176401175.00,1,0880311,0880505,,,,,,,,,,,,,,,,
088法登他000012,1,2,江正雄,155,0880122,0880303,0880303,12冊1頁,2,5,魏呈祥,財團法人台南縣私立噶瑪噶居蔣揚社會福利慈善事業基,0780105,台南縣左鎮鄉左鎮村九一之二號,"一、辦理急難貧困救助二、協助政府辦理公益慈善事業三、獎助清寒優秀學生四、其他社會福利事項五、資助寺廟之興建、六辦理戒毒防治中途之家、辦理    防治性交易教養機構。",接受團體或個人的捐助,七十七年十二月十三日台南縣政府，府社福字第一四六一二六號,無限期,7000000.00,1,0880303,0880505,,,,,,,,,,,,,,,,
088法登他000013,1,2,江正雄,346,0880122,0880301,0880301,22冊17頁,1,0,翁政義,財團法人蘇雪林教授學術文化基金會,0860327,台南市大學路一號,推崇蘇雪林教授在文學、藝術及教育上之卓越成就，以推展文化教育及學術研究為宗旨。,自由捐助,台南市政府八十六．三．十八同意籌設,永久,3200000.00,1,0880301,0880505,,,,,,,,,,,,,,,,
088法登他000014,1,2,江正雄,202,0880201,0880403,0880403,13冊6頁,2,4,陳正男,財團法人成大化工文教基金會,0810318,台南市大學路一號,為培育化學工程人才，協助化學工程之教學與研究。,系友與各界熱心公益人士捐助︵自由捐助︶,台南市政府民國八十年十二月三日南市教社字第二九七八五號,永久,8000000.00,1,0880403,0880714,,,,,,,,,,,,,,,,
088法登他000015,1,2,江正雄,355,0880201,0880306,0880310,23冊6頁,1,2,周樑勳,財團法人張桐生學術文教基金會,0860505,"台南市大學路一號    國立成功大學物理系。",培育科技人才，推動物理教學與研究。,由籌備委員募集，並接受各界無條件之捐助。,台南市政府教育局，86年4月1日八六南市教社字第一一一六八號函許可設立。,永久,2000000.00,1,0880306,0880615,,,,,,,,,,,,,,,,
088法登他000016,1,2,江正雄,118,0880205,0880304,0880305,9冊5頁,2,4,許顏彩娥,財團法人新營市天理教真明新營教會,0690823,台南縣新營市開元路一０三巷一一八號,宏揚天理教義，發展社會公益事業,信徒捐助,六十九年七月五日台南縣政府，府民行字第七四一三五號,無限期,641816.00,1,0880304,0880615,,,,,,,,,,,,,,,,
088法登他000017,1,2,江正雄,122,0880206,0880306,0880308,9冊9頁,2,5,董事長,財團法人台灣省台南縣新化鎮新化基督教聚會所,0710410,台南縣新化鎮東榮里中興路五三四巷五十七號,傳揚基督耶穌之福音勸化人心向善致力社會公益,以信徒自由捐助方式並視捐助人心願出資,七十一年四月十日台南縣政府，府民行字第一八六一五號,無限期,284073.00,1,0880306,0880615,,,,,,,,,,,,,,,,
