登記案號,序號,職稱,姓名
088法登社000002,1,常務理事,劉清奇
088法登社000002,2,常務理事,許榮樂
088法登社000002,3,"理    事",李秋華
088法登社000002,4,"理    事",林麗珠
088法登社000002,5,"理    事",林鳳英
088法登社000002,6,"理    事",林惠玉
088法登社000002,7,"理    事",呂百川
088法登社000002,8,"理    事",吳麗卿
088法登社000002,9,常務監事,何林淑珠
088法登社000002,10,"監    事",張美麗
088法登社000002,11,"監    事",石范迪
088法登社000005,1,"理 事 長",柳逸義
088法登社000005,2,常務理事,李光雄
088法登社000005,3,常務理事,許財清
088法登社000005,4,常務理事,林梧桐
088法登社000005,5,常務理事,林明益
088法登社000005,6,理　　事,黃玲芳
088法登社000005,7,"理　  事",林榮華
088法登社000005,8,"理　  事",陳建忠
088法登社000005,9,"理　  事",李光良
088法登社000005,10,"理　  事",鐘文宏
088法登社000005,11,"理　  事",陳春生
088法登社000005,12,"理　  事",簡增燦
088法登社000005,13,"理　  事",林勝華
088法登社000005,14,"理　  事",徐清枝
088法登社000005,15,"理 　 事",周勇吉
088法登社000005,16,常務監事　,李光漢
088法登社000005,17,監　　事,林明昌
088法登社000005,18,監　　事,游森琳
088法登社000005,19,監　　事,應光偉
088法登社000005,20,監　　事,林文光
088法登社000006,1,"理 事 長",李阿番
088法登社000006,2,常務理事,李文裕
088法登社000006,3,常務理事,李正富
088法登社000006,4,常務理事,李元武
088法登社000006,5,常務理事,李永豐
088法登社000006,6,"理　  事",李武平
088法登社000006,7,理　　事,李阿紅
088法登社000006,8,"理　  事",李松根
088法登社000006,9,"理　  事",李登山
088法登社000006,10,"理　  事",李忠雄
088法登社000006,11,"理　  事",李傳龍
088法登社000006,12,"理　  事",李炳南
088法登社000006,13,"理　  事",李三鋒
088法登社000006,14,"理　  事",李智欽
088法登社000006,15,"理　  事",李　旺
088法登社000006,16,常務監事,李汪炳
088法登社000006,17,"監　  事",李朝陽
088法登社000006,18,"監　  事",李旺財
088法登社000006,19,"監　  事",李金鈴
088法登社000006,20,"監　  事",李寶英
088法登社000007,1,"理 事 長",劉素真
088法登社000007,2,常務理事,黃麗娟
088法登社000007,3,常務理事,李金池
088法登社000007,4,"理  事",林淑珠
088法登社000007,5,"理  事",林淑芬
088法登社000007,6,"理  事",林淑君
088法登社000007,7,"理  事",徐翠綿
088法登社000007,8,"理  事",李韶華
088法登社000007,9,"理  事",向茜若
088法登社000007,10,"理  事",賴敏娟
088法登社000007,11,"理  事",王碧華
088法登社000007,12,常務監事,張錦章
088法登社000007,13,"監  事",林秀蘭
088法登社000007,14,"監  事",蔡明珠
088法登財000001,1,董事長,楊吉雄
088法登財000001,2,常務董事,林源吉
088法登財000001,3,常務董事,李明雄
088法登財000001,4,常務董事,游能勇
088法登財000001,5,常務董事,蘇秋水
088法登財000001,6,"董  事",唐明光
088法登財000001,7,"董  事",陳東淵
088法登財000001,8,"董  事",陳建忠
088法登財000001,9,"董  事",劉光輝
088法登財000001,10,"董  事",柳逸義
088法登財000001,11,"董  事",陳嵩嵐
088法登財000001,12,"董  事",林正己
088法登財000001,13,"董  事",廖大慶
088法登財000001,14,"董  事",江瑞田
088法登財000001,15,"董  事",游文雄
088法登財000001,16,"董  事",黃傳賢
088法登財000001,17,"董  事",李俊雄
088法登財000001,18,"董  事",康文堅
088法登財000001,19,"董  事",林柏富
088法登財000001,20,"董  事",黃文星
088法登財000001,21,"董  事",何明達
088法登財000002,1,董事長,張顯銘
088法登財000002,2,"董  事",張黃素月
088法登財000002,3,"董  事",羅阿土
088法登財000002,4,"董  事",羅游吻
088法登財000002,5,"董  事",林錫貞
088法登財000002,6,"董  事",曾　𡩋
088法登財000002,7,"董  事",藍吳惠卿
088法登財000003,1,董事長,簡進輝
088法登財000003,2,常務董事,田秋堇
088法登財000003,3,常務董事,盧逸峰
088法登財000003,4,常務董事,林茂賢
088法登財000003,5,常務董事,李裕亮
088法登財000003,6,常務董事,簡楊同
088法登財000003,7,常務董事,林奠鴻
088法登財000003,8,董　事,張茂盛
088法登財000003,9,"董　  事",林坤智
088法登財000003,10,"董　  事",簡茂德
088法登財000003,11,"董　  事",簡昆鏞
088法登財000003,12,"董　  事",康濟時
088法登財000003,13,"董　  事",簡棟山
088法登財000003,14,"董　  事",黃志明
088法登財000003,15,"董　  事",許志銘
088法登財000003,16,"董　  事",楊榮源
088法登財000003,17,"董　  事",張顯瑤
088法登財000003,18,"董　  事",游源鏗
088法登財000003,19,"董　  事",張瓊之
088法登財000003,20,"董　  事",張賜福
088法登財000003,21,"董　  事",林永燦
088法登財000003,22,"董　  事",廖學勝
088法登財000003,23,"董　  事",賴金源
088法登財000003,24,"董　  事",林重富
088法登財000003,25,"董　  事",高志彬
088法登財000003,26,常務盛事,陳錫寶
088法登財000003,27,"監　  事",簡文發
088法登財000003,28,監　　事,謝朝壽
088法登財000003,29,"監　  事",李阿如
088法登財000003,30,"監　  事",沈福助
088法登財000004,1,董事長,"星  雲"
088法登財000004,2,"董  事",張優理
088法登財000004,3,"董  事",張滿足
088法登財000004,4,"董  事",甄慧妮
088法登財000004,5,"董  事",陳迺臣
088法登財000004,6,"董  事",丁守中
088法登財000004,7,"董  事",鄭石岩
088法登財000005,1,"董 事 長",王東生
088法登財000005,2,常務董事,陸文發
088法登財000005,3,常務董事,丁向文
088法登財000005,4,"董    事","陸  樺"
088法登財000005,5,"董    事",梁美鳳
088法登財000005,6,"董    事",林素雲
088法登財000005,7,"董    事",李瑞玲
088法登財000006,1,董事長,黃國添
088法登財000006,2,"董  事",陳朝岳
088法登財000006,3,"董  事",黃朝國
088法登財000006,4,"董  事",池清山
088法登財000006,5,"董  事",陳順天
088法登財000006,6,"董  事",官文華
088法登財000006,7,"董  事",林信德
088法登財000006,8,"董  事",李阿田
088法登財000006,9,"董  事",劉美嬌
088法登財000007,1,董事長,林文崢
088法登財000007,2,"董  事",周東燦
088法登財000007,3,"董  事",李汪燦
088法登財000007,4,"董  事",張哲豪
088法登財000007,5,"董  事",林長庚
088法登財000007,6,"董  事",藍換長
088法登財000007,7,"董  事",孫雄楚
088法登財000007,8,"董  事",曾錫珍
088法登財000007,9,"董  事",劉金德
088法登財000008,1,董事長,吳振益
088法登財000008,2,"董  事",林榮輝
088法登財000008,3,"董  事",李三鋒
088法登財000008,4,"董  事",黃正為
088法登財000008,5,"董  事",莊春土
088法登財000008,6,"董  事",游騰發
088法登財000008,7,"董  事",鄭新耀
088法登財000008,8,"董  事",鄭林燦
088法登財000008,9,"董  事",江阿明
088法登財000008,10,"董  事",鄭溪圳
088法登財000008,11,"董  事",林仁耀
088法登財000008,12,"董  事",林阿波
088法登財000008,13,"董  事",張萬福
088法登財000008,14,"董  事",簡精杰
088法登財000008,15,"董  事",施文彬
088法登財000009,1,董事長,林錦標
088法登財000009,2,"董  事",楊正宏
088法登財000009,3,"董  事",李漢章
088法登財000009,4,"董  事",楊碧忠
088法登財000009,5,"董  事",黃泯中
088法登財000009,6,"董  事",林文欽
088法登財000009,7,"董  事",蕭正雄
088法登財000009,8,"董  事",李春男
088法登財000009,9,"董  事",王宜杲
088法登財000009,10,"董  事",黃世堉
088法登財000009,11,"董  事",張國華
088法登財000009,12,"董  事",林志全
088法登財000009,13,"董  事",莊王池
088法登財000010,1,董事長,周仁宗
088法登財000010,2,"董  事",王麗陽
088法登財000010,3,"董  事",林文清
088法登財000010,4,"董  事",彭錦樑
088法登財000010,5,"董  事",林錫池
088法登財000010,6,"董  事",湯振昌
088法登財000010,7,"董  事",王天民
088法登財000010,8,"董  事",尤漢丕
088法登財000010,9,"董  事",許繼田
088法登財000010,10,"董  事",詹明華
088法登財000010,11,"董  事",曹天瑞
088法登財000010,12,"董  事",謝文正
088法登財000010,13,"董  事",李枝茂
088法登財000010,14,"董  事",邱昭正
088法登財000010,15,"董  事",林銀王
088法登財000010,16,"董  事",蘇玉國
088法登財000010,17,"董  事",李增煒
088法登財000010,18,"董  事",邱正義
