登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
088法登他000001,1,2,林以長,64,0880104,0880128,0880129,3冊43頁,2,10,朱威德,財團法人私立大同商業專科學校,0620531,嘉義市彌陀路二五三號,以創辦私立大同商業專科學校，並謀其發展。,由創辦人朱榮貴、程傑慷等十七人捐贈,教育部中華民國61年7月25日台(61)專字第17204號令,永久,350964780.00,1,0880128,0880205,0880205,,,,,,,,,,,,,,,
088法登他000002,1,2,李國增,105,0880104,0880108,0880108,5冊6頁,2,7,許聰德,財團法人臺灣省嘉義縣朴子配天宮,0700629,嘉義縣朴子市開元路一一八號,本宮以奉湄洲天上聖母，宏揚聖德，推行復興中華文化運動辦理社會福利公益及慈善事業，促進地方繁榮為目的。,信徒捐助,嘉義縣政府69年12月31日六九府民行字第95043號函,無限期,18121246.00,1,0880108,0880115,0880115,,,,,,,,,,,,,,,
088法登他000003,1,2,李國增,211,0880105,0880107,0880107,8冊51頁,,0,"黃  朝  揚",財團法人嘉義縣立忠和國民中學文教基金會,0861016,嘉義縣水上鄉忠和村一鄰六號之二,協助忠和國中改善環境，發展校務，奬勵教師研究進修，促進學生敦品勵學。,捐助,"嘉義縣政府 八十六年九月十一日",永久,2950000.00,1,0880107,0880115,0880115,"黃 朝 揚",嘉義縣水上鄉南鄉村六鄰五四之四號,,,,,,,,,,,,,
088法登他000004,1,2,李國增,189,0880105,0880107,0880107,8冊7頁,,0,李泰賢,財團法人永嘉文教基金會,0851119,嘉義市中山路三００號六樓,本會以推展文化教育活動，宣導現代經濟生活觀念，奬勵優秀學子與經齊文化教育工作者為宗旨。,依有關法令接受捐助等。,台灣省嘉義市政府　中華民國八十五年十月二十九日,無限期　,20800000.00,1,0880107,0880114,0880114,李泰賢,嘉義市中山路三００號五樓,,,,,,,,,,,,,
088法登他000005,1,2,林以長,44,0880105,0880118,0880119,2冊14頁,2,6,蕭瑞煌,財團法人台灣省嘉義市保生大帝震安宮,0551229,嘉義市西門街一六八號,以遵奉政府法規，敬神祭祀，繁榮地方，宣揚道德，協助慈善事業。,樂捐,嘉義縣政府中華民國63年4月8日嘉府嘉民行字第25901號許可書,無限期,473300.00,1,0880118,0880122,0880122,,,,,,,,,,,第五屆董監事任滿，改選第六屆董監事。,,,,
088法登他000007,1,2,李國增,36,0880107,0880108,0880108,2冊6頁,2,8,李旭光　　,財團法人私立吳鳳工商專科學校,0540814,嘉義縣民雄鄉建國路二段一一七號,創辦私立吳鳳工商專科學校並謀其發展。,由創辦人彭文鴻捐資,教育部民國五十四年七月廿四日五四專字第一一三七九號令核准,永久,861161714.00,1,0880108,0880118,0880118,,,,,,,,,,,,,,,
088法登他000008,1,2,李國增,175,0880111,0880112,0880112,7冊50頁,2,2,李玉治,財團法人慧深文教基金會,0850103,嘉義市吳鳳南路一六六巷七一號,本會以端正社會風氣、淨化世道人心、提昇文化品質、倡導倫理教育為宗旨。,由李玉治捐助,教育部，中華民國八十四年十二月八日台（八四）社字第０六０八五七號函,永久,63000000.00,1,0880112,0880120,0880120,,,,,,,,,,,,,,,
088法登他000009,1,2,李國增,69,0880112,0880113,0880114,3冊53頁,2,4,蕭登旺,財團法人臺灣省嘉義市天后宮,0620731,嘉義市林森東路一一三號,倡導我國固有道德宣揚聖道，勸眾人向善，善施恤貧等慈善事業而繁榮地方,捐助,中華民國六十二年七月六日,無限期,6800000.00,1,0880113,0880122,0880122,,,,,,,,,,,,,,,
088法登他000010,1,2,李國增,33,0880112,0880113,0880114,2冊3頁,,0,劉振忠　　,財團法人台灣省嘉義市私立輔仁高級中學,0540226,嘉義市吳鳳南路二七０號,創辦私立輔仁中學並謀其發展為目的。,天主教聖言會總會捐助。,台灣省政府教育廳，民國五十一年七月九。,無限期,259387519.00,1,0880113,0880118,0880118,,,,,,,,,,,,,,,
088法登他000011,1,2,林以長,73,0880122,0880125,0880125,4冊4頁,,0,鄭良哲　　,財團法人台灣省嘉義縣私立明華高級中學,0631231,嘉義縣六腳鄉六南村二二三之二五號,以創辦嘉義縣私立明華高級中學並謀其發展為目的。,由賴進治等捐助,台灣省政府教育廳　中華民國六十三年六月十八日,永久,27338156.00,1,0880125,0880126,0880126,,,,,,,,,,,,,,,
